?ID	?label	?type
"VO_0004643"	"CAdVax-Den12/Den34"	"Class"
"VO_0004644"	"CAdVax-Filoviruses (Ebola )"	"Class"
"VO_0004645"	"CAdVa-Filoviruses (EbMarburg viruses)"	"Class"
"VO_0004646"	"cAdVaxM(fus)"	"Class"
"VO_0004647"	"cAdVax-based bivalent ebola virus vaccine (Sudan and Zaire species)"	"Class"
"VO_0004648"	"RB51-SRS2"	"Class"
"VO_0004649"	"RB51--MIC3/GRA6/MIC1/SRS2"	"Class"
"VO_0004650"	"BPZE1- FHA (H1N1/PR8 influenza A virus)"	"Class"
"VO_0004651"	"BV-RVG/RVG"	"Class"
"VO_0004652"	"BV-Dual-S1"	"Class"
"VO_0004653"	"AcHERV-sH1N1-HA"	"Class"
"VO_0004654"	"BV-H5/H7/H9"	"Class"
"VO_0004655"	"BacMam-sHAPQ"	"Class"
"VO_0004656"	"rBCGpMV361-TgCyP"	"Class"
"VO_0004657"	"rBCG -Stx2B (Escherichia coli )"	"Class"
"VO_0004658"	"rDEV-us78HA"	"Class"
"VO_0004659"	"VSV-DeltaG-H5 (H5N1)"	"Class"
"VO_0004660"	"rVSV-EBOV"	"Class"
"VO_0004661"	"rVSV- SEBOV-GP and -VP40"	"Class"
"VO_0004662"	"rVSVDeltaG-ANDV-GPC"	"Class"
"VO_0004663"	"rMVA-GnGc (Rift Valley fever virus)"	"Class"
"VO_0004664"	"rMVA-SIV-CD40L Simian immunodeficiency virus vaccine"	"Class"
"VO_0004665"	"rMVA-CCHF"	"Class"
"VO_0004666"	"MVA-CHIKV"	"Class"
"VO_0004667"	"MVTT-HA-QH"	"Class"
"VO_0004668"	"S. gordonii -M6-Sj-F1"	"Class"
"VO_0004669"	"Streptococcus gordonii-TTFC"	"Class"
"VO_0004670"	"S. gordonii-PT"	"Class"
"VO_0004671"	"SL3261-L. major"	"Class"
"VO_0004672"	"SL3261-L. donovani"	"Class"
"VO_0004674"	"SL3261-P. aeruginosa serogroup O11 O antigen"	"Class"
"VO_0004675"	"SL3261- UreA and UreB"	"Class"
"VO_0004676"	"SL3261 expressing streptococcal M protein"	"Class"
"VO_0004677"	"Schmidt-Ruppin Rous sarcoma virus-H7 (H7N7)"	"Class"
"VO_0004678"	"RBD-rAAV-SARS-CoV"	"Class"
"VO_0004679"	"RBD-rAAV-SARS-CoV prime/RBD-specific T cell peptide boost"	"Class"
"VO_0004680"	"rNDV-ILTV-gD"	"Class"
"VO_0004681"	"rNDV-H5"	"Class"
"VO_0004682"	"rNDV-H5 ( HPAI H5N1 challenge in mule ducks)"	"Class"
"VO_0004683"	"rNDV-H6"	"Class"
"VO_0004684"	"rAPMV3-F (newcastle disease)"	"Class"
"VO_0004685"	"BoHV-4-A-gD(cp)gD(106)DeltaTK"	"Class"
"VO_0004686"	"BoHV-4-A-IgK-VP2gD"	"Class"
"VO_0004687"	"HSVT[VP7/6/2]"	"Class"
"VO_0004688"	"M. S- H. pylori -opm26"	"Class"
"VO_0004689"	"M.S-Delta-esx-3-IKEPLUS (M. tuberculosis)"	"Class"
"VO_0004690"	"YF17D- HIV-1 p24"	"Class"
"VO_0004691"	"RCN-HA (H5N1)"	"Class"
"VO_0004692"	"RCN-F1-V (Yersinia pestis F1 and V)"	"Class"
"VO_0004693"	"RCN-rabies-G"	"Class"
"VO_0004694"	"RCN-IRES-tPA-YpF1( Yersinia pestis)"	"Class"
"VO_0004695"	"PAV3-HA (H5N1)"	"Class"
"VO_0004696"	"PAV3-HA (A/Hanoi/30408/2005 H5N1)"	"Class"
"VO_0004697"	"rAd-P97c"	"Class"
"VO_0004698"	"PrV-HA (swine-origin H1N1)"	"Class"
"VO_0004699"	"PrV-PCV2-ORF2"	"Class"
"VO_0004700"	"rAdV-SFV-E2"	"Class"
"VO_0004701"	"Typhi strain Ty21a-LPS-Shigella"	"Class"
"VO_0004702"	"Typhi strain Ty21a-PA (Bacillus anthracis)"	"Class"
"VO_0004703"	"Ty21a-O-Ps (Shigella dysenteriae )"	"Class"
"VO_0004704"	"SabRV-SIV"	"Class"
"VO_0004705"	"Poliovirus vector expressing model antigen H2-Kb-restricted CTL epitope"	"Class"
"VO_0004706"	"SG33-VP2/5"	"Class"
"VO_0004707"	"Myxoma-FCV"	"Class"
"VO_0004708"	"Maraba virus MG1 Vaccine"	"Class"
"VO_0004709"	"rvOka-HN (mumps virus)"	"Class"
"VO_0004710"	"rOka-gD2- HSV-2"	"Class"
"VO_0004711"	"rMV- SARS-CoV -S/Ssol"	"Class"
"VO_0004712"	"rMV- WNV"	"Class"
"VO_0004713"	"rMeV- SCD"	"Class"
"VO_0004714"	"rMV-Ed-G"	"Class"
"VO_0004715"	"rLAG- PA-DCpep"	"Class"
"VO_0004716"	"rMCMV-TRP2"	"Class"
"VO_0004717"	"rCMV- EBOV"	"Class"
"VO_0004718"	"rCMV-TT"	"Class"
"VO_0004719"	"CVB4/p24(73(3))"	"Class"
"VO_0004720"	"rVCG- Chlamydia-cholera"	"Class"
"VO_0004721"	"CVD 103-HgR- REPEC"	"Class"
"VO_0004722"	"rVCG- MOMP/HSV-2-gD"	"Class"
"VO_0004723"	"pRP-RSV-HSV-1-gB"	"Class"
"VO_0004724"	"RSV-H7"	"Class"
"VO_0004725"	"ALVAC-AHSV"	"Class"
"VO_0004726"	"ALVAC-BTV-VP2/VP5"	"Class"
"VO_0004727"	"ALVAC-HIV-2"	"Class"
"VO_0004728"	"ALVAC-RV"	"Class"
"VO_0004729"	"FP-AI-H5(H5N1)"	"Class"
"VO_0004730"	"ALVAC-AI-H5(H5N1)"	"Class"
"VO_0004731"	"ALVAC-WNV-prM/E"	"Class"
"VO_0004732"	"ALVAC-BTV-CP(VP2/VP5)"	"Class"
"VO_0004733"	"ALVAC-NiV-G"	"Class"
"VO_0004734"	"ALVAC-NiV-F"	"Class"
"VO_0004735"	"ALVAC-EIV (equine influenza virus H3N8)"	"Class"
"VO_0004736"	"ALVAC-WNV-PrM/E (dogs and cats)"	"Class"
"VO_0004737"	"ALVAC-HIV-2- env/gag/pol"	"Class"
"VO_0004738"	"ALVAC-RHDV (vCP309)"	"Class"
"VO_0004739"	"ALVAC-P53 Vaccine"	"Class"
"VO_0004740"	"ALVAC-FL- env/gag"	"Class"
"VO_0004741"	"ALVAC-MV-HA/F"	"Class"
"VO_0004742"	"FP-IBDV-VP2"	"Class"
"VO_0004743"	"rFPV-AI-H5A-IL6"	"Class"
"VO_0004744"	"rFPV-ILTV"	"Class"
"VO_0004745"	"vFP89-HA (H5N1 HPAI virus)"	"Class"
"VO_0004746"	"rFPV-H5AI-L2"	"Class"
"VO_0004747"	"ALVAC-AI-H5"	"Class"
"VO_0004748"	"rPFV-CSFV-E0"	"Class"
"VO_0004749"	"rMDV-IBDV-VP2"	"Class"
"VO_0004750"	"rFPV-IBDV-VP 2.4.3"	"Class"
"VO_0004751"	"rFPV-NDV-H/F"	"Class"
"VO_0004752"	"rFP-RPV-H/F"	"Class"
"VO_0004753"	"Ac-CMV-S1 (infectious bronchitis virus)"	"Class"
"VO_0004754"	"BV-GD-ORF2"	"Class"
"VO_0004755"	"rSPV/H3-2A-H1"	"Class"
"VO_0004756"	"HVT-ILT(FC-126 strain)"	"Class"
"VO_0004757"	"rBCG-Ag85A/Ag85B"	"Class"
"VO_0004758"	"rMVA- AHS-VP2"	"Class"
"VO_0004759"	"rMVTT-HA-QH (H5N1)"	"Class"
"VO_0004760"	"rMVTT-SIV-gpe"	"Class"
"VO_0004761"	"rMVTT- HPV16-E6/E7"	"Class"
"VO_0004762"	"rLSDV-Rabies-gP"	"Class"
"VO_0004763"	"rLSDV-RPV"	"Class"
"VO_0004764"	"MG1-hDCT Vaccine"	"Class"
"VO_0004765"	"rORFV-D1701-V-HAh5n (H5N1)"	"Class"
"VO_0004766"	"rORFV-RabG"	"Class"
"VO_0004767"	"rORFV-RHDV-VP60"	"Class"
"VO_0004768"	"rORFV-CSFV-E2"	"Class"
"VO_0004769"	"rORFV-p40(Borna disease virus)"	"Class"
"VO_0004770"	"rORFV-PRV-gC/gD"	"Class"
"VO_0004771"	"NYVAC-EHV-1- vP1014"	"Class"
"VO_0004772"	"NYVAC- CDV-H/F"	"Class"
"VO_0004773"	"ALVAC- CDV-H/F"	"Class"
"VO_0004774"	"NYVAC-HIV-1"	"Class"
"VO_0004775"	"NYVAC-HIV-2"	"Class"
"VO_0004776"	"NYVAC-JEV"	"Class"
"VO_0004777"	"ALVAC-JEV"	"Class"
"VO_0004778"	"NYVAC-PRV- gII/ gp50"	"Class"
"VO_0004779"	"NYVAC-SIV"	"Class"
"VO_0004780"	"NYVAC-JEV- prM/E/ NS1"	"Class"
"VO_0004781"	"VC-TetC/Tcf"	"Class"
"VO_0004782"	"rAdV-SjTPI.opt"	"Class"
"VO_0004783"	"rPIV5-H3 (influenza virus)"	"Class"
"VO_0004784"	"rVEE-HA(H1N1)"	"Class"
"VO_0004785"	"rS.C-APP-ApxI/ApxII"	"Class"
"VO_0004786"	"rS.C-APP-ApxIIA"	"Class"
"VO_0004787"	"dVV-HA5(H5N1)"	"Class"
"VO_0004788"	"rCPV-BTV-Cpox"	"Class"
"VO_0004789"	"rBCG-SIVgag"	"Class"
"VO_0004790"	"rBCG-S1PT"	"Class"
"VO_0004791"	"rBCGMSP1-15"	"Class"
"VO_0004792"	"rMVA-SIV-CD40L human immunodeficiency virus vaccine"	"Class"
"VO_0004793"	"HVT-LT"	"Class"
"VO_0004794"	"NYVAC-Pf7"	"Class"
"VO_0004795"	"Toxminus-PLD toxoid"	"Class"
"VO_0004796"	"MVA-PvTRAP"	"Class"
"VO_0004797"	"ChAd63 -PvTRAP"	"Class"
"VO_0004798"	"NILV-Py CSP"	"Class"
"VO_0004799"	"SAd-ME.TRAP"	"Class"
"VO_0004800"	"NYVAC-CSP (malaria)"	"Class"
"VO_0004801"	"BDES-PfCSP (baculovirus dual expression system)"	"Class"
"VO_0004802"	"HDAd-sFsyn"	"Class"
"VO_0004803"	"LM1-2-E7"	"Class"
"VO_0004804"	"BL21(DE3)/pUTa-E + pET28a-FT"	"Class"
"VO_0004805"	"rVEE-Ebola-NP"	"Class"
"VO_0004806"	"M. bovis DNA vaccine pCI-Ag85B"	"Class"
"VO_0004807"	"Bacillus Calmette-Guérin Danish (BCG)"	"Class"
"VO_0004808"	"APSV Wetvax"	"Class"
"VO_0004809"	"2008-2009 trivalent influenza vaccine"	"Class"
"VO_0004810"	"2011-2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), and B/Brisbane/60/2008)"	"Class"
"VO_0004811"	"Recombinant Aeromonas hydrophila vaccine (Aera)"	"Class"
"VO_0004812"	"C-KCE (vBAC-C-KCE)"	"Class"
"VO_0004813"	"v2RVFH"	"Class"
"VO_0004814"	"Biothrax 0.5 ML Injectable Suspension"	"Class"
"VO_0004815"	"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain"	"Class"
"VO_0004816"	"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML"	"Class"
"VO_0004817"	"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML [Rotarix]"	"Class"
"VO_0004818"	"Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Oral Vaccine"	"Class"
"VO_0004819"	"Rotarix Oral Liquid Product"	"Class"
"VO_0004820"	"Human-Bovine Reassortant Rotavirus Strain G4 Vaccine"	"Class"
"VO_0004821"	"Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML"	"Class"
"VO_0004822"	"Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine"	"Class"
"VO_0004823"	"Human-Bovine Reassortant Rotavirus Strain G2 Vaccine"	"Class"
"VO_0004824"	"Human-Bovine Reassortant Rotavirus Strain G3 Vaccine"	"Class"
"VO_0004825"	"Human-Bovine Reassortant Rotavirus Strain G1 Vaccine"	"Class"
"VO_0004826"	"Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML"	"Class"
"VO_0004827"	"Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML"	"Class"
"VO_0004828"	"Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML"	"Class"
"VO_0004829"	"Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML"	"Class"
"VO_0004830"	"RotaTeq Oral Liquid Product"	"Class"
"VO_0004831"	"Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML [RotaTeq]"	"Class"
"VO_0004832"	"RotaTeq, Rotavirus, live pentavalent (RV5) Oral Vaccine"	"Class"
"VO_0004833"	"Quadracel Injectable Product"	"Class"
"VO_0004834"	"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]"	"Class"
"VO_0004835"	"Quadracel vaccine 0.5 ML Injection"	"Class"
"VO_0004836"	"Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine"	"Class"
"VO_0004837"	"Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine"	"Class"
"VO_0004838"	"Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine"	"Class"
"VO_0004839"	"Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine"	"Class"
"VO_0004840"	"Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML"	"Class"
"VO_0004841"	"Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML"	"Class"
"VO_0004842"	"Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML"	"Class"
"VO_0004843"	"Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML"	"Class"
"VO_0004844"	"Menveo Injectable Product"	"Class"
"VO_0004845"	"Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML [Menveo]"	"Class"
"VO_0004846"	"MENVEO vaccine 0.5 ML Injection"	"Class"
"VO_0004847"	"Trumenba Injectable Product"	"Class"
"VO_0004848"	"Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML / Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML [Trumenba]"	"Class"
"VO_0004849"	"Trumenba vaccine Prefilled Syringe"	"Class"
"VO_0004850"	"Trumenba vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0004851"	"Bexsero Injectable Product"	"Class"
"VO_0004852"	"meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML [Bexsero]"	"Class"
"VO_0004853"	"BEXSERO vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0004854"	"smallpox vaccine live vaccinia virus"	"Class"
"VO_0004855"	"smallpox vaccine live vaccinia virus 500000000 UNT/ML"	"Class"
"VO_0004856"	"ACAM2000 Injectable Product"	"Class"
"VO_0004857"	"ACAM2000 smallpox (vaccinia) vaccine, live Injectable Solution"	"Class"
"VO_0004858"	"smallpox vaccine live vaccinia virus 500000000 UNT/ML [ACAM2000]"	"Class"
"VO_0004859"	"meningococcal group C polysaccharide"	"Class"
"VO_0004860"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y"	"Class"
"VO_0004861"	"meningococcal group C polysaccharide 0.01 MG/ML"	"Class"
"VO_0004862"	"meningococcal group C polysaccharide 0.1 MG/ML"	"Class"
"VO_0004863"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.01 MG/ML"	"Class"
"VO_0004864"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML"	"Class"
"VO_0004865"	"MenHibrix Injectable Product"	"Class"
"VO_0004866"	"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.005 MG/ML / meningococcal group C polysaccharide 0.01 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.01 MG/ML [MenHibrix]"	"Class"
"VO_0004867"	"MENHIBRIX vaccine 0.5 ML Injection"	"Class"
"VO_0004868"	"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.005 MG/ML"	"Class"
"VO_0004869"	"HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578"	"Class"
"VO_0004870"	"Menomune A/C/Y/W-135 Injectable Product"	"Class"
"VO_0004871"	"HUMAN ADENOVIRUS B SEROTYPE 7 STRAIN 55142"	"Class"
"VO_0004872"	"Adenovirus Type 4 Vaccine Live Oral Product"	"Class"
"VO_0004873"	"Adenovirus Type 4 Vaccine Live Pill"	"Class"
"VO_0004874"	"Adenovirus Type 4 Vaccine Live Delayed Release Oral Tablet"	"Class"
"VO_0004875"	"Adenovirus Type 4 Vaccine Live 32000 UNT Delayed Release Oral Tablet"	"Class"
"VO_0004876"	"Adenovirus Type 4 Vaccine Live 32000 UNT"	"Class"
"VO_0004877"	"Adenovirus Type 7 Vaccine Live Oral Product"	"Class"
"VO_0004878"	"Adenovirus Type 7 Vaccine Live Pill"	"Class"
"VO_0004879"	"Adenovirus Type 7 Vaccine Live Delayed Release Oral Tablet"	"Class"
"VO_0004880"	"Adenovirus Type 7 Vaccine Live 32000 UNT Delayed Release Oral Tablet"	"Class"
"VO_0004881"	"Adenovirus Type 7 Vaccine Live 32000 UNT"	"Class"
"VO_0004882"	"meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML [Menomune A/C/Y/W-135]"	"Class"
"VO_0004883"	"Menomune A/C/Y/W-135 Vaccine Injection"	"Class"
"VO_0004884"	"Menomune A/C/Y/W-135 Vaccine 0.5 ML Injection"	"Class"
"VO_0004885"	"Menomune A/C/Y/W-135 Vaccine Injectable Solution"	"Class"
"VO_0004886"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135"	"Class"
"VO_0004887"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML"	"Class"
"VO_0004888"	"meningococcal group A polysaccharide"	"Class"
"VO_0004889"	"meningococcal group A polysaccharide 0.1 MG/ML"	"Class"
"VO_0004890"	"gH1-Qbeta vaccine"	"Class"
"VO_0004891"	"CN54gp140 + GLA"	"Class"
"VO_0004892"	"Advent Srl., Italy"	"NamedIndividual"
"VO_0004893"	"Fluenz"	"Class"
"VO_0004894"	"quadrivalent seasonal inactivated influenza vaccine 2014"	"Class"
"VO_0004895"	"female biological sex datum"	"Class"
"VO_0004896"	"intersex biological sex datum"	"Class"
"VO_0004897"	"coronavirus vaccine"	"Class"
"VO_0004898"	"Influenza A virus A/Perth/16/2009 (H3N2) antigen"	"Class"
"VO_0004899"	"2012-2013 seasonal trivalent inactivated influenza vaccine (A/California/7/2009 (H1N1), A/Victoria/361/2011 (H3N2), and B/Wisconsin/1/2010)"	"Class"
"VO_0004900"	"MERS vaccine"	"Class"
"VO_0004901"	"influenza B virus B/Wisconsin/1/2010 antigen"	"Class"
"VO_0004902"	"influenza A virus A/Victoria/361/2011 (H3N2) antigen"	"Class"
"VO_0004903"	"Inactivated monovalent influenza A/H5N1 (3.75 mcg hemagglutinin [HA] A/Indonesia/05/2005) split-virus (SV) vaccine (Sanofi)"	"Class"
"VO_0004904"	"Influenza A virus (A/Indonesia/05/2005) antigen"	"Class"
"VO_0004905"	"MERS-CoV S protein with alum and CpG adjuvant"	"Class"
"VO_0004906"	"MERS-CoV protein"	"Class"
"VO_0004907"	"MERS-CoV S protein"	"Class"
"VO_0004908"	"COVID-19 vaccine"	"Class"
"VO_0004909"	"immunizes against disease process"	"ObjectProperty"
"VO_0004910"	"PfSPZ Vaccine"	"Class"
"VO_0004911"	"PfSPZ-CVac"	"Class"
"VO_0004912"	"PfSPZ-GA1"	"Class"
"VO_0004913"	"virus-like particle vaccine role"	"Class"
"VO_0004914"	"virus-like particle vaccine"	"Class"
"VO_0004915"	"vaccine specific interferon-γ immune response"	"Class"
"VO_0004916"	"vaccine specific IL-2 immune response"	"Class"
"VO_0004917"	"vaccine specific interleukin-4 response"	"Class"
"VO_0004918"	"vaccine specific interleukin-10 response"	"Class"
"VO_0004919"	"vaccine specific Th1 immune response indicated by IgG2a  production"	"Class"
"VO_0004920"	"vaccine specific Th2 immune response indicated by IgG1  production"	"Class"
"VO_0004921"	"human age"	"Class"
"VO_0004922"	"child age"	"Class"
"VO_0004923"	"adolescence age"	"Class"
"VO_0004924"	"adult age"	"Class"
"VO_0004925"	"senior age"	"Class"
"VO_0004926"	"age range at vaccination"	"Class"
"VO_0004927"	"human age range at vaccination"	"Class"
"VO_0004928"	"human child age range at vaccination"	"Class"
"VO_0004929"	"human adult age range at vaccination"	"Class"
"VO_0004930"	"human senior age range at vaccination"	"Class"
"VO_0004931"	"human adolescence age range at vaccination"	"Class"
"VO_0004932"	"Janssen Pharmaceutica"	"NamedIndividual"
"VO_0004933"	"human age 1 to 2 months at vaccination"	"Class"
"VO_0004934"	"human age 4 months at vaccination"	"Class"
"VO_0004935"	"human age 11 to 12 years at vaccination"	"Class"
"VO_0004936"	"human age 4 to 6 years at vaccination"	"Class"
"VO_0004937"	"human age 7 to 11 months at vaccination"	"Class"
"VO_0004938"	"human age 12 to 23 months at vaccination"	"Class"
"VO_0004939"	"human age 2 to 3 years at vaccination"	"Class"
"VO_0004940"	"human age 6 months at vaccination"	"Class"
"VO_0004941"	"human age 7 to 10 years at vaccination"	"Class"
"VO_0004942"	"human age 19 to 26 years at vaccination"	"Class"
"VO_0004943"	"human age 27 to 59 years at vaccination"	"Class"
"VO_0004944"	"human age within one month at vaccination"	"Class"
"VO_0004945"	"CanSino Biologics"	"NamedIndividual"
"VO_0004946"	"BioNTech"	"NamedIndividual"
"VO_0004947"	"Pfizer Inc."	"NamedIndividual"
"VO_0004948"	"AstraZeneca"	"NamedIndividual"
"VO_0004949"	"Beijing Institute of Biological Products"	"NamedIndividual"
"VO_0004950"	"Sinopharm Group Co., Ltd."	"NamedIndividual"
"VO_0004951"	"Wuhan Institute of Biological Products"	"NamedIndividual"
"VO_0004952"	"Gamaleya Research Institute"	"NamedIndividual"
"VO_0004953"	"Moderna"	"NamedIndividual"
"VO_0004954"	"Sinovac Biotech Ltd"	"NamedIndividual"
"VO_0004955"	"AnGes, Inc."	"NamedIndividual"
"VO_0004956"	"Arcturus Therapeutics"	"NamedIndividual"
"VO_0004957"	"Beijing Minhai Biotechnology Co., Ltd."	"NamedIndividual"
"VO_0004958"	"Vaxxinity"	"NamedIndividual"
"VO_0004959"	"Beijing Wantai Biological Pharmacy"	"NamedIndividual"
"VO_0004960"	"State Research Center of Virology and Biotechnology VECTOR"	"NamedIndividual"
"VO_0004961"	"Genexine, Inc."	"NamedIndividual"
"VO_0004962"	"Inovio Pharmaceuticals, Inc."	"NamedIndividual"
"VO_0004963"	"Kentucky Bioprocessing, Inc."	"NamedIndividual"
"VO_0004964"	"Anhui Zhifei Longcom Biopharmaceutical Co., Ltd."	"NamedIndividual"
"VO_0004965"	"Serum Institute of India"	"NamedIndividual"
"VO_0004966"	"Zydus Cadila"	"NamedIndividual"
"VO_0004967"	"Adimmune Corporation"	"NamedIndividual"
"VO_0004968"	"Walvax Biotechnology Co., Ltd."	"NamedIndividual"
"VO_0004969"	"Symvivo"	"NamedIndividual"
"VO_0004970"	"Chulalongkorn University"	"NamedIndividual"
"VO_0004971"	"Imperial College London"	"NamedIndividual"
"VO_0004972"	"Medicago Inc."	"NamedIndividual"
"VO_0004973"	"Entos Pharmaceuticals"	"NamedIndividual"
"VO_0004974"	"ReiThera Srl"	"NamedIndividual"
"VO_0004975"	"ImmunityBio, Inc."	"NamedIndividual"
"VO_0004976"	"NantKwest, Inc."	"NamedIndividual"
"VO_0004977"	"University Medical Center Hamburg-Eppendorf"	"NamedIndividual"
"VO_0004978"	"Medigen, Inc."	"NamedIndividual"
"VO_0004979"	"Sichuan University"	"NamedIndividual"
"VO_0004980"	"Vaxine Pty Ltd."	"NamedIndividual"
"VO_0004981"	"Instituto Finlay de Vacunas"	"NamedIndividual"
"VO_0004982"	"Clover Biopharmaceuticals, Inc."	"NamedIndividual"
"VO_0004983"	"Institut Pasteur"	"NamedIndividual"
"VO_0004984"	"COVAXX"	"NamedIndividual"
"VO_0004985"	"University of Queensland"	"NamedIndividual"
"VO_0004986"	"Vaxart, Inc."	"NamedIndividual"
"VO_0004987"	"Comirnaty"	"Class"
"VO_0004988"	"SARS-CoV-2 protein"	"Class"
"VO_0004989"	"obsolete S protein of SARS-CoV-2"	"Class"
"VO_0004990"	"E protein of SARS-CoV-2"	"Class"
"VO_0004991"	"COVAXIN"	"Class"
"VO_0004992"	"CoVLP"	"Class"
"VO_0004993"	"Ad35.CS.01 malaria vaccine"	"Class"
"VO_0004994"	"SCB-2019"	"Class"
"VO_0004995"	"UB-612"	"Class"
"VO_0004996"	"AdCLD-CoV19"	"Class"
"VO_0004997"	"Cellid Co., Ltd."	"NamedIndividual"
"VO_0004998"	"University Medical Center Groningen"	"NamedIndividual"
"VO_0004999"	"AKS-452"	"Class"
"VO_0005000"	"pCAGGSP7 DNA vaccine plasmid"	"Class"
"VO_0005001"	"pCAGGS/MCS DNA vaccine plasmid"	"Class"
"VO_0005002"	"pWRG DNA vaccine plasmid"	"Class"
"VO_0005003"	"pHW2000 DNA vaccine plasmid"	"Class"
"VO_0005004"	"pCMV/R DNA vaccine plasmid"	"Class"
"VO_0005005"	"VRC-9123 DNA vaccine plasmid"	"Class"
"VO_0005006"	"pPJV7563 DNA vaccine plasmid"	"Class"
"VO_0005007"	"p188 DNA vaccine plasmid"	"Class"
"VO_0005008"	"VR10551 DNA vaccine plasmid"	"Class"
"VO_0005009"	"VCL-1632 DNA vaccine plasmid"	"Class"
"VO_0005010"	"pSport-B-gal DNA vaccine plasmid"	"Class"
