ID,vaccine_label_in-VO,VIOLIN vaccine ID,violin_link,c_vaccine_name,pathogen,name different,Comment
VO:0004799,SAd-ME.TRAP,4312,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4312,SAd-ME.TRAP,,NO,
VO:0004800,NYVAC-CSP (malaria),4272,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4272,NYVAC-CSP (malaria),,NO,
VO:0004800,NYVAC-CSP (malaria),4313,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4313,NYVAC-CSP (malaria),,NO,
VO:0004801,BDES-PfCSP (baculovirus dual expression system),4314,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4314,BDES-PfCSP (baculovirus dual expression system),,NO,
VO:0004802,HDAd-sFsyn,4315,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4315,HDAd-sFsyn,,NO,
VO:0004803,LM1-2-E7,4316,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4316,LM1-2-E7,,NO,
VO:0004804,BL21(DE3)/pUTa-E + pET28a-FT,4317,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4317,BL21(DE3)/pUTa-E + pET28a-FT,,NO,
VO:0004805,rVEE-Ebola-NP,4318,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4318,rVEE-Ebola-NP,,NO,
VO:0004806,M. bovis DNA vaccine pCI-Ag85B,4319,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4319,M. bovis DNA vaccine pCI-Ag85B,,NO,
VO:0004808,APSV Wetvax,4321,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4321,APSV Wetvax,,NO,
VO:0004811,Recombinant Aeromonas hydrophila vaccine (Aera),4325,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4325,Recombinant Aeromonas hydrophila vaccine (Aera),,NO,
VO:0004812,C-KCE (vBAC-C-KCE),4326,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4326,C-KCE (vBAC-C-KCE),,NO,
VO:0004813,v2RVFH,4327,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=4327,v2RVFH,,NO,
VO:0004994,SCB-2019,5797,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5797,SCB-2019,,NO,
VO:0004995,UB-612,5798,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5798,UB-612,,NO,
VO:0004996,AdCLD-CoV19,5800,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5800,AdCLD-CoV19,,NO,
VO:0004999,AKS-452,5834,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5834,AKS-452,,NO,
VO:0005079,AV-COVID-19,5801,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5801,AV-COVID-19,,NO,
VO:0005082,Abdala,5803,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5803,Abdala,,NO,
VO:0005083,CIGB-669,5804,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5804,CIGB-669,,NO,
VO:0005085,VAT00002,5833,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5833,VAT00002,,NO,
VO:0005087,DelNS1-2019-nCoV-RBD-OPT1,5806,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5806,DelNS1-2019-nCoV-RBD-OPT1,,NO,
VO:0005089,GLS-5310,5807,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5807,GLS-5310,,NO,
VO:0005090,IIBR-100,5799,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5799,IIBR-100,,NO,
VO:0005091,LV-SMENP-DC,5808,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5808,LV-SMENP-DC,,NO,
VO:0005092,Nanocovax,5809,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5809,Nanocovax,,NO,
VO:0005094,RBD-HBsAg VLP,5811,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5811,RBD-HBsAg VLP,,NO,
VO:0005095,Recombinant SARS-CoV-2 vaccine (Sf9 cell),5812,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5812,Recombinant SARS-CoV-2 vaccine (Sf9 cell),,NO,
VO:0005096,S-268019,5813,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5813,S-268019,,NO,
VO:0005097,Soberana 02,5814,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5814,Soberana 02,,NO,
VO:0005111,MERS-CoV S vaccine adjuvanted with CpG and Alum,5714,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5714,MERS-CoV S vaccine adjuvanted with CpG and Alum,,NO,
VO:0005112,Inactivated whole MERS-CoV (IV) vaccine with CpG and Alum,5721,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5721,Inactivated whole MERS-CoV (IV) vaccine with CpG and Alum,,NO,
VO:0005116,Ad5.MERS-S1 vaccine,5720,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5720,Ad5.MERS-S1 vaccine,,NO,
VO:0005117,Ad5.MERS-S vaccine,5719,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5719,Ad5.MERS-S vaccine,,NO,
VO:0005120,MERS England1 S DNA Vaccine,5715,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5715,MERS England1 S DNA vaccine,,NO,
VO:0005122,MERS-CoV pcDNA3.1-S1 DNA vaccine,5718,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5718,MERS-CoV pcDNA3.1-S1 DNA vaccine,,NO,
VO:0005123,VSVΔG-MERS vaccine,5722,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5722,VSVΔG-MERS vaccine,,NO,
VO:0005130,VRP-MERS-N vaccine,5748,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5748,VRP-MERS-N vaccine,,NO,
VO:0005130,VRP-MERS-N vaccine,5754,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5754,VRP-MERS-N vaccine,,NO,
VO:0005131,VRP-SARS-N vaccine,5755,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5755,VRP-SARS-N vaccine,,NO,
VO:0005131,VRP-SARS-N vaccine,5749,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5749,VRP-SARS-N vaccine,,NO,
VO:0005135,ChAdOx1-MERS-S vaccine,5751,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5751,ChAdOx1-MERS-S vaccine,,NO,
VO:0005142,ZF2001,5764,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5764,ZF2001,,NO,
VO:0005143,LNP-nCoVsaRNA,5771,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5771,LNP-nCoVsaRNA,,NO,
VO:0005144,Ad5-nCoV,5768,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5768,Ad5-nCoV,,NO,
VO:0005146,VRC-SRSDNA015-00-VP vaccine,5770,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5770,VRC-SRSDNA015-00-VP vaccine,,NO,
VO:0005150,rMV-S + rMV-N vaccine,5762,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5762,rMV-S + rMV-N vaccine,,NO,
VO:0005152,MVA-MERS-S vaccine,5752,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5752,MVA-MERS-S vaccine,,NO,
VO:0005156,CoV2 SAM,5842,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5842,CoV2 SAM,,NO,
VO:0005157,Moderna COVID-19 vaccine,5789,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5789,Moderna COVID-19 vaccine,,NO,
VO:0005158,Oxford-AstraZeneca COVID-19 vaccine,5774,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5774,Oxford-AstraZeneca COVID-19 vaccine,,NO,
VO:0005160,WIBP-CorV,5775,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5775,WIBP-CorV,,NO,
VO:0005161,ARCoV,5783,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5783,ARCoV,,NO,
VO:0005164,ARCT-021,5781,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5781,ARCT-021,,NO,
VO:0005165,AG0301-COVID19,5780,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5780,AG0301-COVID19,,NO,
VO:0005167,Chinese Academy of Medical Sciences COVID-19 vaccine,5785,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5785,Chinese Academy of Medical Sciences COVID-19 vaccine,,NO,
VO:0005169,GRAd-COV2,5787,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5787,GRAd-CoV2,,NO,
VO:0005170,GX-19,5788,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5788,GX-19,,NO,
VO:0005171,KBP-COVID-19,5792,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5792,KBP-COVID-19,,NO,
VO:0005172,INO-4800,5793,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5793,INO-4800,,NO,
VO:0005173,AdimrSC-2f,5873,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5873,AdimrSC-2f,,NO,
VO:0005174,bacTRL-Spike,5817,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5817,bacTRL-Spike,,NO,
VO:0005175,ChulaCov19,5818,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5818,ChulaCov19,,NO,
VO:0005183,CORVax12,5820,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5820,CORVax12,,NO,
VO:0005184,COVID-19 aAPC vaccine,5821,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5821,COVID-19 aAPC vaccine,,NO,
VO:0005185,mRNA-1283,5868,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5868,mRNA-1283,,NO,
VO:0005186,Covigenix VAX-001,5823,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5823,Covigenix VAX-001,,NO,
VO:0005188,Turkovac,5836,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5836,Turkovac,,NO,
VO:0005189,hAd5-COVID-19,5825,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5825,hAd5-COVID-19,,NO,
VO:0005190,IMP CoVac-1,5826,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5826,IMP CoVac-1,,NO,
VO:0005191,MVA-SARS-2-S,5827,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5827,MVA-SARS-2-S,,NO,
VO:0005193,COVAX-19,5829,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5829,COVAX-19,,NO,
VO:0005194,COVAC,5830,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5830,COVAC,,NO,
VO:0005196,VXA-CoV2-1,5832,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5832,VXA-CoV2-1,,NO,
VO:0005197,SKYCovione,5831,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5831,SKYCovione,,NO,
VO:0005226,Razi Cov Pars,5779,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5779,Razi Cov Pars,,NO,
VO:0005227,BBV154,5839,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5839,BBV154,,NO,
VO:0005228,ChAdV68-S,5845,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5845,ChAdV68-S,,NO,
VO:0005229,COVIran Barakat,5815,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5815,COVIran Barakat,,NO,
VO:0005230,COVID-eVax,5838,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5838,COVID-eVax,,NO,
VO:0005231,COVIGEN,5837,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5837,COVIGEN,,NO,
VO:0005232,EuCorVac-19,5848,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5848,EuCorVac-19,,NO,
VO:0005233,mRNA-1273.351,5846,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5846,mRNA-1273.351,,NO,
VO:0005234,NBP2001,5844,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5844,NBP2001,,NO,
VO:0005235,NDV-HXP-S,5841,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5841,NDV-HXP-S,,NO,
VO:0005236,PTX-COVID19-B,5840,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5840,PTX-COVID19-B,,NO,
VO:0005237,SpFN,5847,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5847,SpFN,,NO,
VO:0005238,VBI-2902a,5843,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5843,VBI-2902a,,NO,
VO:0005240,MV-014-212,5851,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5851,MV-014-212,,NO,
VO:0005241,MRT5500,5850,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5850,MRT5500,,NO,
VO:0005244,Soberana Plus,5853,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5853,Soberana Plus,,NO,
VO:0005245,DS-5670a,5854,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5854,DS-5670a,,NO,
VO:0005247,V-01,5856,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5856,V-01,,NO,
VO:0005248,COVID-19 subunit vaccine by National Vaccine and Serum Institute of China,5857,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5857,COVID-19 subunit vaccine by National Vaccine and Serum Institute of China,,NO,
VO:0005249,EXG-5003,5858,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5858,EXG-5003,,NO,
VO:0005250,KD-414,5859,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5859,KD-414,,NO,
VO:0005252,ReCOV,5863,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5863,ReCOV,,NO,
VO:0005254,SC-Ad6-1,5864,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5864,SC-Ad6-1,,NO,
VO:0005255,ABNCoV2,5865,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5865,ABNCoV2,,NO,
VO:0005256,HDT-301,5866,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5866,HDT-301,,NO,
VO:0005257,COVID-19 inactivated vaccine by the Scientific and Technological Research Council of Turkey,5867,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5867,COVID-19 inactivated vaccine by the Scientific and Technological Research Council of Turkey,,NO,
VO:0005258,MF59-adjuvanted SARS-CoV-2 Sclamp vaccine,5861,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5861,MF59-adjuvanted SARS-CoV-2 Sclamp vaccine,,NO,
VO:0005259,COVID-19 rNDV vector vaccine by Laboratorio Avi-Mex,5822,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5822,COVID-19 rNDV vector vaccine by Laboratorio Avi-Mex,,NO,
VO:0005260,COVID-19 mRNA vaccine by Shanghai East Hospital and Stemirna Therapeutics,5869,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5869,COVID-19 mRNA vaccine by Shanghai East Hospital and Stemirna Therapeutics,,NO,
VO:0005261,CoVepiT,5870,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5870,CoVepiT,,NO,
VO:0005262,MVA-SARS-2-ST,5924,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5924,MVA-SARS-2-ST,,NO,
VO:0005263,CoV2-OGEN1,5872,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5872,CoV2-OGEN1,,NO,
VO:0005273,QazCoVac-P,5874,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5874,QazCoVac-P,,NO,
VO:0005276,LNP-nCOV saRNA-02,5875,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5875,LNP-nCOV saRNA-02,,NO,
VO:0005277,mRNA-1273.211,5876,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5876,mRNA-1273.211,,NO,
VO:0005315,SCB-2020S,5879,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5879,SCB-2020S,,NO,
VO:0005316,Noora,5877,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5877,Noora,,NO,
VO:0005317,Baiya SARS-CoV-2 Vax 1,5878,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5878,Baiya SARS-CoV-2 Vax 1,,NO,
VO:0005318,CVXGA1,5880,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5880,CVXGA1,,NO,
VO:0005319,AZD2816,5881,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5881,AZD2816,,NO,
VO:0005320,202-CoV,5835,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5835,202-CoV,,NO,
VO:0005321,COVID-19 subunit vaccine by HIPRA,5883,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5883,COVID-19 subunit vaccine by HIPRA,,NO,
VO:0005322,AG0302-COVID19,5882,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5882,AG0302-COVID19,,NO,
VO:0005332,ARCT-165,5888,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5888,ARCT-165,,NO,
VO:0005333,SII B.1.351,5885,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5885,SII B.1.351,,NO,
VO:0005334,SII Bivalent,5887,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5887,SII Bivalent,,NO,
VO:0005335,SII B.1.617.2,5886,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5886,SII B.1.617.2,,NO,
VO:0005336,AAV5-RBD-S,5889,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5889,AAV5-RBD-S,,NO,
VO:0005338,SCTV01C,5890,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5890,SCTV01C,,NO,
VO:0005339,Ad5-triCoV/Mac,5899,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5899,Ad5-triCoV/Mac,,NO,
VO:0005340,VB10.2129,5893,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5893,VB10.2129,,NO,
VO:0005341,VB10.2210,5894,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5894,VB10.2210,,NO,
VO:0005342,ChAd-triCoV/Mac,5900,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5900,ChAd-triCoV/Mac,,NO,
VO:0005343,COVID-19 subunit vaccine by PT Bio Farma,5895,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5895,COVID-19 subunit vaccine by PT Bio Farma,,NO,
VO:0005344,COVIDITY,5891,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5891,COVIDITY,,NO,
VO:0005345,PIKA Recombinant COVID-19 Vaccine,5892,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5892,PIKA Recombinant COVID-19 Vaccine,,NO,
VO:0005346,COVID-19 DNA vaccine by the University of Hong Kong and Immuno Cure 3 Limited,5896,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5896,COVID-19 DNA vaccine by the University of Hong Kong and Immuno Cure 3 Limited,,NO,
VO:0005347,ARCT-154,5884,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5884,ARCT-154,,NO,
VO:0005348,LYB001,5901,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5901,LYB001,,NO,
VO:0005349,Covi Vax,5902,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5902,Covi Vax,,NO,
VO:0005350,naNO-COVID,5898,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5898,naNO-COVID,,NO,
VO:0005351,IN-B009,5897,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5897,IN-B009,,NO,
VO:0005352,VLPCOV-01,5903,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5903,VLPCOV-01,,NO,
VO:0005391,ABO1009-DP,5943,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5943,ABO1009-DP,,NO,
VO:0005392,ACM-001,5938,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5938,ACM-001,,NO,
VO:0005393,Almansour-001,5920,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5920,Almansour-001,,NO,
VO:0005395,DoCo-Pro-RBD-1 + MF59,5871,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5871,DoCo-Pro-RBD-1 + MF59,,NO,
VO:0005396,EgyVax,5921,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5921,EgyVax,,NO,
VO:0005397,GRT-R912,5944,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5944,GRT-R912,,NO,
VO:0005398,MIPSCo-mRNA-RBD-1,5927,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5927,MIPSCo-mRNA-RBD-1,,NO,
VO:0005399,Osvid-19,5919,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5919,Osvid-19,,NO,
VO:0005401,RH109,5930,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5930,RH109,,NO,
VO:0005402,RQ3013,5937,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5937,RQ3013,,NO,
VO:0005404,VXS-1223,5932,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5932,VXS-1223,,NO,
VO:0005405,AAHI-SC2,5935,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5935,AAHI-SC2,,NO,
VO:0005406,Betuvax-CoV2,5929,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5929,Betuvax-CoV2,,NO,
VO:0005407,COVID-19 mRNA vaccine by CanSino Biologics,5934,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5934,COVID-19 mRNA vaccine by CanSino Biologics,,NO,
VO:0005408,EG-COVID,5923,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5923,EG-COVID,,NO,
VO:0005409,mRNA-1073,5941,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5941,mRNA-1073,,NO,
VO:0005410,SYS6006,5931,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5931,SYS6006,,NO,
VO:0005411,UNAIR Inactivated COVID-19 Vaccine,5922,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5922,UNAIR Inactivated COVID-19 Vaccine,,NO,
VO:0005412,V-01-351/V-01D Bivalence Vaccine,5928,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5928,V-01-351/V-01D Bivalence Vaccine,,NO,
VO:0005413,GEMCOVAC-19,5933,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5933,GEMCOVAC-19,,NO,
VO:0005414,LVRNA009,5925,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5925,LVRNA009,,NO,
VO:0005415,mRNA-1273.214,5939,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5939,mRNA-1273.214,,NO,
VO:0005416,mRNA-1273.529,5926,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5926,mRNA-1273.529,,NO,
VO:0005417,Omicron COVID-19 inactivated vaccine by China National Biotec Group Company Limited,5940,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5940,Omicron COVID-19 inactivated vaccine by China National Biotec Group Company Limited,,NO,
VO:0005801,CTLVECNS,6065,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=6065,CTLVECNS,,NO,
VO:0005802,G. lamblia bivalent DNA vaccine encoding a1-giardin and CWP2,5993,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5993,G. lamblia bivalent DNA vaccine encoding a1-giardin and CWP2,,NO,
VO:0005803,G. lamblia vaccine encoding a-enolase,5991,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5991,G. lamblia vaccine encoding a-enolase,,NO,
VO:0005804,G. lamblia vaccine encoding a1-giardin,5989,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5989,G. lamblia vaccine encoding a1-giardin,,NO,
VO:0005805,G. lamblia vaccine using attenuated Salmonella vaccine expressing VSPH7,6004,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=6004,G. lamblia vaccine using attenuated Salmonella vaccine expressing VSPH7,,NO,
VO:0005806,p52(-)/p36(-) GAP,5952,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5952,p52(-)/p36(-) GAP,,NO,
VO:0005807,Pb(PfCS@UIS4),5988,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5988,Pb(PfCS@UIS4),,NO,
