ID,LABEL,inSubset,Category,comment,Parent,Parent (name),Equivalent Class,has drug brand name,has drug dose form,alternative label,definition,definition source,term editor,editor note,term tracker item,comment,hasDbXref,NCBI GeneID,Gene names,trade name,immunizes recipient,violin_host,lab animal,violin_animal,status of vaccine development,immunizes against disease,immunizes against pathogen,violin_pathogen,is_manufactured_by,is_manufactured_by (name),has flu season,vaccine type,violin_vaccine_type,has part,has component,has gene mutation,has vaccine allergen,has function,expresses,vaccinated in route,has drug package,associated axioms,has drug supplier,has quantity,has_component,has drug strength
VO:0017821,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution,vaccine,add,RxNorm,VO:0017813,"Meningococcal Polysaccharide Vaccine, Groups A & C",,,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,FDA licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017822,Haemophilus capsular oligosaccharide 0.015 MG/ML,vaccine,add,RxNorm,VO:0010323,Haemophilus capsular oligosaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,FDA licensed vaccine role,haemophilus meningitis,Haemophilus influenzae serotype b,,,,,,,,,,,preventive vaccine function,,,,,,,Haemophilus capsular oligosaccharide,0.015 MG/ML
VO:0017823,"diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML [Meningitec]",vaccine,add,RxNorm Extension,VO:0018789,"diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML",,Meningitec,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,inactivated vaccine role|conjugate vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,,"diphtheria toxoid vaccine, inactivated; Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine",0.03 MG/ML; 0.02 MG/ML
VO:0017824,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML [Menjugate]",vaccine,add,RxNorm Extension,VO:0018790,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML",,Menjugate,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,inactivated vaccine role|conjugate vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,,"diphtheria toxoid vaccine, inactivated; Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine",0.05 MG/ML; 0.02 MG/ML
VO:0017825,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML [ActHIB],vaccine,add,RxNorm Extension,VO:0017850,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML,,ActHIB,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,0.02 MG/ML
VO:0017826,meningococcal group A polysaccharide 0.008 MG/ML / meningococcal group C polysaccharide 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.008 MG/ML [Menactra],vaccine,add,RxNorm Extension,VO:0017812,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,,Menactra,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group A polysaccharide; meningococcal group C polysaccharide; MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135; MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,0.008 MG/ML; 0.008 MG/ML; 0.008 MG/ML; 0.008 MG/ML
VO:0017827,meningococcal group B vaccine 0.3 MG/ML [Bexsero],vaccine,add,RxNorm Extension,VO:0017854,meningococcal group B vaccine 0.3 MG/ML,,Bexsero,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group B vaccine,0.3 MG/ML
VO:0017828,meningococcal group B vaccine 0.3 MG/ML [Boostrix],vaccine,add,RxNorm Extension,VO:0017854,meningococcal group B vaccine 0.3 MG/ML,,Boostrix,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group B vaccine,0.3 MG/ML
VO:0017829,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML [Meningitec],vaccine,add,RxNorm Extension,VO:0017877,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,,Meningitec,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,0.02 MG/ML
VO:0017830,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML [Menjugate],vaccine,add,RxNorm Extension,VO:0017877,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,,Menjugate,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,0.02 MG/ML
VO:0017831,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [ActHIB],vaccine,add,RxNorm Extension,VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,('Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe') and ('has drug brand name' value 'ActHIB'),ActHIB,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017832,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [Begrivac],vaccine,add,RxNorm Extension,VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,,Begrivac,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017833,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [Enzira],vaccine,add,RxNorm Extension,VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,,Enzira,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017834,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [Imuvac],vaccine,add,RxNorm Extension,VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,,Imuvac,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017835,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [Invivac],vaccine,add,RxNorm Extension,VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,,Invivac,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017836,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe [Mastaflu],vaccine,add,RxNorm Extension,VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,,Mastaflu,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis|meningococcal meningitis,Neisseria meningitidis|Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017837,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injectable Solution [Menitorix]",vaccine,add,RxNorm Extension,VO:0017889,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injectable Solution",,Menitorix,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis|influenza,Neisseria meningitidis|Influenza B virus,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017838,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection [Menitorix]",vaccine,add,RxNorm Extension,VO:0017890,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection",,Menitorix,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis|influenza,Neisseria meningitidis|Influenza B virus,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017839,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Intramuscular Solution [Menactra],vaccine,add,RxNorm Extension,VO:0017891,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Intramuscular Solution,,Menactra,intramuscular solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017840,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Prefilled Syringe [Mencevax Acwy],vaccine,add,RxNorm Extension,VO:0017892,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Prefilled Syringe,,Mencevax Acwy,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017841,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection [AC Vax],vaccine,add,RxNorm Extension,VO:0017893,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection,,AC Vax,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017842,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection [Mengivac A + C],vaccine,add,RxNorm Extension,VO:0017893,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection,,Mengivac A + C,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017843,meningococcal group B vaccine Injectable Solution [Bexsero],vaccine,add,RxNorm Extension,VO:0017894,meningococcal group B vaccine Injectable Solution,,Bexsero,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017844,meningococcal group B vaccine Injectable Suspension [Bexsero],vaccine,add,RxNorm Extension,VO:0017895,meningococcal group B vaccine Injectable Suspension,('meningococcal group B vaccine Injectable Suspension') and ('has drug brand name' value 'Bexsero'),Bexsero,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017845,meningococcal group B vaccine Injectable Suspension [Boostrix],vaccine,add,RxNorm Extension,VO:0017895,meningococcal group B vaccine Injectable Suspension,('meningococcal group B vaccine Injectable Suspension') and ('has drug brand name' value 'Boostrix'),Boostrix,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017846,meningococcal group B vaccine Injectable Suspension [Trumenba],vaccine,add,RxNorm Extension,VO:0017895,meningococcal group B vaccine Injectable Suspension,,Trumenba,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017847,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Meningitec],vaccine,add,RxNorm Extension,VO:0017899,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension,('Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension') and ('has drug brand name' value 'Meningitec'),Meningitec,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017848,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Menjugate],vaccine,add,RxNorm Extension,VO:0017899,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension,('Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension') and ('has drug brand name' value 'Menjugate'),Menjugate,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017849,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection [Meningitec],vaccine,add,RxNorm Extension,VO:0017900,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection,('Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection') and ('has drug brand name' value 'Meningitec'),Meningitec,injection form,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,diphtheria|meningococcal meningitis,Neisseria meningitidis|Corynebacterium diphtheriae,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017850,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML,vaccine,add,RxNorm Extension,VO:0003408,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,haemophilus meningitis,Haemophilus influenzae serotype b,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,0.02 MG/ML
VO:0017851,meningococcal group A polysaccharide 0.008 MG/ML,vaccine,add,RxNorm Extension,VO:0010289,meningococcal group A polysaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group A polysaccharide,0.008 MG/ML
VO:0017852,meningococcal group A polysaccharide 0.5 MG,vaccine,add,RxNorm Extension,VO:0010289,meningococcal group A polysaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017853,meningococcal group A polysaccharide 2.5 MG,vaccine,add,RxNorm Extension,VO:0010289,meningococcal group A polysaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017854,meningococcal group B vaccine 0.3 MG/ML,vaccine,add,RxNorm Extension,VO:0003347,meningococcal group B vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group B vaccine,0.3 MG/ML
VO:0017855,meningococcal group C polysaccharide 0.008 MG/ML,vaccine,add,RxNorm Extension,VO:0010290,meningococcal group C polysaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,meningococcal group C polysaccharide,0.008 MG/ML
VO:0017856,meningococcal group C polysaccharide 0.5 MG,vaccine,add,RxNorm Extension,VO:0010290,meningococcal group C polysaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017857,meningococcal group C polysaccharide 2.5 MG,vaccine,add,RxNorm Extension,VO:0010290,meningococcal group C polysaccharide vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017858,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.008 MG/ML,vaccine,add,RxNorm Extension,VO:0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,0.008 MG/ML
VO:0017859,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.5 MG,vaccine,add,RxNorm Extension,VO:0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 2.5 MG,vaccine,add,RxNorm Extension,VO:0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017861,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.008 MG/ML,vaccine,add,RxNorm Extension,VO:0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,0.008 MG/ML
VO:0017862,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.5 MG,vaccine,add,RxNorm Extension,VO:0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017863,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 2.5 MG,vaccine,add,RxNorm Extension,VO:0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,,,,,,,preventive vaccine function,,,,,,,,
VO:0017864,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017865,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.004 MG/ML
VO:0017866,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017867,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017868,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.01 MG/ML
VO:0017869,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017870,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.25 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017871,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.25 MG/ML,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.25 MG/ML
VO:0017872,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,,
VO:0017873,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,vaccine,add,RxNorm Extension,VO:0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,,,,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,meningococcal meningitis,Neisseria meningitidis,,,,,conjugate vaccine role,,,,,,preventive vaccine function,,,,,,,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,0.004 MG/ML
