ID,LABEL,inSubset,Parent,Parent (name),Equivalent Class,alternative label,term editor,Comment,immunizes host,immunizes against pathogen,has role,has component,has quality,has drug brand name,has drug dose form,has drug package,has drug supplier,has quantity,has component,has drug strength,JZ comment
VO:0020846,influenza A virus (H1N1) antigen 0.03 MG/ML [INFLUVAC],vaccine,VO:0015084,Influenza A virus (H1N1) antigen,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,INFLUVAC,,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020847,influenza A virus (H1N1) antigen 0.03 MG/ML [Preflucel],vaccine,VO:0015084,Influenza A virus (H1N1) antigen,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Preflucel,,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020848,influenza A virus (H1N1) antigen 0.03 MG/ML [VAXIGRIP],vaccine,VO:0015084,Influenza A virus (H1N1) antigen,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020849,influenza A virus (H1N1) antigen 0.03 MG/ML [Viroflu],vaccine,VO:0015084,Influenza A virus (H1N1) antigen,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Viroflu,,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020850,influenza A virus (H1N1) antigen 0.03 MG/ML [Xanaflu],vaccine,VO:0015084,Influenza A virus (H1N1) antigen,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Xanaflu,,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020852,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Afluria],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Afluria,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020853,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Afluria] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Afluria,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020854,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Begripal],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Begripal,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020855,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Begripal] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Begripal,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020856,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluad],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluad,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020857,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluad] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluad,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020858,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluarix],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluarix,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020859,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluarix] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluarix,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020860,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluarix] Box of 20,vaccine,VO:0020885,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluarix,injectable suspension,Box of 20,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020861,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Csl],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippe-Impfstoff Csl,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020862,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Csl] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippe-Impfstoff Csl,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020863,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Stada],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippe-Impfstoff Stada,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020864,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Stada] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippe-Impfstoff Stada,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020865,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippeimpfstoff Ratiopharm],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippeimpfstoff Ratiopharm,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020866,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippeimpfstoff Ratiopharm] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippeimpfstoff Ratiopharm,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020867,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Inflexal],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Inflexal,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020868,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Inflexal] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Inflexal,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020869,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Influsplit,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020870,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Influsplit,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020871,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit] Box of 20,vaccine,VO:0020869,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Influsplit,injectable suspension,Box of 20,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020872,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [INFLUVAC],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,INFLUVAC,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020873,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [INFLUVAC] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,INFLUVAC,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020874,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Preflucel],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Preflucel,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020875,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Preflucel] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Preflucel,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020876,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020877,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020878,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP] Box of 20,vaccine,VO:0020876,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,Box of 20,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020879,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP] Box of 50,vaccine,VO:0020886,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 50,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,Box of 50,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020880,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Viroflu],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Viroflu,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020881,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Viroflu] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Viroflu,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020882,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Xanaflu],vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Xanaflu,injectable suspension,,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020883,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Xanaflu] Box of 10,vaccine,VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Xanaflu,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,,injectable suspension,Box of 10,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020885,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 20,vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,,injectable suspension,Box of 20,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020886,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 50,vaccine,VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,,injectable suspension,Box of 50,,,influenza A virus (H1N1) antigen,0.03 MG/ML,
VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,vaccine,VO:0020907,Influenza A virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,,injectable suspension,,,,,,
VO:0020888,influenza A virus (H1N1) antigen Injectable Suspension [Afluria],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Afluria,injectable suspension,,,,,,
VO:0020889,influenza A virus (H1N1) antigen Injectable Suspension [Begripal],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Begripal,injectable suspension,,,,,,
VO:0020890,influenza A virus (H1N1) antigen Injectable Suspension [Fluad],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluad,injectable suspension,,,,,,
VO:0020891,influenza A virus (H1N1) antigen Injectable Suspension [Fluarix],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Fluarix,injectable suspension,,,,,,
VO:0020892,influenza A virus (H1N1) antigen Injectable Suspension [Grippe-Impfstoff Csl],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippe-Impfstoff Csl,injectable suspension,,,,,,
VO:0020893,influenza A virus (H1N1) antigen Injectable Suspension [Grippe-Impfstoff Stada],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippe-Impfstoff Stada,injectable suspension,,,,,,
VO:0020894,influenza A virus (H1N1) antigen Injectable Suspension [Grippeimpfstoff Ratiopharm],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Grippeimpfstoff Ratiopharm,injectable suspension,,,,,,
VO:0020895,influenza A virus (H1N1) antigen Injectable Suspension [Inflexal],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Inflexal,injectable suspension,,,,,,
VO:0020896,influenza A virus (H1N1) antigen Injectable Suspension [Influsplit],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Influsplit,injectable suspension,,,,,,
VO:0020897,influenza A virus (H1N1) antigen Injectable Suspension [INFLUVAC],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,INFLUVAC,injectable suspension,,,,,,
VO:0020898,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Pandemrix,injectable suspension,,,,,,
VO:0020899,influenza A virus (H1N1) antigen Injectable Suspension [Preflucel],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Preflucel,injectable suspension,,,,,,
VO:0020900,influenza A virus (H1N1) antigen Injectable Suspension [VAXIGRIP],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,,,,,,
VO:0020901,influenza A virus (H1N1) antigen Injectable Suspension [Viroflu],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Viroflu,injectable suspension,,,,,,
VO:0020902,influenza A virus (H1N1) antigen Injectable Suspension [Xanaflu],vaccine,VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Xanaflu,injectable suspension,,,,,,
VO:0020903,Influenza A virus / Influenza B virus Injectable Suspension,vaccine,VO:0000642,Influenza virus vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus|Influenza B virus,licensed vaccine role,,,,injectable suspension,,,,,,
VO:0020904,Influenza A virus / Influenza B virus Injectable Suspension [Alpha RIX Tetra],vaccine,VO:0020903,Influenza A virus / Influenza B virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus|Influenza B virus,licensed vaccine role,,,Alpha RIX Tetra,injectable suspension,,,,,,
VO:0020905,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],vaccine,VO:0020903,Influenza A virus / Influenza B virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus|Influenza B virus,licensed vaccine role,,,INFLUVAC,injectable suspension,,,,,,
VO:0020906,Influenza A virus / Influenza B virus Injectable Suspension [VAXIGRIP],vaccine,VO:0020903,Influenza A virus / Influenza B virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus|Influenza B virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,,,,,,
VO:0020907,Influenza A virus Injectable Suspension,vaccine,VO:0000642,Influenza virus vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,,injectable suspension,,,,,,
VO:0020908,Influenza A virus Injectable Suspension [Alpha RIX Tetra],vaccine,VO:0020907,Influenza A virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,Alpha RIX Tetra,injectable suspension,,,,,,
VO:0020909,Influenza A virus Injectable Suspension [INFLUVAC],vaccine,VO:0020907,Influenza A virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,INFLUVAC,injectable suspension,,,,,,
VO:0020910,Influenza A virus Injectable Suspension [VAXIGRIP],vaccine,VO:0020907,Influenza A virus Injectable Suspension,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Influenza A virus,licensed vaccine role,,,VAXIGRIP,injectable suspension,,,,,,
VO:0020911,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain Injectable Suspension",vaccine,VO:0001236,trivalent influenza vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,,injectable suspension,,,,,,
VO:0020912,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain Injectable Suspension [Intanza]",vaccine,VO:0020911,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,Intanza,injectable suspension,,,,,,
VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",vaccine,VO:0001236,trivalent influenza vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,,injection form,,,,,,
VO:0020914,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Agrippal]",vaccine,VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,Agrippal,injection form,,,,,,
VO:0020915,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Fluarix]",vaccine,VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,Fluarix,injection form,,,,,,
VO:0020916,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Fluvax]",vaccine,VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,Fluvax,injection form,,,,,,
VO:0020917,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [INFLUVAC]",vaccine,VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,INFLUVAC,injection form,,,,,,
VO:0020918,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Intanza]",vaccine,VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Alphainfluenzavirus|Betainfluenzavirus,licensed vaccine role,,vaccine organism inactivated,Intanza,injection form,,,,,,
