order,Ontology ID,LABEL,altID,Parent label,Parent,Equivalent Class,Gene names,NCBI GeneID,status of vaccine development,has role,has quality,vaccine component/role,has function,immunizes disease,immunizes recipient,immunizes against pathogen,vaccinated in route,definition,PubMed,other link,VIOLIN ID,VIOLIN Link,GitHub tracker,NCI link,NCT link,Term editors,alternative label,database_cross_reference,term tracker item,xingxian comment
737,VO:0007511,chimeric exosomal tumor vaccine,,bladder cancer vaccine,VO:0005485,,,,Clinical trial,subunit vaccine role,,,therapeutic vaccine function,urinary bladder cancer,Homo sapiens,,,"A cancer vaccine prepared as tumor cells are isolated from the lesion site of patients with recurrent or metastatic bladder cancer, and dendritic cells or macrophages are isolated from peripheral blood. The vaccine activates an immune response and the microenvironment of bladder cancer lesions, and improves the anti-recurrence treatment effect of bladder cancer. ",,,6278,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6278,,,NCT: https://clinicaltrials.gov/study/NCT05559177,Hayleigh Kahn|Jie Zheng,,,,
738,VO:0007512,CLL idiotypic DNA vaccine,,leukemia cancer vaccine,VO:0005487,,,,Clinical trial,DNA vaccine role,,,therapeutic vaccine function,leukemia,Homo sapiens,,,A cancer vaccine that treats patients with Binet Stage A Chronic Lymphocytic Leukemia (CLL) by using a fragment of Deoxyribonucleic acid (DNA) containing the sequence of their own immunoglobulin gene. The vaccine is designed to generate an immune response and shrink or slow the CLL.,,,6279,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6279,,,NCT: https://clinicaltrials.gov/study/NCT00038415,Hayleigh Kahn|Jie Zheng,,,,
739,VO:0007513,cyclin B1/WT-1/CEF-loaded DC vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: cyclin B1|Gene name: WT-1|Gene name: CEF,931|7490|2064,Clinical trial,,,,therapeutic vaccine function,breast cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine for patients with Locally Advanced, Triple-Negative Breast Cancer or ER-Positive, Her2-Negative Breast Cancer to receive ex vivo-generated tumor antigen-loaded dendritic cells (DCs), which can prime lymphocytes and regulate and maintain immune responses. The vaccine may boost T cell immunity targeted against breast cancer, enhance chemotherapy effectiveness and decrease tumor metastagenicity, and decrease the recurrence rates of LA TNBC and ER+/HER2- BC. ",,,6288,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6288,,,NCT: https://clinicaltrials.gov/study/NCT02018458,Hayleigh Kahn|Jie Zheng,,,,
740,VO:0007514,DC/AML fusion vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,leukemia,Homo sapiens,,,"A cancer vaccine consisting of autologous dendritic cells (DCs) fused with autologous acute myeloid leukemia (AML) cells, with potential immunostimulatory and antineoplastic activities. It is generated in vitro by mixing DCs and irradiated AML cells harvested from individual patients, in the presence of polyethylene glycol (PEG), to produce hybrid DC-leukemia fusion cells. The vaccine may elicit a cytotoxic T-lymphocyte (CTL)-mediated antitumor immune response against a broad array of AML-associated antigens, which may lead to AML cell lysis. When dendritic cells and tumor cells are brought together, the dendritic cells can stimulate immune responses against the tumor and, in some cases, cause the tumor to shrink. GM-CSF is a drug that stimulates white blood cells and is given with the DC AML Vaccine in an effort to enhance the effect of the vaccine.",,,6374,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6374,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C148214,NCT: https://clinicaltrials.gov/study/NCT01096602|NCT: https://clinicaltrials.gov/study/NCT03059485,Hayleigh Kahn|Jie Zheng,,,,
741,VO:0007515,dendritic cell survivin vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: survivin|Gene name: CD11|Gene name: HLA-DR,332|3684|3123,Clinical trial,,,,therapeutic vaccine function,multiple myeloma,Homo sapiens,,intramuscular route,"A cancer vaccine made using the participant's own blood cells. The vaccine will contain a virus called an adenovirus, similar the virus that causes the common cold. The dendritic cells contain survivin+, CD11c+, Human Leukocyte Antigen - antigen D Related (HLA-DR)+ by flow-cytometry. The vaccine is given in combination with G-CSF, T cells, and the CD34 progenitor cells.",,,6351,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6351,,,NCT: https://clinicaltrials.gov/study/NCT02851056,Hayleigh Kahn|Jie Zheng,,,,
742,VO:0007516,dendritic cell tumor peptide vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,brain cancer,Homo sapiens,,intradermal route,"A cancer vaccine composed of dendritic cells pulsed with peptide epitopes that stimulate cytotoxic T lymphocyte anti-tumor activity. This vaccine is used to treat diffuse hemispheric glioma with a H3 G34 mutation that has come back (recurrent) and/or is growing, spreading, or getting worse (progressive). It is made with the patient's own white blood cells and peptide-pulsed dendritic cells, which may help the body build an effective immune response to kill tumor cells. It is combined with immunotherapy monoclonal antibodies, such as nivolumab and ipilimumab, which also may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread.",,,6282,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6282,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C1987,NCT: https://clinicaltrials.gov/study/NCT05457959,Hayleigh Kahn|Jie Zheng,,,,
743,VO:0007517,dendritic cell/​myeloma fusion vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,multiple myeloma,Homo sapiens,,subcutaneous route,A cancer vaccine onsisting of autologous dendritic cells (DCs) fused with patient-derived plasma cell (multiple) myeloma cells with potential immunostimulatory and antineoplastic activities. Autologous DC/multiple myeloma fusions stimulate both helper and cytotoxic T-lymphocyte (CTL) responses through the presentation of internalized and newly synthesized tumor associated antigens (TAAs). This may promote cellular and humoral antitumor immune responses in patients with plasma cell myeloma. This vaccine uses Dendritic cell/myeloma fusions with granulocyte macrophage colony-stimulating factor (GM-CSF) adjuvant plus lenalidomide maintenance therapy. The dendritic cell myeloma vaccine may improve response in patients with multiple myeloma after autologous Hematopoietic Cell Transplant (HCT).,,,6323,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6323,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C158480,NCT: https://clinicaltrials.gov/study/NCT02728102,Hayleigh Kahn|Jie Zheng,,,,
744,VO:0007519,"dendritic vaccine, allogeneic hematopoietic stem cells, cytotoxic lymphocytes",,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,brain cancer,Homo sapiens,,,"A cancer vaccine made of tumor cells and tumor stem cells that are isolated from a sample from a patient with glioblastoma multiforme. Dendritic cells are isolated from peripheral blood mononuclear cells and cultured. The tumor sample provides tumor specific antigens to prepare the dendritic vaccine. Cytotoxic lymphocytes are obtained from peripheral blood after dendritic vaccine administrations. Hematopoietic stem cells are harvested from closely related donor after granulocyte-colony-stimulating factor (G-CSF) administration. Allogeneic haploidentical hematopoietic stem cells are administered intrathecally, dendritic cells are administered subcutaneously, and cytotoxic lymphocytes are adminstered intrathecally. The combination of these treatments may control tumor cell quantity and target regulation of effector functions of tumor stem cells.",,,6285,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6285,,,NCT: https://clinicaltrials.gov/study/NCT01759810,Hayleigh Kahn|Jie Zheng,,,,
745,VO:0007520,"dendritic vaccine, autologous hematopoietic stem cells, cytotoxic lymphocytes",,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,brain cancer,Homo sapiens,,intramuscular route,"A cancer vaccine from tumor cells and tumor stem cells that are isolated from a sample from a patient with glioblastoma multiforme. Dendritic cells are isolated from peripheral blood mononuclear cells and cultured. The tumor sample provides tumor specific antigens to prepare the dendritic vaccine. Cytotoxic lymphocytes are obtained from peripheral blood after dendritic vaccine administrations. Hematopoietic stem cells are harvested from closely related donor after granulocyte-colony-stimulating factor (G-CSF) administration. Autologous haploidentical hematopoietic stem cells are administered intrathecally, dendritic cells are administered subcutaneously, and cytotoxic lymphocytes are adminstered intrathecally. The combination of these treatments may control tumor cell quantity and target regulation of effector functions of tumor stem cells.",,,6286,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6286,,,NCT: https://clinicaltrials.gov/study/NCT01759810,Hayleigh Kahn|Jie Zheng,,,,
746,VO:0007521,DIPG and GMB Immunomodulatory DC vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,brain cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine based on ex vivo genetic modifications in combination with known tumor-specific antigens may substantially enhance the activation potential of tumor-specific T cells with improved benefit to patients. This DC vaccine is based on autologous DCs pulsed with genetically modified tumor cells or related antigens such as neoantigens to induce a strong anti-tumor immunity. The patient will receive intravenous cyclophosphamide (200 mg/m2) or oral (cytoxan) before the vaccine, followed by DC vaccine and intravenous bevacizumab (15 mg/kg).",,,6301,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6301,,,NCT: https://clinicaltrials.gov/study/NCT03914768,Hayleigh Kahn|Jie Zheng,,,,
747,VO:0007522,electrofusion DC vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,kidney cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine made with PEG fusions generated from allogeneic dendritic cells and autologous tumor-derived cells with GM-CSF and Il-4. The vaccine is irradiated, frozen, and thawed before being administered to patients with AJCC Stage IV Renal Cell Carcinoma. The vaccine could have and effect on the immune system and cancer.",,,6287,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6287,,,NCT: https://clinicaltrials.gov/study/NCT00625755,Hayleigh Kahn|Jie Zheng,,,,
748,VO:0007526,ESR1 peptide vaccine,,breast cancer vaccine,VO:0005484,,Gene name: ESR1,2099,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,breast cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine comprised of estrogen receptor alpha (ERa; estrogen receptor 1; ESR1) mutant peptides, combined with the immunoadjuvants granulocyte-macrophage colony-stimulating factor (GM-CSF) and montanide ISA, with potential immunomodulating and antineoplastic activities. ESR1 mutant peptides in the ESR1 peptides/GM-CSF/montanide ISA vaccine may activate the immune system to induce an immune response against tumor cells expressing these ESR1 mutations.  Cancer peptides used in this vaccine are derived from the estrogen receptor and are combined with the adjuvant Montanide ISA and GM-CSF to enhance their immune response. The vaccine may improve outcomes of patients with endocrine resistant breast cancer. ",,,6289,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6289,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C175590,NCT: https://clinicaltrials.gov/study/NCT04270149,Hayleigh Kahn|Jie Zheng,,,,
749,VO:0007530,"follicular lymphoma, patient-specific, soluble protein idiotype vaccine",,lymphoma vaccine,VO:0005427,,,,Clinical trial,conjugate vaccine role,,,therapeutic vaccine function,lymphoma,Homo sapiens,,,"A cancer vaccine directed against the soluble protein idiotype of an individual follicular lymphoma with potential antineoplastic activity. The vaccine may induce an idiotype-specific cytotoxic T-lymphocyte (CTL) response against follicular lymphoma cells expressing the idiotype, resulting in tumor cell lysis. Idiotypic vaccinations have the capacity of inducing an idiotype- and tumor-specific immune response, inducing specific immune responses able to kill in vivo follicular lymphoma cells, and prolonging survival of responding patients. This vaccine may contribute to preventing relapse indefinitely in responding patients.",,,6290,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6290,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C71036,NCT: https://clinicaltrials.gov/study/NCT00530140,Hayleigh Kahn|Jie Zheng,,,,
750,VO:0007543,FRAME-001 personalized vaccine,,non-small cell lung cancer vaccine,VO:0003140,,,,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,lung non-small cell carcinoma,Homo sapiens,,subcutaneous route,"A cancer vaccine made from tumor-specific neopeptides resulting from frameshift mutations in tumor cells, so-called Frames, present potentially potent targets for the immune system and can be utilized in therapeutic anti-cancer vaccination with the intention to synergize in their effect with immune checkpoint inhibitors. The personalized vaccine FRAME-001 based on a patient's Framome and selection of Frame peptides in advanced NSCLC cancer patients after standard first line treatment consisting of immune checkpoint inhibitor pembrolizumab as monotherapy or combined with chemotherapy (carboplatin/cisplatin and pemetrexed/paclitaxel) could help treat patients with non-small cell lung cancer.",,,6291,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6291,,,NCT: https://clinicaltrials.gov/study/NCT04998474,Hayleigh Kahn|Jie Zheng,,,,
751,VO:0007661,GD2-CAR vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,,"A cancer vaccine made with T cells  genetically engineered to express anti-GD2 Chimeric Antigen Receptor to treat patients with children and young adults with GD2+ solid tumors, including neuroblastoma. The T cells may have an antitumor effect. They can be used in combination with AP1903 and Cyclophosphamide. (NCT02107963) There are increased CXCR3- classical monocytes in patients as CAR-T numbers waned.",pubmed:38134936,,6381,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6381,,,NCT: https://clinicaltrials.gov/study/NCT02107963,Hayleigh Kahn|Jie Zheng,,,,
752,VO:0007662,"GD2L, GD3L, Globo H, fucosyl GM1, and N-propionylated polysialic acid KLH conjugate vaccine",,lung cancer vaccine,VO:0005486,,Gene name: GD 2|Gene name: GD3|Gene name: Globo H|Gene name: fucosyl GM1,2583|6489|2524|8705,Clinical trial,conjugate vaccine role,,,therapeutic vaccine function,lung cancer,Homo sapiens,,,"A cancer vaccine used to treat patients with small cell lung cancer by using several components (small cell lung cancer targets) that have been tested individually in patients with small cell lung cancer or other cancers (GD2, GD3, Globo H, Fucosyl GM1 and N-propionylated polysialic acid) so that the body will make antibodies to the vaccine which will also react against the cancer. Two other substances (KLH and OPT-821) are added which boost the immune system. Vaccination with the pentavalent KLH conjugate vaccine may induce production of IgG and IgM antibodies as well as an antibody-dependent cell-mediated cytotoxicity (ADCC) against tumors expressing any of these antigens.",,,6275,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6275,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C97034,NCT: https://clinicaltrials.gov/study/NCT01349647,Hayleigh Kahn|Jie Zheng,,,,
753,VO:0007663,genetically engineered allogeneic prostate carinoma cells secreting interleukin-2 and interferon gamma,,whole cell cancer vaccine,VO:0007658,,Gene name: IL2|Gene name: Interferon gamma,3558|3458,Clinical trial,,,,therapeutic vaccine function,prostate cancer,Homo sapiens,,,A cancer vaccine made with HLA class I-matched allogeneic human prostate carcinoma cells that are genetically engineered to secrete interleukin-2 and interferon gamma for patients with prostate carcinoma. Interleukin-2 may stimulate a person's white blood cells including natural killer cells to kill prostate cancer cells. Interferon gamma may interfere with the growth of the cancer cells. Combining interferon gamma with interleukin-2 may be a more effective treatment for prostate cancer.,,,6292,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6292,,,NCT: https://clinicaltrials.gov/study/NCT00002637,Hayleigh Kahn|Jie Zheng,,,,
754,VO:0007664,GM-K562 cell vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: GM-CSF,1437,Clinical trial,,,,therapeutic vaccine function,leukemia,Homo sapiens,,subcutaneous route,"A cancer vaccine comprised of K562 cells transfected with the granulocyte macrophage-colony stimulating factor (GM-CSF) gene with potential immunopotentiating properties. This vaccine may stimulate the host immune system to produce an antitumoral T-lymphocyte response, thereby inhibiting tumor growth. A cultured cell line is genetically changed to secrete GM-CSF mixed with irradiated leukemia cells obtained from a patient. Vaccines made from gene-modified cancer cells may help the body build an effective immune response to kill cancer cells. Imatinib mesylate may stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. Giving vaccine therapy together with imatinib mesylate may be an effective treatment for chronic myelogenous leukemia. The vaccine can also be combined with stem cell transplantation. The vaccine may induce an immune response to common myeloid antigens (e.g., Wilms' tumor-1 [WT-1], survivin, or proteinase-3) in patients with Myelodysplastic Syndrome. ",,,6293,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6293,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52190,NCT: https://clinicaltrials.gov/study/NCT00301093|NCT: https://clinicaltrials.gov/study/NCT00361296|NCT: https://clinicaltrials.gov/study/NCT00442130|NCT: https://clinicaltrials.gov/study/NCT00809250,Hayleigh Kahn|Jie Zheng,,,,
755,VO:0007665,GM.CD40L cell vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: CD40LG,959,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,intradermal route,"A cancer vaccine composed of irradiated tumor cells transduced with granulocyte-macrophage colony-stimulating factor (GM-CSF) and CD40-ligand (CD40L) genes. The vaccine may stimulate an anti-tumoral dendritic cell-mediated host immune response. Universal GM-CSF-producing and CD40L-expressing bystander cell line is used to form an autologous tumor cell-based vaccine for patients with mantle cell lymphoma in order to make the body build an effective immune response to kill cancer cells. It can be used in combination with Cyclophosphamide, Doxorubicin, Vincristine, Prednisone, Dexamethasone, and IL-2. The vaccine can be done with bystander and autologous tumor cells for patients with malignant melanoma. It can also be combined with lenalidomide for patients with myelodysplastic syndrome (MDS).",,,6271,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6271,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C48391,NCT: https://clinicaltrials.gov/study/NCT00101101|NCT: https://clinicaltrials.gov/study/NCT00101166| NCT: https://clinicaltrials.gov/study/NCT00840931,Hayleigh Kahn|Jie Zheng,,,,
756,VO:0007666,gp100 mature dendritic cell vaccine,,whole cell cancer vaccine,VO:0007658,,Gene name: gp100,6490,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,intravenous route,A cancer vaccine using dendritic cells (a kind of white blood cell) as a vaccine could stimulate your own immune system to react to your melanoma cells. Autologous dendritic cells are pulsed with 2 gp100 melanoma peptides (G209-2M and G280-9V) plus up to an additional 10 unique melanoma tumor-specific peptides. Patients also receive cyclophosphamide 300mg/m2 IV in order to deplete regulatory T cells.,,,6308,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6308,,,NCT: https://clinicaltrials.gov/study/NCT00683670,Hayleigh Kahn|Jie Zheng,,,,
757,VO:0007667,GVAX leukemia vaccine,,leukemia cancer vaccine,VO:0005487,,Gene name: GM-CSF,1437,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,leukemia,Homo sapiens,,subcutaneous route|intradermal route,"A cancer vaccine that uses irradiated, adenovirus transduced autologous myeloblasts to secrete granulocyte-macrophage colony-stimulating factor (GVAX) early after allogeneic hematopoietic stem cell transplantation (HSCT) to induce potent immune responses. The vaccine may prevent advanced myelodysplastic syndrome (MDS), Chronic Myelomonocytic Leukemia (CMML), or acute myeloid leukemia (AML) from relapsing after stem cell transplant. The patients own cancer cells are engineered to produce a protein called GM-CSF, which can be effective in stimulating a powerful immune response specific to that cancer. ",PubMed:34807983,,6385,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6385,,,NCT: https://clinicaltrials.gov/study/NCT01773395,Hayleigh Kahn|Jie Zheng,,,,
758,VO:0007668,H3.3K27M-specific peptide vaccine,,brain cancer vaccine,VO:0005428,,,,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,brain cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine composed of a peptide derived from histone H3.3 containing the amino acid substitution mutation lysine (Lys) 27-to-methionine (H3.3K27M), with potential immunoactivating and antineoplastic activities. Following the administration of the vaccine, the immune system may exert a cytotoxic T-lymphocyte (CTL)-mediated immune response against H3.3K27M-expressing tumor cells. A lysine 27-to-methionine (K27M) somatic mutation at histone H3 variant (H3.3) is a feature mutation in diffuse intrinsic pontine gliomas (DIPGs). This vaccine contains an H3.3-K27M targeted neoantigen peptide that can be taken up by antigen-presenting cells (APCs). APCs can present the peptide with the major histocompatibility complex (MHC) molecules on cell surface, thereby activating neoantigen-specific T cells and triggering corresponding cytotoxic T cell immune responses to eliminate H3.3-K27M-expressing DIPG cells.",,,6295,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6295,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C132684,NCT: https://clinicaltrials.gov/study/NCT04749641,Hayleigh Kahn|Jie Zheng,,,,
759,VO:0007669,"HER-2-neu, CEA peptides, GM-CSF, montanide ISA-51 vaccine",,colorectal cancer vaccine,VO:0005426,,Gene name: carcinoembryonic antigen|Gene name: HER-2-neu,1048|2064,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,colorectal cancer,Homo sapiens,,,"A cancer vaccine comprised of HER-2-neu and carcinoembryonic antigen synthetic (CEA) peptides, combined with the adjuvants granulocyte-macrophage colony stimulating factor (GM-CSF), and Montanide ISA-51 with potential antineoplastic activity. The vaccine may stimulate a cytotoxic T-cell response against HER-2-neu- and CEA-expressing tumor cells. Vaccines made from peptides may make the body build an immune response to kill tumor cells. This vaccine is compromised of HER-2-neu and carcinoembryonic antigen synthetic peptides, sargramostim (GM-CSF), and Montanide ISA-51, and aims to cause an immune response in patients with stage IIB, III, or IV colorectal cancer.",,,6294,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6294,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C48392,NCT: https://clinicaltrials.gov/study/NCT00091286,Hayleigh Kahn|Jie Zheng,,,,
760,VO:0007670,HER2 ICD peptide vaccine,,breast cancer vaccine,VO:0005484,,Gene name: HER-2/neu,2064,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,breast cancer,Homo sapiens,,intradermal route,A cancer vaccine made from peptides that may help the body build an effective immune response to kill tumor cells. Patients with HER2 positive locally advanced breast cancer can be vaccinated with a HER2 Intracellular Domain (ICD) peptide-based vaccine administered concurrently with trastuzumab. The vaccine may lead to an immune response (HER2 specific T cell immunity and/or the development of intramolecular epitope spreading).,,,6352,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6352,,,NCT: https://clinicaltrials.gov/study/NCT00343109,Hayleigh Kahn|Jie Zheng,,,,
761,VO:0007671,HLA neoantigen vaccine,,cancer vaccine,VO:0000177,,Gene name: HLA,3123,Clinical trial,peptide vaccine role,,,therapeutic vaccine function,cancer,Homo sapiens,,,"A cancer vaccine for vaccination with neoantigens that can both expand pre-existing neoantigen-specific T-cell populations and induce a broader repertoire of new T-cell specificities in cancer patients, tipping the intra-tumoural balance in favour of enhanced tumour control. The vaccine targets up to 20 predicted personal tumour neoantigens. The vaccine induced CD4+ and CD8+ T cells responses. These T cells discriminated mutated from wild-type antigens, and in some cases directly recognized autologous tumour.",PubMed:28678778,,6377,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6377,,,,Hayleigh Kahn|Jie Zheng,,,,
762,VO:0007672,"HLA-A1, HLA-A2, and CD40-ligand pulsed dendritic cell vaccine",,whole cell cancer vaccine,VO:0007658,,Gene name: HLA-A|Gene name: CD40L,3105|959,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,subcutaneous route,"A cancer vaccine made from a person's white blood cells mixed with tumor proteins (HLA-A1- and HLA-A2.1-restricted peptides derived from melanoma-associated tumor antigens) and CD40-ligand, and may make the body build an immune response to kill tumor cells. This is combined with denileukin diftitox, which ",,,6283,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6283,,,NCT: https://clinicaltrials.gov/study/NCT00056134,Hayleigh Kahn|Jie Zheng,,,,
763,VO:0007673,hodgkin's antigens-GM-CSF-expressing cell vaccine,,whole cell cancer vaccine,VO:0007658,,,,Clinical trial,,,,therapeutic vaccine function,lymphoma,Homo sapiens,,,"A cancer vaccine consisting of Hodgkin lymphoma cells transfected with the granulocyte macrophage-colony-stimulating factor (GM-CSF) gene with potential antineoplastic activity. Hodgkin antigens-GM-CSF-expressing cell vaccine may stimulate a cytotoxic T-lymphocyte (CTL) immune response against Hodgkin lymphoma-associated antigens, which may result in the lysis of tumor cells expressing these antigens. Also, transfected Hodgkin lymphoma cells secrete GM-CSF, which may potentiate the CTL response against Hodgkin lymphoma-associated antigens. Vaccines made from a tumor antigen may help the body build an effective immune response to kill tumor cells. This vaccine contains cells expressing Hodgkin's antigens and GM-CSF, and could cause an immunological response in Hodgkin's lymphoma patients.",,,6296,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6296,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C61592,NCT: https://clinicaltrials.gov/study/NCT00478062,Hayleigh Kahn|Jie Zheng,,,,
764,VO:0007674,HPV E6/E7-encoding semliki forest virus vaccine Vvax001,,cancer vaccine,VO:0000177,,Gene name: E6|Gene name: E7,1489078|1489079,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,cancer,Homo sapiens,,intramuscular route,"A cancer vaccine consisting of a recombinant, attenuated, replication-incompetent form of the Semliki Forest Virus (SFV) vector encoding the viral oncoproteins E6 and E7 derived from the human papillomavirus (HPV), with potential immunomodulating and antineoplastic activities. The vaccine induces expression of the E6/E7 proteins and stimulates both the innate and the adaptive immune system, resulting in a potent cytotoxic T-lymphocyte (CTL) response against and lysis of tumor cells expressing HPV E6 and E7. The vaccine may help to treat patients with a history of (pre) malignant cervical lesions.",,,6369,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6369,,NCI: https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C148539,NCT: https://clinicaltrials.gov/study/NCT03141463,Hayleigh Kahn|Jie Zheng,,,,
765,VO:0007675,hyperacute - breast cancer vaccine,,breast cancer vaccine,VO:0005484,,Gene name: Ggta1,14594,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,breast cancer,Homo sapiens,,intradermal route,"A cancer vaccine composed of irradiated allogeneic breast cancer cell lines (HAB-1 and HAB-2) that have been transduced with a recombinant Moloney murine leukemia virus (MoMLV)-based retroviral vector expressing the murine alpha (1,3) GT gene. The immune response to the foreign substance could stimulate the immune system to attack the patient's own cancer cells that have similar proteins without this sugar pattern, causing the tumor to remain stable or shrink.",,,6297,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=6297,,,NCT: https://clinicaltrials.gov/study/NCT00090480,Hayleigh Kahn|Jie Zheng,,,,
