ID,LABEL,InSubset,Parent,has part,has role,in taxon,definition,definition source,term editor,alternative label,seeAlso,editor note,comment,comment
VO:0011255,VP4 from Murine rotavirus,protein,Rotavirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 675; NCBI Protein GI: 475695; NCBITaxon: 28327,,"Plasmid DNA vaccines encoding for murine rotaviral proteins VP4, VP6, and VP7 were tested in adult BALB/c mice for their ability to induce immune responses and provide protection against rotavirus challenge.  Vaccines  encoding VP4 were effective in protecting mice against infection after rotavirus (100 ID50) challenge [PubMed: 9015117].",
VO:0011256,VP7 from Murine rotavirus,protein,Rotavirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 676; NCBI Protein GI: 475697; NCBITaxon: 28327,,"Plasmid DNA vaccines encoding for murine rotaviral proteins VP4, VP6, and VP7 were tested in adult BALB/c mice for their ability to induce immune responses and provide protection against rotavirus challenge.  Vaccines  encoding VP7 were effective in protecting mice against infection after rotavirus (100 ID50) challenge [PubMed: 9015117].",
VO:0011257,VP6 from Rotavirus A,protein,Rotavirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 677; NCBI Gene GI: 7011372; NCBI Protein GI: 210136699; NCBI Protein Accession: YP_002302229; NCBITaxon: 28875,,VP6 derived from Group A rotavirus conferred in vivo partial protection against rotavirus challenge in a neonatal mouse model [PubMed: 18632867].,
VO:0011258,VP6 from Bovine rotavirus,protein,Rotavirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 678; NCBI Protein GI: 195661002; NCBITaxon: 10927,,"Rotavirus structural proteins VP4, VP6 and VP7 from Bovine Rotavirus Strain C486 were cloned and expressed in a baculovirus expression system.  Challenge of neonates born to animals immunized with VP6 protein showed partial protection [PubMed: 8382422].",
VO:0011259,NS1 (non-structural protein 1),protein,Yellow fever virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 684; NCBITaxon: 11089,,Protection from lethal viral infection has been achieved with passively administered monoclonal antibody specific for flavivirus glycoprotein NS1 [PubMed: 1736531]. Immunization of monkeys with yellow fever virus-specified nonstructural protein NS1 resulted in protection against fatal hepatitis as well as marked reduction in the magnitude of viremia after subcutaneous challenge with yellow fever virus [PubMed: 3783816].,
VO:0011260,LACK,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 734; NCBI Nucleotide GI: 1276476; NCBI Protein GI: 1276477; NCBI Protein Accession: AAA97577.1; NCBITaxon: 5664,,Researchers evaluated the potency of different DNA vaccine candidates in BALB/c mice using high dose footpad parasite challenge.  A truncated portion of the LACK antigen (LACKp24) was able to induce the highest protective effect compared to other constructs.  The DNA vaccine encoding LACK was able to induce partial protection in mice [PubMed: 18951941].,
VO:0011261,Nef,protein,Human Immunodeficiency Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 707; NCBI Gene GI: 156110; NCBI Protein GI: 28872818; NCBI Protein Accession: NP_057857; NCBITaxon: 11676,,"Study compared the handling of overlapping 24-mer peptides from HIV Nef either mixed or covalently linked in tandem in one protein.  With adjuvant, overlapping peptides were capable of protecting Balb/c mice against lethal viral challenge with 3 108 plaque forming units of vv-nef, whereas the intact protein was less protective [PubMed: 19193636].",
VO:0011262,Tat,protein,Human Immunodeficiency Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 711; NCBI Gene GI: 155871; NCBI Protein GI: 9629358; NCBI Protein Accession: NP_057853; NCBITaxon: 11676,,"HIV-1 DNA plasmids expressing Env, Gag and Tat, either alone or combined with the corresponding protein immunogens formulated in the MF59 adjuvant, resulted in protection against an experimental HIV-1 infection in C57Bl/6 mice [PubMed: 17707956].",
VO:0011263,Gag from HIV 1,protein,Human Immunodeficiency Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 713; NCBI Gene GI: 155030; NCBI Protein GI: 9629360; NCBI Protein Accession: NP_057850; NCBITaxon: 11676,,"HIV-1 DNA plasmids expressing Env, Gag and Tat, either alone or combined with the corresponding protein immunogens formulated in the MF59 adjuvant, resulted in protection against an experimental HIV-1 infection in C57Bl/6 mice [PubMed: 17707956].",
VO:0011264,NP from Influenza A virus (A/nt/60/1968(H3N2)),protein,Influenza virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 718; NCBI Protein GI: 324704; NCBITaxon: 384505,,"Mice immunized with Recombinant-derived nucleoprotein (rNP) from S. typhimurium expressing the cloned NP gene from A/NT/60/68 (Jones & Brownlee, 1985) were protected against a lethal challenge with Influenza A/Puerto Rico/8/34 (A/PR8) virus but showed considerable morbidity before recovery [PubMed: 2172156].",
VO:0011265,E2 envelope protein,protein,VEE Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 725; NCBI Protein GI: 25140296; NCBITaxon: 11036,,"Since the E2 amino-terminal sequence for all VEE subtype viruses is conserved, we tested the protective capacity in mice of passively transferred mAb 1A2B-10 and found it to protect from both epizootic and enzootic VEE virus challenge. Since horses are an important natural host for VEE virus, pep1-19 was used to immunize horses and was found to be immunogenic and to elicit virus-reactive antibody [PubMed: 7543231].",
VO:0011266,HslU,protein,Salmonella spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 726; NCBI Protein GI: 9650897; NCBITaxon: 90371,,Study demonstrated that a recombinant construction of heat-shock protein (hslU) with lypopolysaccharide (rcHSP-LPS) administered 24 hours before inoculation induced resistance to S. typhimurium infection. Protection formed after 3 injections of rcHSP-LPS with 10 mcg in each or single injection with 100 mcg/mouse. Forty to eighty percent of immunized mice survived after challenge while 90% of control animals died. Destruction of the HSP by boiling of the construction led to loss of protective effect [PubMed: 19621817].,
VO:0011267,E1 glycoprotein,protein,VEE Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 727; NCBI Protein GI: 798795; NCBITaxon: 11036,,The monoclonal antibody against E1 glycoprotein protect outbred albino mice from lethal infection caused by the virulent strain Trd of the VEE virus [PubMed: 7529989].,
VO:0011268,DnaJ,protein,Salmonella spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 728; NCBI Gene GI: 1246524; NCBI Protein GI: 16759006; NCBI Protein Accession: NP_454623; NCBITaxon: 220341,,Immunisation of mice with DnaJ derived from Salmonella enterica subsp. enterica serovar Typhi str. CT18 was found to provide 70% protection against lethal challenge by S. Typhimurium indicating the possible use of DnaJ as vaccine candidate against typhoid [PubMed: 16887241].,
VO:0011269,TviB,protein,Salmonella spp. protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 729; NCBI Gene GI: 1067316; NCBI Protein GI: 29144603; NCBI Protein Accession: NP_807945; NCBITaxon: 209261,,"The viaB (tviB) gene coding for the Vi antigen of Salmonella typhi Ty2 was subcloned into expression vector pYA248. The recombinant plasmid was termed SMM202 and transformed into Salmonella typhimurium 4072, an attenuated crp mutant.  Immunization of mice with Vi4072 afforded complete protection against fatal infection with virulent S. typhi Ty2 [PubMed: 1612747].",
VO:0011270,CtxB,protein,Vibrio cholerae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 731; NCBI Protein GI: 110264635; NCBITaxon: 127906,,The immune sera elicited by CTB DNA vaccine were functional and protective against V. cholerae O1 infection in mice [PubMed: 19443090].,
VO:0011271,TcpA,protein,Vibrio cholerae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 732; NCBI Protein GI: 21616882; NCBITaxon: 127906,,Antibodies against TCP were able to protect baby mice against challenge with V. cholerae O1 of the classical but not of the El Tor biotype [PubMed: 7911787].,
VO:0011272,TcpF,protein,Vibrio cholerae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 733; NCBI Gene GI: 2614504; NCBI Protein GI: 15640854; NCBI Protein Accession: NP_230485; NCBITaxon: 243277,,Antibodies generated against TcpF are protective against experimental V. cholerae infection in the infant mouse cholera model [PubMed: 16040956].,
VO:0011273,TSA from Leishmania major,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 735; NCBI Nucleotide GI: 3411093; NCBI Protein GI: 3411094; NCBI Protein Accession: AAC31146.1; NCBITaxon: 5664,,Researchers evaluated the potency of different DNA vaccine candidates in BALB/c mice using high dose footpad parasite challenge with L. major.  Mice inoculated pCMV3ISS-TSA developed significantly smaller lesions in their footpads after challenge with the parasite.  The vaccine was able to induce a partially protective effect [PubMed: 18951941].,
VO:0011274,LmSTI1,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 736; NCBI Nucleotide GI: 1698879; NCBI Protein GI: 1698880; NCBI Protein Accession: AAB37318.1; NCBITaxon: 5664,,Researchers evaluated the potency of different DNA vaccine candidates in BALB/c mice using high dose footpad parasite challenge with L. major. Mice inoculated pCMV3ISS-LmSTI1 developed significantly smaller lesions in their footpads after challenge with the parasite. The vaccine was able to induce a partially protective effect [PubMed: 18951941].,
VO:0011275,Cpa,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 737; NCBI Nucleotide GI: 71084305; NCBI Protein GI: 71084306; NCBI Protein Accession: AAZ23598.1; NCBITaxon: 5664,,Researchers evaluated the potency of different DNA vaccine candidates in BALB/c mice using high dose footpad parasite challenge with L. major.  Mice inoculated pCMV3ISS-CPa developed significantly smaller lesions in their footpads after challenge with the parasite.  The vaccine was able to induce a partially protective effect [PubMed: 18951941].,
VO:0011276,SP,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 738; NCBI Protein GI: 23168331; NCBITaxon: 5664,,"The potential protection of Lmjsp (Leishmania major signal peptidase) was evaluated in three different vaccination strategies (DNA/DNA, Protein/Protein and DNA/Protein), against L. major infection. We demonstrated that vaccination with SPase through all three mentioned strategies induced a parasite specific Th1 response and conferred partial protection against parasite challenge. However, our results indicated that DNA/DNA strategy developed more effective protective responses than the other two approaches and induced 81% reduction in L. major parasite load [PubMed: 16481076].",
VO:0011277,H2B,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 739; NCBI Protein GI: 13384083; NCBITaxon: 5664,,"Researchers tested the ability of the entire H2B protein of L. major, its divergent or conserved regions to provide protection against virulent L. major challenge.  The divergent amino-terminal region of H2B is able to confer potent protection against a virulent challenge in BALB/c mice [PubMed: 16417957].",
VO:0011278,Gp63,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 741; NCBI Protein GI: 259011719; NCBITaxon: 5664,,Cell-mediated immunity to Leishmania major (L. major) was induced by injecting BALB/c mice intradermally with plasmid DNA expressing the conserved L. major cell surface glycoprotein gp63 (gp63-pcDNA-3).  Challenge studies revealed that gp63-pcDNA-3 vaccination protected 30% of susceptible mice (21 of 70) from Leishmania infection [PubMed: 9741428].,
VO:0011279,PSA-2,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 742; NCBI Protein GI: 1129058; NCBITaxon: 5664,,Intraperitoneal vaccination of C3H/He mice with PSA-2 with Corynebacterium parvum as an adjuvant resulted in complete protection from lesion development after challenge infection with virulent L. major. Significant protection was also obtained in the genetically susceptible BALB/cH-2k and BALB/c mice [PubMed: 7591056].,
VO:0011280,SW3.1,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 743; NCBI Protein GI: 4008565; NCBITaxon: 5664,,"In a murine model of experimental cutaneous leishmaniasis, researchers investigated the protection elicited by injection of histone H1 (SW3.1) isolated from parasites by perchloric extraction, of a H1 recombinant protein produced in E. coli, and of H1 long and short synthetic peptides, against infection by L. major. Partial protection was achieved in most of the animals as shown by reduction in lesion size, upon immunization with histone H1 or its peptides, provided that the region 1-60 was present in the molecule [PubMed: 10580198].",
VO:0011281,Cpb,protein,Leishmania major protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 744; NCBI Protein GI: 54287314; NCBITaxon: 5664,,"Together with poloxamer 407 as adjuvant the recombinant type I (rCPB) cysteine proteinase of Leishmania major was screened as a potential vaccines against L. major in a mouse model.  Using the footpad thickness increase to monitor the clinical outcome/cutaneous lesion at site of L. major delivery, it was possible to document that rCPB allowed BALB/c mice to mount a partial protective response [PubMed: 12057598].",
VO:0011282,SMT,protein,Leishmania infantum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 745; NCBI Protein GI: 146104463; NCBITaxon: 435258,,"Upon challenge with L. infantum, C57BL/6 mice immunized with SMT formulated in MPL-SE adjuvant showed significantly lower parasite burdens in both spleens and livers compared with non-immunized mice or mice injected with adjuvant alone [PubMed: 17804125].",
VO:0011283,LIPO-A,protein,Leishmania infantum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 746; NCBI Protein GI: 730579; NCBITaxon: 5671,,"Study examined the immunogenic properties of the Leishmania infantum acidic ribosomal protein P0 (LiP0) in the BALB/c mouse model.  When mice were immunized with pcDNA3-LiP0, noticeable protection against L. major infection was achieved [PubMed: 14573678].",
VO:0011284,P36/LACK,protein,Leishmania infantum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 747; NCBI Protein GI: 134085114; NCBITaxon: 5671,,BALB/c mice immunized with a DNA vector expressing p36/LACK of Leishmania infantum followed by a booster with VVp36/LACK induced significant protection against Leishmania major infection [PubMed: 11489418].,
VO:0011285,H1,protein,Leishmania infantum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 748; NCBI Nucleotide GI: 78146499; NCBI Protein GI: 78146500; NCBI Protein Accession: ABB22792.1; NCBITaxon: 5671,,"Following infection with L. infantum promastigotes, five out of eight beagle dogs immunized with H1 Montanide remained free of clinical signs, compared to two out of eight dogs in the control group.  The results demonstrate that H1 antigens with Montanide were able to induce partial protection against canine leishmaniasis, even under extreme experimental challenge conditions [PubMed: 17576026].",
VO:0011286,HASPB1,protein,Leishmania infantum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 749; NCBI Nucleotide GI: 3724133; NCBI Protein GI: 3724134; NCBI Protein Accession: CAA09789.1; NCBITaxon: 5661,,"Following infection with L. infantum promastigotes, four out of eight beagle dogs immunized with HASPB1 Montanide remained free of clinical signs, compared to two out of eight dogs in the control group.  The results demonstrate that HASPB1 antigens with Montanide were able to induce partial protection against canine leishmaniasis, even under extreme experimental challenge conditions [PubMed: 17576026].",
VO:0011287,Tox,protein,Corynebacterium diphtheriae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 750; NCBI Protein GI: 38199106; NCBITaxon: 1717,,"In 1923, it was discovered that treatment with formalin eliminated the toxicity of diphtheria toxin (DT) without destroying its immunogenicity. Formalinreated DT, now called diphtheria toxoid, rapidly became the preferred vaccine against diphtheria, and diphtheria toxoid (usually in combined vaccines, such as diphtheriaetanus toxoidsertussis vaccine [DTP] or diphtheriaetanus toxoidscellular pertussis vaccine [DTaP] for children and tetanusiphtheria toxoids vaccine for adults [Td]) is still used throughout the world for active immunization against diphtheria [PubMed: 10657208].",
VO:0011288,P4 from Leishmania amazonensis,protein,Leishmania amazonensis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 751; NCBI Nucleotide GI: 29165286; NCBI Protein GI: 29165287; NCBI Protein Accession: AAO65599.1; NCBITaxon: 5659,,"Susceptible BALB/c mice were immunized with the DNA encoding P4 alone, P4/IL-12, or P4/HSP70 prior to challenge with L. amazonensis promastigotes.  Mice immunized with P4 alone had a delayed onset of lesion development and significantly smaller lesions than the infection control group at 11 weeks postinfection (P < 0.05).  P4/IL-12 immunized animals showed no sign of lesion development in three independent experiments (P < 0.01).  Our results indicate that different vaccine combinations, including DNA encoding P4, HSP70, or IL-12, can provide significant protection against both Old World and New World cutaneous leishmaniasis [PubMed: 14573646].",
VO:0011289,T. cruzi amastigote surface protein-2,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 752; NCBI Protein GI: 284180153; NCBITaxon: 5693,,"To examine the efficacy of a new mode of recombinant viral vaccine, a vaccine was constructed of two non-transmissible Sendai viruses (rSeV/dF) encoding the full-length parasite antigen amastigote surface protein-2 (ASP2) or ASP2 fused with a mono-ubiquitin on its N-terminus (UASP2). C57BL/6 mice immunized intranasally with rSeV/dF expressing either ASP2 or UASP2 showed significantly suppressed parasitemia and could be protected from lethal T. cruzi challenge [PubMed: 19712768].",
VO:0011290,WD,protein,Leishmania amazonensis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 753; NCBI Nucleotide GI: 38455440; NCBI Protein GI: 38455441; NCBI Protein Accession: AAR20840.1; NCBITaxon: 5659,,"DNA vaccination in BALB/c mice with the LAWD (for Leishmania antigenic WD protein) and IL-12 genes significantly delayed lesion development from challenge with Leishmania amazonensis, which correlated with a dramatic reduction in parasite burdens [PubMed: 15039343].",
VO:0011291,M2,protein,Leishmania amazonensis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 754; NCBI Nucleotide GI: 2828562; NCBI Protein GI: 2828563; NCBI Protein Accession: AAC08302.1; NCBITaxon: 5659,,"Immunization of CBA mice with the M-2 glycoprotein of L. amazonensis and C. parvum adjuvant resulted in complete protection against a challenge infection of 10^4 and 10^6 late log-phase promastigotes of L. amazonensis. In the BALB/c strain, complete protection was observed in some of the immunized animals (28 to 50%); in the rest of the mice the onset of infection was significantly delayed. Protective immunity for C57BL/6 mice was observed only at the low infecting dose (10(4) L. amazonensis organisms) [PubMed: 3182080].",
VO:0011292,Gp46,protein,Leishmania amazonensis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 755; NCBI Nucleotide GI: 159320; NCBI Protein GI: 159321; NCBI Protein Accession: AAA29234.1; NCBITaxon: 5659,,"cDNAs encoding L. m. amazonensis gp46 antigen were subcloned into the VR1012 plasmid, and susceptible BALB/c mice were immunised with two i.m. injections of 100 microg of plasmid DNA.  Mice were challenged by the injection of 4 x 10^6 L. m. mexicana parasites in the foot pad to evaluate protection. Measurement of lesion size indicated that mice immunised with VR012-GP46 were partially protected against infection [PubMed: 11713811].",
VO:0011293,T. cruzi Cruzipain,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 756; NCBI Protein GI: 1136308; NCBITaxon: 5693,,"To study the protective effects in vivo of cruzipain-specific Th1 responses against systemic T. cruzi challenges, mice  were immunized with recombinant cruzipain plus interleukin 12 (IL-12) and a neutralizing anti-IL-4 MAb. These immunized mice developed potent cruzipain-specific memory Th1 cell responses and were significantly protected against normally lethal systemic T. cruzi challenges. To study whether cruzipain could induce mucosal immune responses relevant for vaccine development, recombinant attenuated Salmonella enterica serovar Typhimurium vaccines expressing cruzipain were prepared. BALB/c mice immunized with salmonella expressing cruzipain were significantly protected against T. cruzi mucosal infection [PubMed: 12183554].",
VO:0011294,T. cruzi TS,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 757; NCBI Protein GI: 258547365; NCBITaxon: 5693,,"To develop a vaccine strategy taking advantage of activated CD8(+)T cells,a DNA vaccine, designated pGFP-TSA1, encoding a fusion protein linking GFP to a single CTL epitope of TSA1(TS), a leading candidate for vaccine against T. cruzi was constructed. C57BL/6 mice vaccinated with this plasmid showed suppressed parasitemia and prolonged survival. Vaccination with pGFP-TSA1 enhanced epitope-specific cytotoxicity and IFN-gamma secretion by CD8(+)T cells [PubMed: 18321749].",
VO:0011295,CP cysteine proteinase,protein,Leishmania amazonensis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 758; NCBI Nucleotide GI: 30142041; NCBI Protein GI: 30142042; NCBI Protein Accession: AAN34826.1; NCBITaxon: 5659,,"A 500 bp fragment encoding an isoform of cysteine proteinase (CP) from Leishmania (Leishmania) amazonensis was subcloned and expressed in the pHis vector, resulting in a recombinant protein of 24 kDa, rLacys24.  Immunization of BALB/c mice with rLacys24 plus CFA adjuvant resulted in a low but significant decrease of foot lesions after challenge with L. (L.) amazonensis compared to those exhibited by control mice [PubMed: 19735658].",
VO:0011296,T. cruzi TSA-1,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 759; NCBI Protein GI: 162315; NCBITaxon: 5693,,"Following the intramuscular immunization of H-2(b) and H-2(d) mice with a plasmid DNA encoding an N-terminally truncated TSA-1 lacking or containing the C-terminal nonapeptide tandem repeats, the antibody level, CTL response, and protection against challenge with T. cruzi were assessed. In H-2(b) mice, antiparasite antibodies were induced only by immunization with the DNA construct encoding TSA-1 containing the C-terminal repeats. However, both DNA constructs were efficient in eliciting long-lasting CTL responses against the protective H-2Kb-restricted TSA-1515-522 epitope. In H-2(d) mice, inoculation with either of the two TSA-1-expressing vectors effectively generated antiparasite antibodies and primed CTLs that lysed T. cruzi-infected cells in an antigen-specific, MHC class I-restricted, and CD8(+)-T-cell-dependent manner. When TSA-1 DNA-vaccinated animals were challenged with T. cruzi, 14 of 22 (64%) H-2(b) and 16 of 18 (89%) H-2(d) mice survived the infection [PubMed: 9784506].",
VO:0011297,T. cruzi CRP-10,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 760; NCBI Protein GI: 1389837; NCBITaxon: 5693,,"A complement regulatory protein (CRP) of Trypanosoma cruzi was evaluated as a vaccine candidate in a murine model of experimental T. cruzi infection. Recombinant CRP derived from an Escherichia coli expression system and a plasmid encoding the full-length crp structural gene under the control of a eukaryotic promoter were used to immunize BALB/c mice. Immunization with both protein and DNA vaccines resulted in a Th1-type T-cell response, comparable antibody titers, and similar immunoglobulin G isotype profiles. Only mice immunized with the crp DNA plasmid produced antibodies capable of lysing the parasites in the presence of complement and were protected against a lethal challenge with T. cruzi trypomastigotes [PubMed: 10948115].",
VO:0011298,T. cruzi G4,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 761; NCBI Protein GI: 52424038; NCBITaxon: 5693,,"The vaccine efficacy of a  putative candidate antigen against T. cruzi infection and disease in a mouse model. C57BL/6 mice vaccinated with a T. cruzi G4-encoding plasmid and cytokine (interleukin-12 and granulocyte-macrophage colony-stimulating factor) expression plasmids elicited a strong Th1-type antibody response dominated by immunoglobulin G2b (IgG2b)/IgG1 isotypes. The dominant IgG2b/IgG1 antibody response was maintained after a challenge infection and was associated with 90% control of the acute-phase tissue parasite burden and an almost undetectable level of tissue parasites during the chronic phase, as determined by a sensitive T. cruzi 18S rRNA gene-specific real-time PCR approach [PubMed: 18550728].",
VO:0011299,T. cruzi G2,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 762; NCBI Protein GI: 205278890; NCBITaxon: 5693,,"The vaccine efficacy of a putative candidate antigen against T. cruzi infection and disease in a mouse model. C57BL/6 mice vaccinated with a T. cruzi G2-encoding plasmid and cytokine (interleukin-12 and granulocyte-macrophage colony-stimulating factor) expression plasmids elicited a strong Th1-type antibody response dominated by immunoglobulin G2b (IgG2b)/IgG1 isotypes. The dominant IgG2b/IgG1 antibody response was maintained after a challenge infection and was associated with 50% control of the acute-phase tissue parasite burden and an almost undetectable level of tissue parasites during the chronic phase, as determined by a sensitive T. cruzi 18S rRNA gene-specific real-time PCR approach [PubMed: 18550728].",
VO:0011300,T. cruzi PAR2,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,Tc00.1047053434931.10,Protegen ID: 763; NCBI Gene GI: 3532027; NCBI Protein GI: 71398801; NCBI Protein Accession: XP_802646; NCBITaxon: 353153,,"C57BL/6 mice were immunized s.c. with recombinant PFR-2 (PAR2)  protein co-adsorbed to alum with rIL-12. rPFR-2 immunized animals were able to successfully resolve parasitemia by day 30 p.i., with the peak parasitemia occurring between days 17 and 21 p.i. [PubMed: 12798650].",
VO:0011301,T. cruzi PAR1,protein,Trypanosoma cruzi protein,,protective antigen role,Trypanosoma cruzi trypomastigote,,,Oliver He|Allen Xiang,,Protegen ID: 764; NCBI Protein GI: 2209137; NCBITaxon: 5693,,"C57BL/6 mice were immunized s.c. with recombinant PFR-1 (PAR1) protein co-adsorbed to alum with rIL-12. rPFR-1 immunized animals were able to successfully resolve parasitemia by day 30 p.i., with the peak parasitemia occurring between days 17 and 21 p.i. [PubMed: 12798650].",
VO:0011302,HA from Influenza A virus (A/equine/Kentucky/1/1981(H3N8)),protein,Influenza virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 765; NCBI Nucleotide GI: 166079523; NCBI Protein GI: 166079524; NCBI Protein Accession: ABY81481.1; NCBITaxon: 475467,,"Skin and mucosal vaccination of ponies with HA from influenza virus A/equine/Ky/1/81 provided complete protection from clinical signs of infection after challenge, while skin vaccination provided partial protection; DNA vaccination provided partial protection from viral shedding [PubMed: 10403592].",
VO:0011303,FliC,protein,Burkholderia pseudomallei protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 770; NCBI Protein GI: 1929918; NCBITaxon: 28450,,"Flagellin encoding plasmid DNA was injected into Balb/c mice intramuscularly and this elicited both a humoral and a cellular immune response. Subsequent intravenous challenge of the vaccinated Balb/c mice with 10^5CFU of B. pseudomallei resulted in the number of bacterial cells detected in liver and/or spleen being significantly reduced in the flagellin plasmid DNA vaccinated mice. At 7 days subsequent to infection of B. pseudomallei, 5/6 (83%) of flagellin plasmid DNA vaccinated mice had survived [PubMed: 16169637].",
VO:0011304,MOMP from C. psittaci 6BC,protein,Chlamydophila psittaci protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 771; NCBI Nucleotide GI: 40568; NCBI Protein GI: 40569; NCBI Protein Accession: CAA40300.1; NCBITaxon: 331636,,Transgenic rice immunization expressing the Chlamydophila psittaci (Cp. psittaci) antigen (MOMP) fused to the B subunit of Escherichia coli heat-labile enterotoxin (LTB) induced partial protection (53.3%) against a lethal challenge with the highly virulent Cp. psittaci 6BC strain in a BALB/c mouse model [PubMed: 19146896].,
VO:0011305,E2 from Western equine encephalomyelitis virus,protein,Western equine encephalomyelitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 773; NCBI Protein GI: 29611992; NCBITaxon: 11039,,This report describes the successful cloning of the E2 gene of WEEV and expression in Escherichia coli as inclusion bodies.  The immunogenicity of the refolded rE2 protein was demonstrated by strong humoral and cell mediated immune (CMI) responses in rE2-immunized BALB/c mice. The current study also demonstrated that rE2-immunized mice could be partially protected from lethal challenge of WEEV [PubMed: 17499379].,
VO:0011306,E1,protein,Western equine encephalomyelitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 774; NCBI Nucleotide GI: 17148716; NCBI Protein GI: 17148717; NCBI Protein Accession: AAL35792.1; NCBITaxon: 11039,,"DNA vaccines encoding different portions of the structural proteins of western equine encephalitis virus were tested for the efficacy of their protection in a 100% lethal mouse model of the virus. The 6K-E1 structural protein encoded by the DNA vaccine conferred complete protection against challenge with the homologous strain and limited protection against challenge with a heterologous strain [PubMed: 19923571].

Note:  The E1 glycoprotein is part of the 6K-E1 structural protein",
