ID,LABEL,inSubset,Comment,Parent,alternative label,definition,definition source,term editor,editor note,term tracker item,target receptor,induces immune profile,derives from,equivalent axioms,,,,,
VO:0005713,TDM vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,TDM,TDM is a microbial derivative vaccine adjuvant adjuvant that induces Th1 response.,PMID:23602766|PMID:23740922,Josh Monickaraj,,,C-type lectin domain family 4 member E,Th1-biased immune profile,,,,,,,
VO:0005714,TF-Al vaccine adjuvant,vaccine adjuvant,AdjuvareDB,aluminum vaccine adjuvant,TF-Al,Aluminum vaccine adjuvant that induces Th1/Th2 mixed immune profile.,PMID:34960154,Le Liu,,,Toll-like receptor 2,Th1/Th2 mixed immune profile,,,,,,,
VO:0005715,thymosin alpha-1 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,thymosin alpha-1,thymosin alpha-1 is a cytokine vaccine adjuvant Th1-biased immune profile.,PMID:31764244,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005716,TLR agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates Toll-like receptors (TLRs) to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor'),,,,,
VO:0005717,TLR7 agonist and NOD2 agonist vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,TLR7 agonist and NOD2 agonist,TLR7 agonist and NOD2 agonist is a combination vaccine adjuvant Th1-biased immune profile.,PMID:32739871,Taiyu Lin,,,nucleotide-binding oligomerization domain-containing protein 2 | Toll-like receptor 7,Th1-biased immune profile,,,,,,,
VO:0005718,TLR7-8 RNA ligands vaccine adjuvant,vaccine adjuvant,AdjuvareDB,oligonucleotide vaccine adjuvant,TLR7-8 RNA ligands,oligonucleotide vaccine adjuvant that induces Th1-biased immune profile,PMID:34315922,Le Liu,,,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005719,trichosanthin vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,trichosanthin,trichosanthin is a microbial derivative vaccine adjuvant that induces Th1-biased immune profile.,PMID:34900541,Le Liu,,,Toll-like receptor 2,Th1-biased immune profile,,,,,,,
VO:0005720,TRIF vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,TRIF,TRIF is a microbial derivative vaccine adjuvant that induces Th1 response.,PMID:20466439|PMID:16775309,Josh Monickaraj,,,Toll-like receptor 3 | Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005721,Tumour-derived exosome vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,Tumour-derived exosome|TEX|Tumour-derived exosomes (TEXs),"Tumour-derived exosome is an exosomes released by tumour cells, with potential use in cancer vaccines.",PMID:29112686,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005722,U-Omp19 and alum vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,U-Omp19 and alum,U-Omp19 and alum is a combination vaccine adjuvant that induces Th1-biased immune profile.,PMID:35296091,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005723,VISA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,VISA,VISA is a synthetic vaccine adjuvant that induces Th1 response.,PMID:21303708,Josh Monickaraj,,,interferon-induced helicase C domain-containing protein 1,Th1-biased immune profile,,,,,,,
VO:0005724,α-galactosylceramide vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,α-galactosylceramide,α-galactosylceramide is a microbial derivative vaccine adjuvant that induces Th1/Th2 mixed immune profile.,PMID:35095921,Le Liu,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005725,α-GalCer and MPL vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,α-GalCer and MPL,"α-Galactosylceramide (α-GalCer) is a Natural Killer T Cell Ligand, and Monophosphoryl lipid A (MPL) is a TLR4 ligand.",PMID:26811064,Yuping Zheng,,,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005726,LAB EPS vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,LAB EPS,LAB EPS is a microbial derivative vaccine adjuvant Th1-biased immune profile.,PMID:32512102,Taiyu Lin,,,Toll-like receptor 2 | Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005727,pcIFN-gamma vaccine adjuvant,vaccine adjuvant,AdjuvareDB,IFN-gamma vaccine adjuvant,pcIFN-gamma,IFN-gamma vaccine adjuvant that induces Th1 response,PMID:11780322|PMID:11544460|PMID:34081944,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005728,rcIL-15 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,rcIL-15,rcIL-15 is a cytokine vaccine adjuvant that induces Th1-biased immune profile.,PMID:34103211,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005729,AAV-IL-27 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,IL-27 vaccine adjuvant,AAV-IL-27,AAV-IL-27 is a cytokine vaccine adjuvant that induces Treg-biased immune profile.,PMID:33294255,Le Liu,,,,Treg-biased immune profile,,,,,,,
VO:0005730,rhIL-7 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,rhIL-7 adjuvant,rhIL-7 adjuvant is a cytokine vaccine adjuvant.,PMID:22550117|PMID:20068111|PMID:15841203,Josh Monickaraj,,,,,,,,,,,
VO:0005731,c-di-AMP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,nucleic acid vaccine adjuvant,c-di-AMP,c-di-AMP is a nucleic acid vaccine adjuvant Th1/Th2 mixed immune profile.,PMID:30838180,Taiyu Lin,,,protein MB21D1,Th1/Th2 mixed immune profile,,,,,,,
VO:0005732,VLP@Silica vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,VLP@Silica,VLP@Silica is a particulate antigen delivery system vaccine adjuvant that induces Th1/Th2 mixed immune profile.,PMID:35763693,Le Liu,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005733,DP-D vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,DP-D,DP-D is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:32112853,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005734,T7-EA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,T7-EA,T7-EA is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:32131853,Taiyu Lin,,,Toll-like receptor 7,Th1-biased immune profile,,,,,,,
VO:0005735,STING V155M vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,V155M,STING V155M is a synthetic vaccine adjuvant that induces Th1/Th2/Th17 mixed immune profile.,PMID:33677092,Le Liu,,,protein MB21D1,Th1/Th2/Th17 mixed immune profile,,,,,,,
VO:0005736,LCP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,LCP,LCP is a particulate antigen delivery system vaccine adjuvant that induces Th1-biased immune profile.,PMID:21674338,Le Liu,,,Toll-like receptor 2,Th1-biased immune profile,,,,,,,
VO:0005737,TLR3 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR3 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 3,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 3'),,,,,
VO:0005738,Ad-p53 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,adenovirus-mediated vaccine adjuvant,Ad-p53,Ad-p53 is a genetic cancer adjuvant.,PMID:10430074|PMID:9704675|PMID:10629843|PMID:12487055,Josh Monickaraj,,,,,,,,,,,
VO:0005739,Ad-SLC vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,Ad-SLC,Ad-SLC is a cytokine vaccine adjuvant that induces a Th1 response.,PMID:23229068|PMID:21997231,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005740,TLR4 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR4 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 4,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 4'),,,,,
VO:0005741,AS15 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,AS15,"Combination vaccine adjuvant contains QS21, MPLA, and CPG7909 that induces Th1/Th2 mixed response.",PMID:30470547|PMID:23715572|PMID:36798121,Taiyu Lin|Josh Monickaraj,,,Toll-like receptor 4 | Toll-like receptor 9,Th1/Th2 mixed immune profile,,,,,,,
VO:0005742,AS1517499 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,AS1517499,AS1517499 is a synthetic vaccine adjuvant Th2-biased immune profile.,PMID:32244885,Taiyu Lin,,,,Th2-biased immune profile,,,,,,,
VO:0005743,TLR5 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR5 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 5,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 5'),,,,,
VO:0005744,TLR6 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR6 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 6,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 6'),,,,,
VO:0005745,TLR7 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR7 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 7,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 7'),,,,,
VO:0005746,L. polysaccharide vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,L. polysaccharide,L. polysaccharide is a carbohydrate vaccine adjuvant that induces Th1/Th2 mixed immune profile.,PMID:35698367,Le Liu,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005747,TLR8 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR8 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 8,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 8'),,,,,
VO:0005748,TLR9 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR9 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 9,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 9'),,,,,
VO:0005749,NS-TLR vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,NS-TLR,NS-TLR is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:31276378,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005750,SBAS2 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,AS02 vaccine adjuvant,SBAS2,AS02 vaccine adjuvant that induces Th1 response,PMID:12576434,Josh Monickaraj,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005751,TFPR1 vaccine adjuvant,vaccine adjuvant,LLM,animal-derived vaccine adjuvant,TFPR1,"Vaccine adjuvant derived from snake venom that activates the innate immune response by binding and engaging Toll-like receptor 2 (TLR2) on immune cells, which leads to the activation of dendritic cells and enhances antigen presentation.",PMID:34960154|PMID:31629567,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 2,Th1-biased immune profile,,,,,,,
VO:0005752,Murabutide vaccine adjuvant,vaccine adjuvant,LLM,peptide vaccine adjuvant,Murabutide,"Murabutide induces an additive effect on immunogenicity when formulated together with Advax, initiating a sequence of events starting with the recognition of murabutide by pattern recognition receptors (PRRs) like TLRs.",PMID:24554695,Josh Monickaraj|Hasin Rehana,,,nucleotide-binding oligomerization domain-containing protein 2,Th1-biased immune profile,,,,,,,
VO:0005753,Ace-DEX vaccine adjuvant,vaccine adjuvant,LLM,particulate antigen delivery system vaccine adjuvant,Ace-DEX,"The Ace-DEX adjuvant triggers an immune response by sensing its presence through pattern recognition receptors (PRRs), such as TLRs.",PMID:30281314,Josh Monickaraj|Hasin Rehana,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005754,GDQ vaccine adjuvant,vaccine adjuvant,LLM,TLR agonist vaccine adjuvant,GDQ,"GDQ triggers a strong immune response by initially sensing pathogens through pattern recognition receptors (PRRs), such as TLRs, which leads to the activation of innate immune cells like dendritic cells. ",PMID:26874325,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 7,Th1-biased immune profile,,,,,,,
VO:0005755,NADA vaccine adjuvant,vaccine adjuvant,LLM,oligonucleotide vaccine adjuvant,NADA,"The slow-release synthetic oligodeoxynucleotide (ODN) adjuvant triggers an immune response by initially sensing through pattern recognition receptors (PRRs), such as TLRs, which leads to the activation of innate immune cells like dendritic cells.",PMID:36868876,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005756,SMQ vaccine adjuvant,vaccine adjuvant,LLM,combination vaccine adjuvant,SMQ,"The SMQ adjuvant triggers an immune response by activating the NLRP3 inflammasome, a multiprotein complex that senses cellular stress and triggers the production of pro-inflammatory cytokines, such as IL-1β.",PMID:37913775,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005757,PHAD vaccine adjuvant,vaccine adjuvant,LLM,TLR agonist vaccine adjuvant,PHAD,"PHAD triggers an innate immune response, activating dendritic cells through a TLR4-mediated signaling cascade.",PMID:34362603,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005758,ST101036 vaccine adjuvant,vaccine adjuvant,LLM,synthetic vaccine adjuvant,ST101036,Vaccine adjuvant activates pattern recognition receptors (PRRs) such as TLRs trigger an innate immune response and leads to the activation of dendritic cells.,PMID:36731641,Josh Monickaraj|Hasin Rehana,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005759,MIP-1alpha vaccine adjuvant,vaccine adjuvant,LLM,cytokine vaccine adjuvant,MIP-1alpha,"MIP-1alpha acts as an adjuvant by upregulating the function of antigen-presenting cells (APCs), enhancing their ability to process and present antigens.",PMID:11134269,Josh Monickaraj|Hasin Rehana,,,,Th1-biased immune profile,,,,,,,
VO:0005760,Levamisole vaccine adjuvant,vaccine adjuvant,LLM,synthetic vaccine adjuvant,Levamisole,"Levamisole initiates an immune response by stimulating strong Th1 cell activity, which is characterized by the activation of T helper 1 cells.",PMID:15246629,Josh Monickaraj|Hasin Rehana,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005761,Hsp65 vaccine adjuvant,vaccine adjuvant,LLM,microbial derivative vaccine adjuvant,Hsp65,"Microbial derivative vaccine adjuvant recognizes TLR4, and senses Hsp65, leading to the activation of innate immune cells like dendritic cells.",PMID:21546794|PMID:28194152|PMID:15809303,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 2 | Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005762,HVJ-Envelope vaccine adjuvant,vaccine adjuvant,LLM,particulate antigen delivery system vaccine adjuvant,HVJ-Envelope,"Particulate antigen delivery system vaccine adjuvant initiates an immune response by being sensed by pattern recognition receptors (PRRs) such as Toll-like receptors (TLRs), leading to the activation of innate immune cells, including dendritic cells, which then present antigens to T cells, inducing a Th1 response and the production of interferon-gamma (IFN-γ). ",PMID:21546794,Josh Monickaraj|Hasin Rehana,,,,Th1-biased immune profile,,,,,,,
VO:0005763,GPI-0100 vaccine adjuvant,vaccine adjuvant,LLM,saponin vaccine adjuvant,GPI-0100,"Upon recognition by pattern recognition receptors (PRRs) such as TLRs, GPI-0100 initiates an immune response by activating innate immune cells like dendritic cells.",PMID:32101001,Josh Monickaraj|Hasin Rehana,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005764,Tween 80 vaccine adjuvant,vaccine adjuvant,LLM,tensoactive compound vaccine adjuvant,Tween 80,"Tween 80 induces a suppressed Th1 response, characterized by decreased T cell activation and cytokine production, resulting in a reduced adaptive immune response.",PMID:15246629,Josh Monickaraj|Hasin Rehana,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005765,EP67 vaccine adjuvant,vaccine adjuvant,LLM,peptide vaccine adjuvant,EP67,"The EP67 adjuvant induces an inflammatory immune response by triggering the release of Th1-type cytokines from APCs, which are activated through the C5a receptor.",PMID:19836478,Josh Monickaraj|Hasin Rehana,,,,Th1-biased immune profile,,,,,,,
VO:0005766,1Z105 vaccine adjuvant,vaccine adjuvant,LLM,TLR agonist vaccine adjuvant,1Z105,"The adjuvant induces rapid Th2-associated IgG1 responses by initially sensing pathogens through pattern recognition receptors (PRRs) like TLRs, leading to innate cell activation of dendritic cells, and subsequently shaping the adaptive response through T cell polarization towards Th2 cells, resulting in the production of IgG1 antibodies.",PMID:25568203,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 4,Th2-biased immune profile,,,,,,,
VO:0005767,Curdlan vaccine adjuvant,vaccine adjuvant,LLM,microbial derivative vaccine adjuvant,Curdlan,"Upon sensing by Dectin-1, Curdlan triggers an innate immune response, activating dendritic cells that subsequently induce the activation of T follicular helper (TFH) cells, germinal centers (GCs), and bone marrow high-affinity plasma cells. This leads to the production of high-affinity antibodies.",PMID:29541075,Josh Monickaraj|Hasin Rehana,,,C-type lectin domain family 7 member A,Th1-biased immune profile,,,,,,,
VO:0005768,CARP-1 vaccine adjuvant,vaccine adjuvant,LLM,plant-derived vaccine adjuvant,CARP-1,"The adjuvant CARP-1 initiates an immune response by stimulating the CD40 and CD86 co-receptors on antigen-presenting cells, leading to the production of pro-inflammatory cytokines such as TNF-α and IL-6. This activation of the NF-κB and MAPK signaling pathways ultimately shapes the adaptive immune response, including T cell polarization and antibody production.",PMID:35698367,Josh Monickaraj|Hasin Rehana,,,,Th1-biased immune profile,,,,,,,
VO:0005769,ASPPR vaccine adjuvant,vaccine adjuvant,LLM,microbial derivative vaccine adjuvant,ASPPR,"Upon sensing the ASPPR adjuvant, innate immune cells express pattern recognition receptors (PRRs) such as Toll-like receptors (TLRs), which lead to the activation of antigen-processing cells (APCs) like dendritic cells.",PMID:25736195,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 2 | Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005770,BLP vaccine adjuvant,vaccine adjuvant,LLM,particulate antigen delivery system vaccine adjuvant,BLP,"BLP adjuvant enhances immune responses by boosting both systemic and mucosal immunity, initiating a cascade of events starting with the recognition of pathogens by pattern recognition receptors (PRRs), such as TLRs. This recognition triggers the activation of innate immune cells like dendritic cells, which subsequently polarize T cells and induce antibody production.",PMID:30312742|PMID:24598720,Josh Monickaraj|Hasin Rehana,,,Toll-like receptor 2,Th1/Th17 mixed immune profile,,,,,,,
VO:0005771,BX795 vaccine adjuvant,vaccine adjuvant,LLM,synthetic vaccine adjuvant,BX795,"BX795 adjuvant interferes with antiviral signaling by inhibiting TANK-binding kinase 1 (TBK1), thereby enhancing the replication of replication-competent live viral vaccines. This inhibition of TBK1 prevents the activation of interferon (IFN) responses, creating an environment that favors viral replication.",PMID:32574095,Josh Monickaraj|Hasin Rehana,,,,,,,,,,,
VO:0005772,C5a vaccine adjuvant,vaccine adjuvant,LLM,peptide vaccine adjuvant,C5a,"C5a activates the NLRP3 inflammasome, initiating a cascade of events that ultimately leads to the formation of a depot for slow antigen release. This process triggers the activation of innate immune cells, including neutrophils and macrophages, which release pro-inflammatory cytokines such as IL-1β.",PMID:10799917,Josh Monickaraj|Hasin Rehana,,,,Th1-biased immune profile,,,,,,,
VO:0005773,HP-β-CD vaccine adjuvant,vaccine adjuvant,LLM,carbohydrate vaccine adjuvant,HP-β-CD,"The adjuvant HP-β-CD temporarily releases IL-33 from alveolar epithelial type 2 cells in the lung, initiating an immune response through IL-33/ST2 signaling. This release of IL-33 subsequently activates innate immune cells, including dendritic cells, which then shape the adaptive response by presenting antigens to T cells, leading to T cell polarization and antibody production.",PMID:32210964,Josh Monickaraj|Hasin Rehana,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005774,CYT387 vaccine adjuvant,vaccine adjuvant,LLM,synthetic vaccine adjuvant,CYT387,"CYT387 interferes with antiviral signaling by inhibiting TANK-binding kinase 1 (TBK1), which enhances the replication of replication-competent live viral vaccines. This inhibition of TBK1 leads to the suppression of type I interferon (IFN) signaling, which in turn allows for the replication of viral vaccines.",PMID:32574095,Josh Monickaraj|Hasin Rehana,,,,,,,,,,,
VO:0005775,CARP-2 vaccine adjuvant,vaccine adjuvant,LLM,plant-derived vaccine adjuvant,CARP-2,"CARP-2 stimulates the immune response by binding to CD40 and CD86, triggering the activation of NF-κB and MAPK pathways. This activation leads to the production of pro-inflammatory cytokines, including TNF-α and IL-6, which in turn activate dendritic cells and other innate immune cells, ultimately shaping the adaptive response. The production of TNF-α and IL-6 also promotes the activation of T cells, leading to the polarization of T cells towards Th1 and Th17 responses, while also inducing antibody production.",PMID:35698367,Josh Monickaraj|Hasin Rehana,,,,Th1-biased immune profile,,,,,,,
VO:0005776,peptide vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant composed of peptides that is added to vaccines to enhance the body’s immune response to an antigen.,,Jie Zheng,,,,,,,,,,,
VO:0005777,animal-derived vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,"Vaccine adjuvant obtained from animals, such as from animal tissues, fluids, or byproducts and added to vaccines to enhance the body's immune response to an antigen.",,Jie Zheng,,,,,,,,,,,
VO:0005778,fusion protein vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,"Vaccine adjuvant composed of fusion proteins, which is added to vaccines to enhance and modulate the immune response to a specific antigen.",,Jie Zheng,,,,,,,,,,,
VO:0005779,adenovirus-mediated vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant composed of adenovirus to stimulate and augment the immune response to an antigen.,,Jie Zheng,,,,,,,,,,,
VO:0006092,LMQ vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,LMQ,A combination vaccine adjuvant that is liposome-based adjuvant of a synthetic TLR agonist and saponin induced a Th1-biased immune response.,https://www.ncbi.nlm.nih.gov/pubmed/?term=36634821|https://www.ncbi.nlm.nih.gov/pubmed/?term=36119058|https://www.ncbi.nlm.nih.gov/pubmed/?term=37029167,Maria Lawrenz|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,"Chemical Nature: Combination adjuvant
Mechanism of Action: n/a
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Maria Lawrenz, Vaccine Formulation Institute",https://github.com/vaccineontology/VO/issues/614,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0006093,CPDI-02 vaccine adjuvant,vaccine adjuvant,VAC,peptide vaccine adjuvant,CPDI-02,A vaccine adjuvant that is a peptide which is able to induce Th1/Th2/Th17 immune responses through the mechanism of selectively activates C5aR1 on mononuclear phagocytes vs neutrophils.,https://www.ncbi.nlm.nih.gov/pubmed/?term=11710544|https://www.ncbi.nlm.nih.gov/pubmed/?term=19836478|https://www.ncbi.nlm.nih.gov/pubmed/?term=20965299,Joseph Vetro|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,"Chemical Nature: Other - Peptide
Mechanism of Action: (Primary) Selectively activates C5aR1 on mononuclear phagocytes vs neutrophils
Immune profile induced: Th1/Th2/Th17
Route of immunization: IP, IV
Point of Contact: Joseph Vetro, University of Nebraska Medical Center",https://github.com/vaccineontology/VO/issues/615,,Th1/Th2/Th17 mixed immune profile,,,,,,,
VO:0006094,CpG55.2 vaccine adjuvant,vaccine adjuvant,VAC,CpG DNA vaccine adjuvant,CpG55.2,A vaccine adjuvant with a Toll-like receptor 9 (TLR9)-active oligonucleotide that is able to induce Th1/Th2 immune responses.,https://www.ncbi.nlm.nih.gov/pubmed/?term=34420786|https://www.ncbi.nlm.nih.gov/pubmed/?term=34399628|https://www.ncbi.nlm.nih.gov/pubmed/?term=34456075|https://www.ncbi.nlm.nih.gov/pubmed/?term=34420786|https://www.ncbi.nlm.nih.gov/pubmed/?term=24554695|https://www.ncbi.nlm.nih.gov/pubmed/?term=32418798|https://www.ncbi.nlm.nih.gov/pubmed/?term=32156809|https://www.ncbi.nlm.nih.gov/pubmed/?term=33479242|https://www.ncbi.nlm.nih.gov/pubmed/?term=27387453,Nikolai Petrovsky|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,"Chemical Nature: Nucleic acid
Mechanism of Action: TLR9 agonist
Immune profile induced: Mixed Th1/Th2
Route of immunization: IM, SQ
Point of Contact: Nikolai Petrovsky, Vaxine LTD
",https://github.com/vaccineontology/VO/issues/616,Toll-like receptor 9,Th1/Th2 mixed immune profile,,,,,,,
VO:0006095,SMNP vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,SMNP|saponin and MPLA nanoparticle vaccine adjuvant|saponin and MPLA nanoparticles,"A combination vaccine adjuvant that includes AS01-mimic, Immune Stimulating Complex (ISCOM) with a TLR4 agonist.",PMID:34860581,Katarzyna Kaczmarek Michaels|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar|Le Liu,"Chemical Nature: Combination adjuvant
Mechanism of Action: Cytokine induction in draining lymph nodes with increased lymph flow and lymph antigen accumulation
Immune profile induced: Mixed Th1/Th2
Route of immunization: s.c. / i.m. / i.n.
Point of Contact: Katarzyna Kaczmarek Michaels, Massachusetts Institute of Technology
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=34860581
https://www.ncbi.nlm.nih.gov/pubmed/?term=36131022
https://www.ncbi.nlm.nih.gov/pubmed/?term=34878851",https://github.com/vaccineontology/VO/issues/632,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
