ID,LABEL,inSubset,Parent,alternative label,definition,definition source,term editor,seeAlso,editor note,VAC adjuvant ID,term tracker item,has molecular receptor,has role,induces immune profile,derives from,equivalent axioms
VO:0005386,3m-052-se vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,3M-052-SE,,https://vac.niaid.nih.gov/view?id=57|https://www.ncbi.nlm.nih.gov/pubmed/?term=28429728|https://www.ncbi.nlm.nih.gov/pubmed/?term=30089691|https://www.ncbi.nlm.nih.gov/pubmed/?term=32213623|https://www.ncbi.nlm.nih.gov/pubmed/?term=34131024|https://www.ncbi.nlm.nih.gov/pubmed/?term=34972105|https://www.ncbi.nlm.nih.gov/pubmed/?term=35572573,Christopher Fox|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI",57,,,,Th1-biased immune profile,,
VO:0005387,3m-052-alum vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,3M-052-Alum,,https://vac.niaid.nih.gov/view?id=59|https://www.ncbi.nlm.nih.gov/pubmed/?term=27847326|https://www.ncbi.nlm.nih.gov/pubmed/?term=32561559|https://www.ncbi.nlm.nih.gov/pubmed/?term=33971664|https://www.ncbi.nlm.nih.gov/pubmed/?term=34117252|https://www.ncbi.nlm.nih.gov/pubmed/?term=34266981,Christopher Fox|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Clinical trials:
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT04915768
https://clinicaltrials.gov/ct2/show/NCT05197712",59,,,,Th1-biased immune profile,,
VO:0005388,Swe vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,SWE,,https://vac.niaid.nih.gov/view?id=50|https://www.ncbi.nlm.nih.gov/pubmed/?term=30849373|https://www.ncbi.nlm.nih.gov/pubmed/?term=32411401,Patrice Dubois|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) emulsion
Mechanism of Action: unknown
Immune profile induced: Th1/Th17

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute

Clinical trial:
https://clinicaltrials.gov/ct2/show/NCT04702178",50,,,,Th1/Th17 mixed immune profile,,
VO:0005389,Sq vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,SQ,,https://vac.niaid.nih.gov/view?id=52|https://www.ncbi.nlm.nih.gov/pubmed/?term=33688647,Patrice Dubois|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) Emulsion (with Saponin)
Mechanism of Action: unknown
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute",52,,,,Th1-biased immune profile,,
VO:0005390,Lq vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,LQ,,https://vac.niaid.nih.gov/view?id=51|https://www.ncbi.nlm.nih.gov/pubmed/?term=32156809|https://www.ncbi.nlm.nih.gov/pubmed/?term=33688647,Patrice Dubois|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) other (liposome with Saponin)
Mechanism of Action: unknown
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute",51,,,,Th1-biased immune profile,,
VO:0005419,Microcrystalline tyrosine vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,MCT|MCT vaccine adjuvant|MicroCrystalline Tyrosine,,https://vac.niaid.nih.gov/view?id=25|https://www.ncbi.nlm.nih.gov/pubmed/?term=28347293|https://www.ncbi.nlm.nih.gov/pubmed/?term=28468322|https://www.ncbi.nlm.nih.gov/pubmed/?term=28953265|https://www.ncbi.nlm.nih.gov/pubmed/?term=29592962,Matthew Heath|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: Activation of APCs, activation of T cells and stimulating B cell proliferation (IgG)
Immune profile induced: Th1-biased

Route of immunization: IM and SQ
Point of Contact: Matthew Heath, Allergy Therapeutics (UK) Ltd",25,,,,Th1-biased immune profile,,
VO:0005420,Gla-se vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,GLA-SE,,https://clinicaltrials.gov/ct2/show/NCT01484548|https://clinicaltrials.gov/ct2/show/NCT01751048|https://clinicaltrials.gov/ct2/show/NCT02071758|https://vac.niaid.nih.gov/view?id=62|https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089|https://www.ncbi.nlm.nih.gov/pubmed/?term=21060869|https://www.ncbi.nlm.nih.gov/pubmed/?term=27142329,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=27142329
https://www.ncbi.nlm.nih.gov/pubmed/?term=21060869
https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089
https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089
https://www.ncbi.nlm.nih.gov/pubmed/?term=20944089
https://www.ncbi.nlm.nih.gov/pubmed/?term=21816196
https://www.ncbi.nlm.nih.gov/pubmed/?term=21690242
https://www.ncbi.nlm.nih.gov/pubmed/?term=21060869
https://www.ncbi.nlm.nih.gov/pubmed/?term=22291184
https://www.ncbi.nlm.nih.gov/pubmed/?term=22291184
https://www.ncbi.nlm.nih.gov/pubmed/?term=23045649
https://www.ncbi.nlm.nih.gov/pubmed/?term=23045649
https://www.ncbi.nlm.nih.gov/pubmed/?term=22509423
https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687
https://www.ncbi.nlm.nih.gov/pubmed/?term=23904160
https://www.ncbi.nlm.nih.gov/pubmed/?term=23954378
https://www.ncbi.nlm.nih.gov/pubmed/?term=22425788
https://www.ncbi.nlm.nih.gov/pubmed/?term=22891286
https://www.ncbi.nlm.nih.gov/pubmed/?term=22891286
https://www.ncbi.nlm.nih.gov/pubmed/?term=23624057
https://www.ncbi.nlm.nih.gov/pubmed/?term=23624057
https://www.ncbi.nlm.nih.gov/pubmed/?term=23228811
https://www.ncbi.nlm.nih.gov/pubmed/?term=25024362
https://www.ncbi.nlm.nih.gov/pubmed/?term=25030053
https://www.ncbi.nlm.nih.gov/pubmed/?term=24404140
https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505
https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505
https://www.ncbi.nlm.nih.gov/pubmed/?term=24397898
https://www.ncbi.nlm.nih.gov/pubmed/?term=24397898
https://www.ncbi.nlm.nih.gov/pubmed/?term=24728521
https://www.ncbi.nlm.nih.gov/pubmed/?term=24728521
https://www.ncbi.nlm.nih.gov/pubmed/?term=25367751
https://www.ncbi.nlm.nih.gov/pubmed/?term=26541135
https://www.ncbi.nlm.nih.gov/pubmed/?term=25637347
https://www.ncbi.nlm.nih.gov/pubmed/?term=27005808
https://www.ncbi.nlm.nih.gov/pubmed/?term=26656121
https://www.ncbi.nlm.nih.gov/pubmed/?term=26874325
https://www.ncbi.nlm.nih.gov/pubmed/?term=26791076
https://www.ncbi.nlm.nih.gov/pubmed/?term=27466350
https://www.ncbi.nlm.nih.gov/pubmed/?term=27699241
https://www.ncbi.nlm.nih.gov/pubmed/?term=29176865
https://www.ncbi.nlm.nih.gov/pubmed/?term=27958370
https://www.ncbi.nlm.nih.gov/pubmed/?term=29263879
https://www.ncbi.nlm.nih.gov/pubmed/?term=29795025
https://www.ncbi.nlm.nih.gov/pubmed/?term=29983563
https://www.ncbi.nlm.nih.gov/pubmed/?term=29619252
https://www.ncbi.nlm.nih.gov/pubmed/?term=29619252
https://www.ncbi.nlm.nih.gov/pubmed/?term=27895131
https://www.ncbi.nlm.nih.gov/pubmed/?term=32636844
https://www.ncbi.nlm.nih.gov/pubmed/?term=29541075
https://www.ncbi.nlm.nih.gov/pubmed/?term=33705411
https://www.ncbi.nlm.nih.gov/pubmed/?term=35126135
https://www.ncbi.nlm.nih.gov/pubmed/?term=19679214
https://www.ncbi.nlm.nih.gov/pubmed/?term=26731269
https://www.ncbi.nlm.nih.gov/pubmed/?term=26453448
https://www.ncbi.nlm.nih.gov/pubmed/?term=26453448
https://www.ncbi.nlm.nih.gov/pubmed/?term=27456709
https://www.ncbi.nlm.nih.gov/pubmed/?term=32023469
https://www.ncbi.nlm.nih.gov/pubmed/?term=32402293
https://www.ncbi.nlm.nih.gov/pubmed/?term=32348377
https://www.ncbi.nlm.nih.gov/pubmed/?term=32697993
https://www.ncbi.nlm.nih.gov/pubmed/?term=29515589
https://www.ncbi.nlm.nih.gov/pubmed/?term=33046728
https://www.ncbi.nlm.nih.gov/pubmed/?term=31690678
https://www.ncbi.nlm.nih.gov/pubmed/?term=31174937
https://www.ncbi.nlm.nih.gov/pubmed/?term=30567978
https://www.ncbi.nlm.nih.gov/pubmed/?term=31362695
https://www.ncbi.nlm.nih.gov/pubmed/?term=29769270
https://www.ncbi.nlm.nih.gov/pubmed/?term=31521953
https://www.ncbi.nlm.nih.gov/pubmed/?term=28298421

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT01484548
https://clinicaltrials.gov/ct2/show/NCT01751048
https://clinicaltrials.gov/ct2/show/NCT02071758
https://clinicaltrials.gov/ct2/show/NCT02465216
https://clinicaltrials.gov/ct2/show/NCT01927159
https://clinicaltrials.gov/ct2/show/NCT01599897
https://clinicaltrials.gov/ct2/show/NCT01154049
https://clinicaltrials.gov/ct2/show/NCT03302897
https://clinicaltrials.gov/ct2/show/NCT02465216
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT03806686
https://clinicaltrials.gov/ct2/show/NCT01949909
https://clinicaltrials.gov/ct2/show/NCT01540474
https://clinicaltrials.gov/ct2/show/NCT02014727
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT02658253
https://clinicaltrials.gov/ct2/show/NCT01991561
https://clinicaltrials.gov/ct2/show/NCT01596725
https://clinicaltrials.gov/ct2/show/NCT01147068
https://clinicaltrials.gov/ct2/show/NCT03820414
https://clinicaltrials.gov/ct2/show/NCT03220724
https://clinicaltrials.gov/ct2/show/NCT03409276
https://clinicaltrials.gov/ct2/show/NCT01864876
https://clinicaltrials.gov/ct2/show/NCT02115815
https://clinicaltrials.gov/ct2/show/NCT01397604",62,,,,,,
VO:0005421,Gla-slq vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,GLA-SLQ,,https://vac.niaid.nih.gov/view?id=63|https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687|https://www.ncbi.nlm.nih.gov/pubmed/?term=24465426|https://www.ncbi.nlm.nih.gov/pubmed/?term=24551202|https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505|https://www.ncbi.nlm.nih.gov/pubmed/?term=26541135|https://www.ncbi.nlm.nih.gov/pubmed/?term=26862758|https://www.ncbi.nlm.nih.gov/pubmed/?term=31174937|https://www.ncbi.nlm.nih.gov/pubmed/?term=31690678|https://www.ncbi.nlm.nih.gov/pubmed/?term=32636844,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Mixed Th1/Th2

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT03589794",63,,,TLR4 receptor role,Th1/Th2 mixed immune profile,,
VO:0005422,Sla-lsq vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,SLA-LSQ,,https://vac.niaid.nih.gov/view?id=64|https://www.ncbi.nlm.nih.gov/pubmed/?term=30302281,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI",64,,,TLR4 receptor role,Th1-biased immune profile,,
VO:0005423,Sla-se vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,SLA-SE,,https://vac.niaid.nih.gov/view?id=65|https://www.ncbi.nlm.nih.gov/pubmed/?term=30386348|https://www.ncbi.nlm.nih.gov/pubmed/?term=31149350|https://www.ncbi.nlm.nih.gov/pubmed/?term=31891152|https://www.ncbi.nlm.nih.gov/pubmed/?term=32540272|https://www.ncbi.nlm.nih.gov/pubmed/?term=35459225,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: n/a

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT03820414
https://clinicaltrials.gov/ct2/show/NCT02071758",65,,,TLR4 receptor role,,,
VO:0005424,Gla-af vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,GLA-AF,,https://vac.niaid.nih.gov/view?id=66|https://www.ncbi.nlm.nih.gov/pubmed/?term=22896687|https://www.ncbi.nlm.nih.gov/pubmed/?term=24465426|https://www.ncbi.nlm.nih.gov/pubmed/?term=24551202|https://www.ncbi.nlm.nih.gov/pubmed/?term=24556505|https://www.ncbi.nlm.nih.gov/pubmed/?term=26541135|https://www.ncbi.nlm.nih.gov/pubmed/?term=26862758|https://www.ncbi.nlm.nih.gov/pubmed/?term=31174937|https://www.ncbi.nlm.nih.gov/pubmed/?term=31690678|https://www.ncbi.nlm.nih.gov/pubmed/?term=32636844,Christopher Fox|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,,"Chemical Nature: other
Mechanism of Action: TLR4; Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02508376
https://clinicaltrials.gov/ct2/show/NCT02647489
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT03589794",66,,,TLR4 receptor role,Th1-biased immune profile,,
VO:0005471,Mas-1 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,MAS-1,Vaccine adjuvant 30:70 (w/w) water-in-oil  (w/o) emulsion that stimulates a mixed th1/th2 response.,https://clinicaltrials.gov/ct2/show/NCT02118077|https://clinicaltrials.gov/ct2/show/NCT02500680|https://clinicaltrials.gov/ct2/show/NCT03624062|https://vac.niaid.nih.gov/view?id=68|https://www.ncbi.nlm.nih.gov/pubmed/?term=23595760|https://www.ncbi.nlm.nih.gov/pubmed/?term=24783964|https://www.ncbi.nlm.nih.gov/pubmed/?term=34429319|https://www.ncbi.nlm.nih.gov/pubmed/?term=34926305,Peter Blackburn|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: emulsion
Mechanism of Action: adjuvanted antigen depot at injection site
Immune profile induced: Mixed Th1/Th2

Route of immunization: IM and SQ
Point of Contact: Peter Blackburn, MerciaPharma

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=23595760
https://www.ncbi.nlm.nih.gov/pubmed/?term=24783964
https://www.ncbi.nlm.nih.gov/pubmed/?term=34429319
https://www.ncbi.nlm.nih.gov/pubmed/?term=34926305

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT02500680
https://clinicaltrials.gov/ct2/show/NCT02500680
https://clinicaltrials.gov/ct2/show/NCT03624062
https://clinicaltrials.gov/ct2/show/NCT02118077",68,,,,Th1/Th2 mixed immune profile,,
VO:0005472,Prolng-s vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,ProLNG-S,Vaccine adjuvant that induces cd8 t cells and provides innate protection.,https://vac.niaid.nih.gov/view?id=34|https://www.ncbi.nlm.nih.gov/pubmed/?term=36635335,Taegyan Kang|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: SQ
Point of Contact: Taegyan Kang, Progeneer

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=36635335

Ongoing clinical trials: n/a",34,,,,Th1-biased immune profile,,
VO:0005473,Caf09b vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,CAF09b,Vaccine adjuvant that is a lipid-based vaccine adjuvent based on cationic surfactant dimethyl-dioctadecyl ammonium (dda) combined with c-type lectin agonist monomycoloyl glycerol (mmg) and tlr3 agonist poly i:c. caf09b is able to induce cd8+ t-cell response.,https://clinicaltrials.gov/ct2/show/NCT03715985|https://vac.niaid.nih.gov/view?id=76|https://www.ncbi.nlm.nih.gov/pubmed/?term=33352684|https://www.ncbi.nlm.nih.gov/pubmed/?term=35036074|https://www.ncbi.nlm.nih.gov/pubmed/?term=35163772,Gabriel Kristian Pedersen|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Liposome
Mechanism of Action: n/a
Immune profile induced: n/a

Route of immunization: IN, IP, IM,
Point of Contact: Gabriel Kristian Pedersen, Staten Serum Institute (SSI)

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=35163772
https://www.ncbi.nlm.nih.gov/pubmed/?term=33352684
https://www.ncbi.nlm.nih.gov/pubmed/?term=35036074

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03715985",76,,,,Th1-biased immune profile,,
VO:0005474,3m-052-af vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,3M-052-AF,Vaccine adjuvant that is a lipid-based nanosuspension of a synthetic tlr7/8 ligand that facilitates adsorption to aluminum oxyhydroxide via the structural properties of the helper lipid employed.,https://clinicaltrials.gov/ct2/show/NCT04177355|https://clinicaltrials.gov/ct2/show/NCT04915768|https://clinicaltrials.gov/ct2/show/NCT05471076|https://clinicaltrials.gov/ct2/show/NCT05781542|https://vac.niaid.nih.gov/view?id=69|https://www.ncbi.nlm.nih.gov/pubmed/?term=27847326|https://www.ncbi.nlm.nih.gov/pubmed/?term=36274085,Valerie Soza|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Valerie Soza, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=27847326
https://www.ncbi.nlm.nih.gov/pubmed/?term=27847326
https://www.ncbi.nlm.nih.gov/pubmed/?term=36274085

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT05781542
https://clinicaltrials.gov/ct2/show/NCT05471076
https://clinicaltrials.gov/ct2/show/NCT04915768
https://clinicaltrials.gov/ct2/show/NCT05781542",69,,,,Th1-biased immune profile,,
VO:0005475,Nanoalum vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,NanoAlum,"Vaccine adjuvant that reformulates alhydrogel as a stable nanoparticle with the anionic polymer polyacrylic acid (paa), leading to the induction of structure-dependent th1 response.",https://vac.niaid.nih.gov/view?id=71|https://www.ncbi.nlm.nih.gov/pubmed/?term=30622742|https://www.ncbi.nlm.nih.gov/pubmed/?term=31930264,Valerie Soza|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Valerie Soza, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=30622742
https://www.ncbi.nlm.nih.gov/pubmed/?term=31930264",71,,,,Th1-biased immune profile,,
VO:0005476,Nanostructured lipid carrier (nlc) vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,NLC vaccine adjuvant|Nanostructured Lipid Carrier|Nanostructured Lipid Carrier (NLC),Vaccine adjuvant is a small molecule adjuvant that induces th1-based immune response and is designed for use with self-amplifying rna antigens.,https://clinicaltrials.gov/ct2/show/NCT05370040|https://vac.niaid.nih.gov/view?id=70|https://www.ncbi.nlm.nih.gov/pubmed/?term=24551202|https://www.ncbi.nlm.nih.gov/pubmed/?term=34058388|https://www.ncbi.nlm.nih.gov/pubmed/?term=35308783|https://www.ncbi.nlm.nih.gov/pubmed/?term=35911728|https://www.ncbi.nlm.nih.gov/pubmed/?term=36323666|https://www.ncbi.nlm.nih.gov/pubmed/?term=36589712,Valerie Soza|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Valerie Soza, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=35911728
https://www.ncbi.nlm.nih.gov/pubmed/?term=24551202
https://www.ncbi.nlm.nih.gov/pubmed/?term=34058388
https://www.ncbi.nlm.nih.gov/pubmed/?term=35308783
https://www.ncbi.nlm.nih.gov/pubmed/?term=36589712
https://www.ncbi.nlm.nih.gov/pubmed/?term=36323666

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT05370040",70,,,,Th1-biased immune profile,,
VO:0005482,Sla-af vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,SLA-AF,Vaccine adjuvant is an oil-in-water emulsion that induces th1-based immune response.,https://vac.niaid.nih.gov/view?id=72|https://www.ncbi.nlm.nih.gov/pubmed/?term=32983577|https://www.ncbi.nlm.nih.gov/pubmed/?term=35459225,Valerie Soza|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: n/a

Route of immunization: IM
Point of Contact: Valerie Soza, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=32983577
https://www.ncbi.nlm.nih.gov/pubmed/?term=35459225",72,,,,Th1-biased immune profile,,
VO:0005483,Caf01 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,CAF01,Vaccine adjuvant is a gadoteridol-loaded cationic adjuvant formulation 01 that induced a th1/th17 type of immune response.,https://clinicaltrials.gov/ct2/show/NCT00922363|https://clinicaltrials.gov/ct2/show/NCT01009762|https://clinicaltrials.gov/ct2/show/NCT01141205|https://clinicaltrials.gov/ct2/show/NCT02787109|https://clinicaltrials.gov/ct2/show/NCT03926728|https://vac.niaid.nih.gov/view?id=75|https://www.ncbi.nlm.nih.gov/pubmed/?term=18776936|https://www.ncbi.nlm.nih.gov/pubmed/?term=21124731|https://www.ncbi.nlm.nih.gov/pubmed/?term=26394776|https://www.ncbi.nlm.nih.gov/pubmed/?term=29358939|https://www.ncbi.nlm.nih.gov/pubmed/?term=29699790|https://www.ncbi.nlm.nih.gov/pubmed/?term=30291987|https://www.ncbi.nlm.nih.gov/pubmed/?term=30555488|https://www.ncbi.nlm.nih.gov/pubmed/?term=31539263|https://www.ncbi.nlm.nih.gov/pubmed/?term=34044110,Gabriel Kristian Pedersen|Ari Joffe|Wolfgang Leitner|Oliver He,,"Chemical Nature: Liposome system
Mechanism of Action: n/a
Immune profile induced: Th1/Th17

Route of immunization: IP, IM, IN, SQ, ID, SC, SL, intratracheal, endotracheal, Fish vaccination
Point of Contact: Gabriel Kristian Pedersen, Staten Serum Institute (SSI)

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=31539263
https://www.ncbi.nlm.nih.gov/pubmed/?term=30555488
https://www.ncbi.nlm.nih.gov/pubmed/?term=29699790
https://www.ncbi.nlm.nih.gov/pubmed/?term=34044110
https://www.ncbi.nlm.nih.gov/pubmed/?term=26394776
https://www.ncbi.nlm.nih.gov/pubmed/?term=18776936
https://www.ncbi.nlm.nih.gov/pubmed/?term=30291987
https://www.ncbi.nlm.nih.gov/pubmed/?term=21124731
https://www.ncbi.nlm.nih.gov/pubmed/?term=29358939
https://www.ncbi.nlm.nih.gov/pubmed/?term=33072125
https://www.ncbi.nlm.nih.gov/pubmed/?term=35585969
https://www.ncbi.nlm.nih.gov/pubmed/?term=26494626
https://www.ncbi.nlm.nih.gov/pubmed/?term=26379666
https://www.ncbi.nlm.nih.gov/pubmed/?term=35124896
https://www.ncbi.nlm.nih.gov/pubmed/?term=34358167
https://www.ncbi.nlm.nih.gov/pubmed/?term=29541075
https://www.ncbi.nlm.nih.gov/pubmed/?term=31130946
https://www.ncbi.nlm.nih.gov/pubmed/?term=31906072
https://www.ncbi.nlm.nih.gov/pubmed/?term=32106599
https://www.ncbi.nlm.nih.gov/pubmed/?term=19492047
https://www.ncbi.nlm.nih.gov/pubmed/?term=33422991
https://www.ncbi.nlm.nih.gov/pubmed/?term=28414746
https://www.ncbi.nlm.nih.gov/pubmed/?term=33066267
https://www.ncbi.nlm.nih.gov/pubmed/?term=27958370
https://www.ncbi.nlm.nih.gov/pubmed/?term=23308247
https://www.ncbi.nlm.nih.gov/pubmed/?term=30984200
https://www.ncbi.nlm.nih.gov/pubmed/?term=20505822
https://www.ncbi.nlm.nih.gov/pubmed/?term=27525651
https://www.ncbi.nlm.nih.gov/pubmed/?term=23873630

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT00922363
https://clinicaltrials.gov/ct2/show/NCT01009762
https://clinicaltrials.gov/ct2/show/NCT02787109
https://clinicaltrials.gov/ct2/show/NCT01141205
https://clinicaltrials.gov/ct2/show/NCT03926728",75,,,,Th1/Th17 mixed immune profile,,
VO:0006092,Lmq vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,LMQ,Combination vaccine adjuvant that is liposome-based adjuvant of a synthetic tlr agonist and saponin induced a th1-biased immune response.,https://www.ncbi.nlm.nih.gov/pubmed/?term=36634821|https://www.ncbi.nlm.nih.gov/pubmed/?term=36119058|https://www.ncbi.nlm.nih.gov/pubmed/?term=37029167,Maria Lawrenz|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature: Combination adjuvant
Mechanism of Action: n/a
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Maria Lawrenz, Vaccine Formulation Institute",78,https://github.com/vaccineontology/VO/issues/614,,,Th1-biased immune profile,,
VO:0006093,Cpdi-02 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,CPDI-02,Vaccine adjuvant that is a peptide which is able to induce th1/th2/th17 immune responses through the mechanism of selectively activates c5ar1 on mononuclear phagocytes vs neutrophils.,https://www.ncbi.nlm.nih.gov/pubmed/?term=11710544|https://www.ncbi.nlm.nih.gov/pubmed/?term=19836478|https://www.ncbi.nlm.nih.gov/pubmed/?term=20965299,Joseph Vetro|Jie Zheng|Wolfgang Leitner|Oliver He|Nilufer kosar,,"Chemical Nature: Other - Peptide
Mechanism of Action: (Primary) Selectively activates C5aR1 on mononuclear phagocytes vs neutrophils
Immune profile induced: Th1/Th2/Th17
Route of immunization: IP, IV
Point of Contact: Joseph Vetro, University of Nebraska Medical Center",40,https://github.com/vaccineontology/VO/issues/615,,,Th1/Th2/Th17 mixed immune profile,,
