ID,LABEL,new LABEL,InSubset,Parent,Equivalent Class,has role,in taxon,definition,definition source,term editor,alternative label,alternative ID,seeAlso,editor note,comment
VO:0002729,NV from Infectious Hematopoietic Necrosis Virus,NV from Infectious Hematopoietic Necrosis Virus,gene,Infectious Hematopoietic Necrosis Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1489849; PMID: 15047826,,A mutation in the non-virion protein of IHNV causes attenuated growth in rainbow trout and is able to provide significant protection from subsequent challenge with wild type IHNV
VO:0002730,M2 from Influenza virus,M2 from Influenza virus,gene,Influenza virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 956528; PMID: 19321619,,"Mutant influenza virus that lacks the transmembrane and cytoplasmic tail domains of M2 (M2 knockout [M2KO]) from Influenza A virus (A/Puerto Rico/8/34(H1N1)) is attenuated in both cell culture and mice. Mice intranasally vaccinated with M2KO virus developed protective immune responses and survived a lethal challenge with the wild-type virus, suggesting that the M2KO virus has potential as a live attenuated vaccine"
VO:0002731,NS1 from Influenza virus,NS1 from Influenza virus,gene,Influenza virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 505039; PMID: 19768406,,"Intranasal inoculation of mice, pigs, horses, and macaques with NS1-modified influenza virus strains induced robust humoral and cellular immune responses, and generated immune protection against challenge with wild-type virus"
VO:0002732,GP5 protein from Porcine respiratory and reproductive syndrome virus,GP5 protein from Porcine respiratory and reproductive syndrome virus,gene,Porcine respiratory and reproductive syndrome virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 149389584; PMID: 19339125,,A mutation in the GP5 protein attenuates HP-PRRSV in piglets. This mutant (HuN4-F112) induces protection against challenge with wild type HP-PRRSV
VO:0002733,glycoprotein E from Pseudorabies virus,glycoprotein E from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 307634504; PMID: 12488067,,"A glycoprotein E mutant, in combination with UL23 and glycoprotein G mutations, is attenuated in raccoons, with a 75% survival rate. This mutant also provides some protection from wild type PRV"
VO:0002734,glycoprotein G from Pseudorabies virus,glycoprotein G from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 15422177; PMID: 12488067,,"A glycoprotein G mutant, in combination with UL23 and glycoprotein E mutations, is attenuated in raccoons, with a 75% survival rate. This mutant also provides some protection from wild type PRV"
VO:0002735,glycoprotein M from Pseudorabies virus,glycoprotein M from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 1478255; PMID: 9292000,,"A glycoprotein M, gM, deletion in pseudorabies virus was attenuated and induced protection in piglets against intranasal challenge with 108 p.f.u. of the highly virulent PrV strain NIA-3"
VO:0002736,gp50 from Pseudorabies virus,gp50 from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2952548; PMID: 8178562,,A gp50+gp63 deletion mutant in Pseudorabies virus was attenuated and provided protection from clinical signs of Aujeszky's disease after a challenge inoculation with the virulent wild-type PRV strain NIA-3
VO:0002737,gp63 from Pseudorabies virus,gp63 from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2952540; PMID: 8178562,,A gp50+gp63 deletion mutant in Pseudorabies virus was attenuated and provided protection from clinical signs of Aujeszky's disease after a challenge inoculation with the virulent wild-type PRV strain NIA-3
VO:0002738,UL23 from Pseudorabies virus,UL23 from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2952559; PMID: 12488067,,"A UL23 mutant, in combination with mutations in glycoproteins G and E, is attenuated in raccoons, with a 75% survival rate. This mutant also provides some protection from wild type PRV"
VO:0002739,UL50 from Pseudorabies virus,UL50 from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2952537; PMID: 9228681,,A UL50 mutant is attenuated in pseudorabies virus and induces significant protection in pigs from challenge with the highly virulent NIA-3 strain of PrV
VO:0002740,US3 from Pseudorabies virus,US3 from Pseudorabies virus,gene,Pseudorabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2952561; PMID: 7975253,,"Researchers intranasally inoculated pigs, the natural host of this virus, with mutant PRV strains in which the genes encoding the protein kinase (US3) proteins were inactivated. After challenge infection with the virulent PRV strain NIA-3, no virus was excreted by wt PRV- and PK- mutant-immunized animals, indicating complete protective immunity"
VO:0002741,glycoprotein G from Rabies virus,glycoprotein G from Rabies virus,gene,Rabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1489856; PMID: 21514343,,"A glycoprotein G mutant in rabies virus is attenuated. After a one-dose intramuscular vaccination, the ERAg3m virus protected 100% of mice and hamsters from lethal challenge. In co-infections, using a lethal dose of street rabies virus mixed with ERAg3m, 100% of hamsters and 90% of mice survived and were protected against subsequent infection"
VO:0002742,P protein from Rabies virus,P protein from Rabies virus,gene,Rabies virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 291220682; PMID: 15896403,,A P gene mutant is attenuated in mice and induces significant protection from challenge with wild type Rabies virus
VO:0002743,E from SARS-CoV,E from SARS-CoV,gene,SARS-CoV gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1489671; PMID: 18463152,,An E mutant is attenuated in hamsters and induces significant protection from challenge with wild type SARS
VO:0002744,nef from Simian Immunodeficiency Virus,nef from Simian Immunodeficiency Virus,gene,Simian Immunodeficiency Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1490008; PMID: 1470917,,A SIV nef mutant is attenuated in rhesus monkeys and induces protection from challenge with wild type SIV
VO:0002745,C protein from Tick-borne Encephalitis Virus (TBEV),C protein from Tick-borne Encephalitis Virus,gene,Tick-borne Encephalitis Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 206570298; PMID: 11884577,,A virus with a mutation in protein C is attenuated in mice and induced protection from challenge with wild type TBE virus
VO:0002746,E1 glycoprotein from VEE Virus,E1 glycoprotein from VEE Virus,gene,VEE Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 798795; PMID: 7676619,,A VEE mutant with a PE2 cleavage signal mutation and a suppressor mutation in E1 is highly attenuated in mice and provides complete protection against challenge with wild type VEE
VO:0002747,PE2 from VEE Virus,PE2 from VEE Virus,gene,VEE Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 229558446; PMID: 7676619,,A VEE mutant with a PE2 cleavage signal mutation and a suppressor mutation in E1 is highly attenuated in mice and provides complete protection against challenge with wild type VEE
VO:0002748,C protein from West Nile virus,C protein from West Nile virus,gene,West Nile virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 158516889; PMID: 20600500,,A virus with a C protein mutation is attenuated in mice and induces significant protection from challenge with wild type West Nile virus
VO:0002749,E1 from Western equine encephalomyelitis virus,E1 from Western equine encephalomyelitis virus,gene,Western equine encephalomyelitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002750,NCBI_Protein_ID: 17148717; PMID: 12641414,,A PE2 mutant combined with a deletion in E1 (WE2130) induced low-level viremia in chickens and protected against challenge with wild type WEE after 2 weeks. This study also found that it is unlikely that mosquito transmission of this strain would occur
VO:0002751,E2 from Western equine encephalomyelitis virus,E2 gene from Western equine encephalomyelitis virus,gene,Western equine encephalomyelitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002752,NCBI_Protein_ID: 29611992; PMID: 12641414,,A PE2 mutant combined with a deletion in E2 (WE2102) induced low-level viremia in chickens and protected against challenge with wild type WEE after 2 weeks. This study also found that it is unlikely that mosquito transmission of this strain would occur
VO:0002753,PE2 from Western equine encephalomyelitis virus,PE2 from Western equine encephalomyelitis virus,gene,Western equine encephalomyelitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002754,NCBI_Protein_ID: 90811336; PMID: 12641414,,A PE2 mutant combined with either a deletion in E2 (WE2102) or E1 (WE2130) induced low-level viremia in chickens and protected against challenge with wild type WEE after 2 weeks. This study also found that it is unlikely that mosquito transmission of these two strains would occur
VO:0002755,cen1 from Leishmania donovani,cen1 from Leishmania donovani,gene,Leishmania donovani gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 15488542; PMID: 19592661,,A cen1 mutant is attenuated in mice and hamsters and induces significant protection from challenge with wild type L. donovani
VO:0002756,HSP70 II from Leishmania infantum,HSP70 II from Leishmania infantum,gene,Leishmania infantum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 5073319; PMID: 21794145,,"A Leishmania infantum deletion mutant of HSP70-II gene is attenuated and provides protection against Leishmania infection in the L. major-BALB/c infection model. Also, DeltaHSP70-II is a safe live vaccine as immunodeficient SCID mice, and hamsters, infected with mutant parasites did not develp any sign of pathology"
VO:0002757,fabB/fabF from Plasmodium spp.,fabB/fabF from Plasmodium falciparum,gene,Plasmodium falciparum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3885996; PMID: 21669394,,A genetically attenuated parasite (GAP) with a mutation in the FabB/FabF gene is attenuated in mice by arresting in the late liver stage. It also conferred complete protection in mice from challenge with wild type Plasmodium
VO:0002758,p36p from Plasmodium spp.,p36p from Plasmodium berghei,gene,Plasmodium berghei gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3424772; PMID: 7604034,,Genetically attenuated P36p-deficient Plasmodium berghei sporozoites provide protection against sporozoites challenge in mice
VO:0002759,py36 from Plasmodium spp.,py36 from Plasmodium yoelii,gene,Plasmodium yoelii gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 23479924; PMID: 17517871,,A genetically attenuated parasite (GAP) with deletions in p52 and p36 are attenuated in mice. Mice immunized with the mutant were completely protected against challenge with wild type Plasmodium sporozoites
VO:0002760,py52 from Plasmodium spp.,py52 from Plasmodium yoelii,gene,Plasmodium yoelii gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 15193062; PMID: 17517871,,A genetically attenuated parasite (GAP) with deletions in p52 and p36 are attenuated in mice. Mice immunized with the mutant were completely protected against challenge with wild type Plasmodium sporozoites
VO:0002761,UIS3 from Plasmodium spp.,UIS3 from Plasmodium yoelii,gene,Plasmodium yoelii gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3830198; PMID: 17624848,,Deletion of UIS3 in Plasmodium yoelii provided attenuation and full protection in mice by Pyuis3(-) sporozoites required at least 2 immunizations against challenges with infectious sporozoites
VO:0002762,mic2 from Toxoplasma gondii,mic2 from Toxoplasma gondii,gene,Toxoplasma gondii gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 1923217; PMID: 16933991,,A mic2 mutant is attenuated in mice and induces protection from challenge with wild type T. gondii
VO:0002763,OMPDC from Toxoplasma gondii,OMPDC from Toxoplasma gondii,gene,Toxoplasma gondii gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002764,NCBI_Gene_ID: 7899615; PMID: 20605980,,"An OMPDC mutant, alone or in combination with an UP mutation, is attenuated in mice and induces significant protection from challenge with wild type T. gondii"
VO:0002765,UP from Toxoplasma gondii,UP from Toxoplasma gondii,gene,Toxoplasma gondii gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 900273; PMID: 20605980,,"A UP mutant, in combination with an OMPDC mutation, is attenuated in mice and induces significant protection from wild type T. gondii"
