[class]	label
<http://purl.obolibrary.org/obo/VO_0005091>	LV-SMENP-DC
<http://purl.obolibrary.org/obo/VO_0005092>	Nanocovax
<http://purl.obolibrary.org/obo/VO_0005093>	QazVac
<http://purl.obolibrary.org/obo/VO_0005094>	RBD-HBsAg VLP
<http://purl.obolibrary.org/obo/VO_0005095>	Recombinant SARS-CoV-2 vaccine (Sf9 cell)
<http://purl.obolibrary.org/obo/VO_0005096>	S-268019
<http://purl.obolibrary.org/obo/VO_0005097>	Soberana 02
<http://purl.obolibrary.org/obo/VO_0005098>	V591
<http://purl.obolibrary.org/obo/VO_0005099>	VLA2001
<http://purl.obolibrary.org/obo/VO_0005142>	ZF2001
<http://purl.obolibrary.org/obo/VO_0005144>	Ad5-nCoV
<http://purl.obolibrary.org/obo/VO_0005146>	VRC-SRSDNA015-00-VP vaccine
<http://purl.obolibrary.org/obo/VO_0005152>	MVA-MERS-S vaccine
<http://purl.obolibrary.org/obo/VO_0005153>	AdCOVID
<http://purl.obolibrary.org/obo/VO_0005156>	CoV2 SAM
<http://purl.obolibrary.org/obo/VO_0005157>	Moderna COVID-19 vaccine
<http://purl.obolibrary.org/obo/VO_0005158>	Oxford–AstraZeneca COVID-19 vaccine
<http://purl.obolibrary.org/obo/VO_0005159>	Ad26.COV2.S
<http://purl.obolibrary.org/obo/VO_0005160>	WIBP-CorV
<http://purl.obolibrary.org/obo/VO_0005161>	ARCoV
<http://purl.obolibrary.org/obo/VO_0005162>	ZyCoV-D
<http://purl.obolibrary.org/obo/VO_0005163>	Sputnik V
<http://purl.obolibrary.org/obo/VO_0005164>	ARCT-021
<http://purl.obolibrary.org/obo/VO_0005165>	AG0301-COVID19
<http://purl.obolibrary.org/obo/VO_0005166>	BBIBP-CorV
<http://purl.obolibrary.org/obo/VO_0005167>	Chinese Academy of Medical Sciences COVID-19 vaccine
<http://purl.obolibrary.org/obo/VO_0005168>	CVnCoV
<http://purl.obolibrary.org/obo/VO_0005169>	GRAd-COV2
<http://purl.obolibrary.org/obo/VO_0005170>	GX-19
<http://purl.obolibrary.org/obo/VO_0005171>	KBP-COVID-19
<http://purl.obolibrary.org/obo/VO_0005172>	INO-4800
<http://purl.obolibrary.org/obo/VO_0005173>	AdimrSC-2f
<http://purl.obolibrary.org/obo/VO_0005174>	bacTRL-Spike
<http://purl.obolibrary.org/obo/VO_0005175>	ChulaCov19
<http://purl.obolibrary.org/obo/VO_0005176>	COH04S1
<http://purl.obolibrary.org/obo/VO_0005183>	CORVax12
<http://purl.obolibrary.org/obo/VO_0005184>	COVID-19 aAPC vaccine
<http://purl.obolibrary.org/obo/VO_0005185>	mRNA-1283
<http://purl.obolibrary.org/obo/VO_0005186>	Covigenix VAX-001
<http://purl.obolibrary.org/obo/VO_0005187>	COVI-VAC
<http://purl.obolibrary.org/obo/VO_0005188>	TURKOVAC
<http://purl.obolibrary.org/obo/VO_0005189>	hAd5-COVID-19
<http://purl.obolibrary.org/obo/VO_0005190>	IMP CoVac-1
<http://purl.obolibrary.org/obo/VO_0005191>	MVA-SARS-2-S
<http://purl.obolibrary.org/obo/VO_0005192>	MVC-COV1901
<http://purl.obolibrary.org/obo/VO_0005193>	SpikoGen
<http://purl.obolibrary.org/obo/VO_0005194>	COVAC
<http://purl.obolibrary.org/obo/VO_0005195>	V590
<http://purl.obolibrary.org/obo/VO_0005196>	VXA-CoV2-1
<http://purl.obolibrary.org/obo/VO_0005197>	GBP510
<http://purl.obolibrary.org/obo/VO_0005226>	Razi Cov Pars
<http://purl.obolibrary.org/obo/VO_0005227>	BBV154
<http://purl.obolibrary.org/obo/VO_0005228>	ChAdV68-S
<http://purl.obolibrary.org/obo/VO_0005229>	COVIran Barakat
<http://purl.obolibrary.org/obo/VO_0005230>	COVID-eVax
<http://purl.obolibrary.org/obo/VO_0005231>	COVIGEN
<http://purl.obolibrary.org/obo/VO_0005232>	EuCorVac-19
<http://purl.obolibrary.org/obo/VO_0005233>	mRNA-1273.351
<http://purl.obolibrary.org/obo/VO_0005234>	NBP2001
<http://purl.obolibrary.org/obo/VO_0005235>	NDV-HXP-S
<http://purl.obolibrary.org/obo/VO_0005236>	PTX-COVID19-B
<http://purl.obolibrary.org/obo/VO_0005237>	SpFN
<http://purl.obolibrary.org/obo/VO_0005238>	VBI-2902a
<http://purl.obolibrary.org/obo/VO_0005239>	FAKHRAVAC
<http://purl.obolibrary.org/obo/VO_0005240>	MV-014-212
<http://purl.obolibrary.org/obo/VO_0005241>	MRT5500
<http://purl.obolibrary.org/obo/VO_0005243>	CoviVac
<http://purl.obolibrary.org/obo/VO_0005244>	FINLAY-FR-1
<http://purl.obolibrary.org/obo/VO_0005245>	DS-5670a
<http://purl.obolibrary.org/obo/VO_0005246>	COVIVAC
<http://purl.obolibrary.org/obo/VO_0005247>	V-01
<http://purl.obolibrary.org/obo/VO_0005248>	COVID-19 subunit vaccine by National Vaccine and Serum Institute of China
<http://purl.obolibrary.org/obo/VO_0005249>	EXG-5003
<http://purl.obolibrary.org/obo/VO_0005250>	KD-414
<http://purl.obolibrary.org/obo/VO_0005251>	COVID-19 VLP vaccine by the Scientific and Technological Research Council of Turkey
<http://purl.obolibrary.org/obo/VO_0005252>	ReCOV
<http://purl.obolibrary.org/obo/VO_0005253>	Koçak-19 Inaktif Adjuvanl? COVID-19 Vaccine
<http://purl.obolibrary.org/obo/VO_0005254>	SC-Ad6-1
<http://purl.obolibrary.org/obo/VO_0005255>	ABNCoV2
<http://purl.obolibrary.org/obo/VO_0005256>	HDT-301
<http://purl.obolibrary.org/obo/VO_0005257>	COVID-19 inactivated vaccine by the Scientific and Technological Research Council of Turkey
<http://purl.obolibrary.org/obo/VO_0005258>	MF59-adjuvanted SARS-CoV-2 Sclamp vaccine
<http://purl.obolibrary.org/obo/VO_0005259>	COVID-19 rNDV vector vaccine by Laboratorio Avi-Mex
<http://purl.obolibrary.org/obo/VO_0005260>	COVID-19 mRNA vaccine by Shanghai East Hospital and Stemirna Therapeutics
<http://purl.obolibrary.org/obo/VO_0005261>	CoVepiT
<http://purl.obolibrary.org/obo/VO_0005262>	MVA-SARS-2-ST
<http://purl.obolibrary.org/obo/VO_0005263>	CoV2-OGEN1
<http://purl.obolibrary.org/obo/VO_0005273>	QazCoVac-P
<http://purl.obolibrary.org/obo/VO_0005276>	LNP-nCOV saRNA-02
<http://purl.obolibrary.org/obo/VO_0005277>	mRNA-1273.211
<http://purl.obolibrary.org/obo/VO_0005315>	SCB-2020S
<http://purl.obolibrary.org/obo/VO_0005316>	AmitisGen
<http://purl.obolibrary.org/obo/VO_0005317>	Baiya SARS-CoV-2 Vax 1
<http://purl.obolibrary.org/obo/VO_0005318>	CVXGA1
<http://purl.obolibrary.org/obo/VO_0005319>	AZD2816
<http://purl.obolibrary.org/obo/VO_0005320>	202-CoV
<http://purl.obolibrary.org/obo/VO_0005321>	COVID-19 subunit vaccine by HIPRA
<http://purl.obolibrary.org/obo/VO_0005322>	AG0302-COVID19
<http://purl.obolibrary.org/obo/VO_0010705>	Actacel
<http://purl.obolibrary.org/obo/VO_0010706>	Avaxim
<http://purl.obolibrary.org/obo/VO_0010707>	Avaxim - Pediatric
<http://purl.obolibrary.org/obo/VO_0010708>	BCG Vaccine (Freeze-Dried) (by Sanofi Pasteur)
<http://purl.obolibrary.org/obo/VO_0010709>	DT Polio Adsorbed
<http://purl.obolibrary.org/obo/VO_0010710>	Dukoral
<http://purl.obolibrary.org/obo/VO_0010711>	Engerix-B
<http://purl.obolibrary.org/obo/VO_0010712>	Eolarix
<http://purl.obolibrary.org/obo/VO_0010713>	Epaxal
<http://purl.obolibrary.org/obo/VO_0010714>	FSME - IMMUN
<http://purl.obolibrary.org/obo/VO_0010715>	Hiberix
<http://purl.obolibrary.org/obo/VO_0010716>	Imovax Polio
<http://purl.obolibrary.org/obo/VO_0010717>	Imovax Rabies (Canada)
<http://purl.obolibrary.org/obo/VO_0010718>	Inactivated Poliomyelitis Vaccine - IPV
<http://purl.obolibrary.org/obo/VO_0010719>	Infanrix-hexa
<http://purl.obolibrary.org/obo/VO_0010720>	Infanrix/Hib
<http://purl.obolibrary.org/obo/VO_0010721>	Infanrix-IPV
<http://purl.obolibrary.org/obo/VO_0010722>	Infanrix -IPV/Hib
<http://purl.obolibrary.org/obo/VO_0010723>	Liquid Pedvax HIB
<http://purl.obolibrary.org/obo/VO_0010724>	Meningitec
<http://purl.obolibrary.org/obo/VO_0010725>	Meningococcal Polysaccharide Vaccine, Groups A & C, Menomune A/C
<http://purl.obolibrary.org/obo/VO_0010726>	Menjugate
<http://purl.obolibrary.org/obo/VO_0010727>	Menomune A/C/Y/W-135
<http://purl.obolibrary.org/obo/VO_0010728>	Mutacol
<http://purl.obolibrary.org/obo/VO_0010729>	Neisvac-C
<http://purl.obolibrary.org/obo/VO_0010730>	Pediacel
<http://purl.obolibrary.org/obo/VO_0010731>	Pneumo 23
<http://purl.obolibrary.org/obo/VO_0010732>	Pneumovax 23 (Canada)
<http://purl.obolibrary.org/obo/VO_0010733>	Prevnar (Canada)
<http://purl.obolibrary.org/obo/VO_0010734>	Priorix
<http://purl.obolibrary.org/obo/VO_0010735>	Priorix-Tetra
<http://purl.obolibrary.org/obo/VO_0010736>	Quadracel
<http://purl.obolibrary.org/obo/VO_0010737>	Recombivax HB
<http://purl.obolibrary.org/obo/VO_0010738>	Rotarix
<http://purl.obolibrary.org/obo/VO_0010739>	Td Adsorbed
<http://purl.obolibrary.org/obo/VO_0010742>	Tripacel
<http://purl.obolibrary.org/obo/VO_0010743>	Twinrix Junior
<http://purl.obolibrary.org/obo/VO_0010744>	Typherix
<http://purl.obolibrary.org/obo/VO_0010745>	Vaqta
<http://purl.obolibrary.org/obo/VO_0010746>	Varilrix
<http://purl.obolibrary.org/obo/VO_0010747>	Varivax III
<http://purl.obolibrary.org/obo/VO_0010748>	ViVaxim
<http://purl.obolibrary.org/obo/VO_0010749>	Vivotif (Canada)
<http://purl.obolibrary.org/obo/VO_0011558>	Ixiaro
<http://purl.obolibrary.org/obo/VO_0011559>	Cervarix
<http://purl.obolibrary.org/obo/VO_0015001>	Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix]
<http://purl.obolibrary.org/obo/VO_0015003>	1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Twinrix]
<http://purl.obolibrary.org/obo/VO_0015004>	1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Twinrix]
<http://purl.obolibrary.org/obo/VO_0015005>	Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Injection [Twinrix]
<http://purl.obolibrary.org/obo/VO_0015006>	Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Twinrix]
<http://purl.obolibrary.org/obo/VO_0015008>	0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection [ActHIB]
<http://purl.obolibrary.org/obo/VO_0015009>	Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML [ActHIB]
<http://purl.obolibrary.org/obo/VO_0015010>	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection [ActHIB]
<http://purl.obolibrary.org/obo/VO_0015011>	ActHIB Injectable Product
<http://purl.obolibrary.org/obo/VO_0015012>	Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML
<http://purl.obolibrary.org/obo/VO_0015013>	Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine
<http://purl.obolibrary.org/obo/VO_0015014>	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine
<http://purl.obolibrary.org/obo/VO_0015015>	0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection
<http://purl.obolibrary.org/obo/VO_0015016>	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection
<http://purl.obolibrary.org/obo/VO_0015017>	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Product
<http://purl.obolibrary.org/obo/VO_0015019>	Engerix-B Injectable Product
<http://purl.obolibrary.org/obo/VO_0015020>	Hepatitis B Surface Antigen Vaccine Injection [Engerix-B]
<http://purl.obolibrary.org/obo/VO_0015022>	0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Tenivac]
<http://purl.obolibrary.org/obo/VO_0015023>	0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Tenivac]
<http://purl.obolibrary.org/obo/VO_0015024>	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Tenivac]
<http://purl.obolibrary.org/obo/VO_0015025>	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Tenivac]
<http://purl.obolibrary.org/obo/VO_0015026>	Tenivac Injectable Product
<http://purl.obolibrary.org/obo/VO_0015027>	diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tenivac]
<http://purl.obolibrary.org/obo/VO_0015028>	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML [Varivax]
<http://purl.obolibrary.org/obo/VO_0015029>	0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax]
<http://purl.obolibrary.org/obo/VO_0015030>	Varivax Injectable Product
<http://purl.obolibrary.org/obo/VO_0015031>	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Varivax]
<http://purl.obolibrary.org/obo/VO_0015034>	0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML Injection [Gardasil 9]
<http://purl.obolibrary.org/obo/VO_0015035>	L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML [Gardasil 9]
<http://purl.obolibrary.org/obo/VO_0015036>	0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]
<http://purl.obolibrary.org/obo/VO_0015037>	Gardasil 9 injection
<http://purl.obolibrary.org/obo/VO_0015038>	Gardasil 9 Injectable Product
<http://purl.obolibrary.org/obo/VO_0015039>	Gardasil 9 prefilled syringe
<http://purl.obolibrary.org/obo/VO_0015048>	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML [M-M-R II]
<http://purl.obolibrary.org/obo/VO_0015049>	0.5 ML Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injection [M-M-R II]
<http://purl.obolibrary.org/obo/VO_0015050>	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection [M-M-R II]
<http://purl.obolibrary.org/obo/VO_0015051>	M-M-R II Injectable Product
<http://purl.obolibrary.org/obo/VO_0015080>	Fluzone 2015-2016
<http://purl.obolibrary.org/obo/VO_0015081>	Fluzone 2015-2016 Injectable Product
