[class]	label	factory
<http://purl.obolibrary.org/obo/VO_0002241>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Borrelia Burgdorferi Bacterin (USDA: 47C5.20)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002242>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Borrelia Burgdorferi Bacterin (USDA: 47C5.29)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002246>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterin (USDA: 47L9.20)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002249>	Encephalomyelitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4835.23)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002250>	Encephalomyelitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4835.24)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002252>	Encephalomyelitis-Influenza Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4835.46)	Intervet
<http://purl.obolibrary.org/obo/VO_0002258>	Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.22)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002259>	Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.23)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002260>	Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.24)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002261>	Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.32)	Intervet
<http://purl.obolibrary.org/obo/VO_0002262>	Encephalomyelitis-Rhinopneumonitis-Influenza-West Nile Virus Eastern & Western, Killed Virus, Killed Flavivirus Chimera Vaccine-Tetanus Toxoid (USDA: 4855.R2)	Intervet
<http://purl.obolibrary.org/obo/VO_0002265>	Encephalomyelitis Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4865.21)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002268>	Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4865.27)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002269>	Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4867.20)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002270>	Encephalomyelitis Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4867.21)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002271>	Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.23)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002272>	Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.24)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002273>	Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.A0)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002274>	Encephalomyelitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4875.A1)	Intervet
<http://purl.obolibrary.org/obo/VO_0002277>	Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 48C5.01)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002280>	Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 48C5.22)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002282>	Newcastle Disease-Bronchitis Mass & Ark Types, Killed Virus Vaccine-Salmonella Enteritidis Bacterin (USDA: 48D7.10)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002283>	Newcastle Disease-Bronchitis Mass & Ark Types, Killed Virus Vaccine-Salmonella Enteritidis Bacterin (USDA: 48D7.11)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002286>	Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 48W5.22)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002288>	Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus, Live Canarypox Vector Vaccine-Tetanus Toxoid (USDA: 48W9.R0)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002289>	Rabies Killed Virus Vaccine-Ehrlichia Risticii Bacterin (USDA: 4905.20)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002290>	Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae Bacterin (USDA: 4906.20)	Novartis Animal Health US, Inc.
<http://purl.obolibrary.org/obo/VO_0002291>	Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4960.00)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002293>	Parvovirus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4975.20)	Novartis Animal Health US, Inc.
<http://purl.obolibrary.org/obo/VO_0002294>	Parvovirus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4975.22)	Novartis Animal Health US, Inc.
<http://purl.obolibrary.org/obo/VO_0002295>	Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4989.00)	Colorado Serum Company CZ Veterinaria
<http://purl.obolibrary.org/obo/VO_0002296>	Trichomonas Foetus Vaccine, Killed Protozoa-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4990.00)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002298>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Erysipelothrix Rhusiopathiae Bacterin (USDA: 4993.21)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002300>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Mycoplasma Hyopneumoniae Bacterin (USDA: 4994.21)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002301>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Mycoplasma Hyopneumoniae Bacterin (USDA: 4994.23)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002302>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Mycoplasma Hyopneumoniae Bacterin (USDA: 4994.24)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002304>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Mycoplasma Hyopneumoniae Bacterin (USDA: 4995.23)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002305>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Mycoplasma Hyopneumoniae Bacterin (USDA: 4995.25)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002306>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Mycoplasma Hyopneumoniae Bacterin (USDA: 4995.26)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002309>	Parvovirus-Swine Influenza H1N1 & H3N2, Killed Virus  Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 49F6.22)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002311>	Parvovirus-Swine Influenza H1N1 & H3N2, Killed Virus  Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 49F6.24)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002312>	Parvovirus-Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 49G6.22)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002314>	Parvovirus-Swine Influenza H1N1 & H3N2, Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 49G6.24)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002315>	Porcine Rotavirus Modified Live Virus Vaccine-Escherichia Coli Bacterin (USDA: 49K1.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0002316>	Porcine Circovirus Type 2, Killed Baculovirus Vector Vaccine- Mycoplasma Hyopneumoniae Bacterin (USDA: 49K5.R1)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002317>	Porcine Reproductive & Respiratory Syndrome-Circovirus Reproductive & Respiratory Form, Type 2, Modifed Live Virus,Killed Baculovirus Vector Vaccine-Mycoplasma Hyopneumoniae Bacterin (USDA: 49K9.R0)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002319>	Porcine Rotavirus-Transmissible Gastroenteritis Modified Live Virus Vaccine-Bordetella Bronchiseptica-Clostridium Perfringens Type C-Erysipelothrix Rhusiopathiae-Escherichia Coli-Pasteurella Multocida Bacterin-Toxoid (USDA: 49T9.21)	Intervet
<http://purl.obolibrary.org/obo/VO_0002323>	Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4BC5.22)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002359>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Campylobacter Fetus-Haemophilus Somnus-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin	Novartis Animal Health US, Inc.
<http://purl.obolibrary.org/obo/VO_0002491>	Canine Adenovirus Type 2-Parainfluenza-Bordetella Bronchiseptica Modified Live Virus & Avirulent Live Culture Vaccine (USDA: 12X1.21)	Intervet
<http://purl.obolibrary.org/obo/VO_0002492>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Icterohaemorrhagiae Bacterial Extract (USDA: 46L9.20)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002499>	Influenza A (H1N1) 2009 Monovalent Vaccine (IDB)	ID Biomedical Corporation of Quebec
<http://purl.obolibrary.org/obo/VO_0003066>	Bexsero	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003070>	Flucelvax Quadrivalent	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003071>	FluLaval Quadrivalent	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003072>	FluLaval Tetra	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003073>	Fluzone Quadrivalent	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003075>	Gardasil 9	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003081>	Trumenba	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0003082>	Vaxchora	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003083>	Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted by GSK	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003084>	Influenza A (H1N1) 2009 Monovalent Vaccine (GlaxoSmithKline)	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003088>	Boostrix-Polio	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003090>	Tri-Immunol	Lederle Laboratories Division
<http://purl.obolibrary.org/obo/VO_0003091>	Fluogen	Parke, Davis, Company
<http://purl.obolibrary.org/obo/VO_0003092>	Orimune vaccine	Lederle Laboratories Division
<http://purl.obolibrary.org/obo/VO_0003095>	Revaxis	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003096>	Ditanrix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003098>	Moraten vaccine	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003100>	Tevax vaccine	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003101>	Cholera Vaccine, USP	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0003103>	Rabipur vaccine	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003107>	Rabivac	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003109>	Meruvax I	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003110>	Rabie-Vax	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003111>	Mumpsvax II	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003112>	Rudivax	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003113>	Tetracoq	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003115>	Optaflu	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003116>	TD-Rix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003117>	Virivac	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003119>	Hib-Imune	Lederle Laboratories Division
<http://purl.obolibrary.org/obo/VO_0003121>	OmniHIB	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003122>	Certiva	Abbot Laboratories
<http://purl.obolibrary.org/obo/VO_0003136>	YF 17DD-YFV	Bio-Manguinhos
<http://purl.obolibrary.org/obo/VO_0003139>	Stamaril	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003156>	HPV-16 L1 VLP	Novavax, Inc.
<http://purl.obolibrary.org/obo/VO_0003170>	Imovax ID	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003171>	MR-VAX II	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003174>	DTP-ActHIB	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003175>	Adenovirus Type 4	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003177>	Diphtheria-Tetanus-Pertussis-Poliovirus-ACT-Hib vaccine	Connaught Laboratories, Inc.
<http://purl.obolibrary.org/obo/VO_0003191>	Pneumococcal vaccine foreign to USA	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003216>	Fluvax	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003228>	1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [Recombivax]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003231>	0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [Heplisav-B]	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003236>	Hepatyrix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003237>	Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [Recombivax]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003241>	1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [Recombivax]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003242>	Hepatitis B Surface Antigen Vaccine Injection [Recombivax]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003243>	Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Recombivax]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003245>	Recombivax Injectable Product	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003258>	Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Engerix-B]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003264>	1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003265>	1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003267>	0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003270>	Hepatitis B Surface Antigen Vaccine Injection [Heplisav-B]	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003271>	Infanrix Penta	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003281>	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Zostavax]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003282>	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML [Zostavax]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003283>	0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003316>	Menitorix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003353>	Vivotif	Berna Biotech, Ltd
<http://purl.obolibrary.org/obo/VO_0003357>	Vivotif Oral Product	Berna Biotech, Ltd
<http://purl.obolibrary.org/obo/VO_0003358>	Vivotif Pill	Berna Biotech, Ltd
<http://purl.obolibrary.org/obo/VO_0003359>	meningococcal group B vaccine Prefilled Syringe [Bexsero]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003377>	Yellow-Fever Virus Vaccine, 17D-204 strain Injection [Stamaril]	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003378>	0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection [Stamaril]	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0003394>	QIV Quebec	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003439>	Fluzone Intradermal	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003440>	Fluzone Intradermal Trivalent	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003459>	Hepatitis A Vaccine, Inactivated 50 UNT/ML [Vaqta]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003460>	0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Prefilled Syringe [Vaqta]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003461>	0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003466>	Hepatitis A Vaccine, Inactivated Injection [Vaqta]	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0003559>	Prevnar 13 vaccine 0.5 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003559>	Prevnar 13 vaccine 0.5 ML Prefilled Syringe	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0003564>	Pneumovax 23 Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003564>	Pneumovax 23 Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003567>	PNEUMOVAX 23 vaccine Prefilled Syringe	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003567>	PNEUMOVAX 23 vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003569>	Prevnar 13 Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003569>	Prevnar 13 Injectable Product	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0003572>	ProQuad Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003576>	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003576>	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13]	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0003577>	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML [ProQuad]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003578>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone 2015-2016]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003579>	Fluzone Quadrivalent 2013-2014 Formula	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003580>	influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML [Fluzone 2015-2016]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003581>	Fluzone 2015-2016 High-Dose vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003582>	Fluzone 2015-2016 High-Dose vaccine 0.5 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003583>	Fluzone 2015-2016 vaccine Injectable Suspension	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003584>	Fluzone 2016-2017	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003586>	Fluzone 2016-2017 Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003587>	Fluzone 2016-2017 High-Dose vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003590>	Fluzone 2017-2018 Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003591>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2017-2018]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003592>	Fluzone 2017-2018 high-dose vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003597>	Fluzone 2018-2019 high-dose vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003598>	Fluzone 2018-2019 high-dose vaccine 0.5 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003607>	Fluzone Quadrivalent 2013-2014 Formula Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003609>	Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003612>	Fluzone Quadrivalent 2014-2015 Formula Injectable Product	Sanofi Pasteur Limited
