ID,LABEL,inSubset,subCategory,Parent,Parent (name),Equivalent Class,alternative ID,alternative label,definition,definition source,term editor,editor note,example of usage,term tracker item,comment,seeAlso,hasDbXref,VIOLIN vaccine ID,RxNORM ID,RxNORM Preferred Name,vaccine STN,FDA vaccine indications,status of vaccine development,NCBI GeneID,Unnamed: 25,trade name,vaccine package insert PDF URL,vaccine proper name,has vaccine ingredient,has vaccine active ingredient,immunizes host,immunizes against disease,immunizes against pathogen,is_distributed_by,is_distributed_by (name),is_manufactured_by,is_manufactured_by (name),has quality,has role,has part,has component,has prime vaccine,has vaccine component,has vaccine vector,has vaccine antigen,has subunit vaccine antigen,has subunit vaccine protective antigen,has vaccine protective antigen,has gene mutation,vaccine organism has mutation,has vaccine allergen,has function,expresses,is_specified_input_of,vaccinated in route,blocks transmission of pathogen via vaccine,vaccine immunity response transferrable to organism,associated axioms
VO:0005167,Chinese academy of medical sciences covid-19 vaccine,vaccine,,VO:0005266,authorized inactivated COVID-19 vaccine,,,IMBCAMS COVID-19 vaccine,Sars-cov-2 inactivated whole virus vaccine that is developed by the chinese academy of medical sciences .,PubMed:32376603,Anthony Huffman|Philip Huang,,,,,,,,,,,,,,,Covidful,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005168,Cvncov,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 mrna vaccine developed by curevac ag and cepi.,NCT04449276,Anthony Huffman|Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005169,Grad-cov2,vaccine,,VO:0005200,COVID-19 recombinant adenoviral vector vaccine,,,,Sars-cov 2 recombinant viral vector using gorilla adenovirus that encodes for sars-cov-2 spike protein.,https://www.covidx.eu/grad-cov2,Anthony Huffman|Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,gorilla adenovirus vector,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005170,Gx-19,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,Sars-cov-2 dna vaccine expressing the sars-cov-2 s protein,NCT04445389,Anthony Huffman|Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005171,Kbp-covid-19,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine that is made of a protein subunit made of the rbd domain of the s protein.,PMID:32973505,Philip Huang|Anthony Huffman,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005172,Ino-4800,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,Dna vaccine that expresses s protein from the pgx9501 vector,PMID:32433465,Philip Huang|Anthony Huffman,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intradermal route,,,
VO:0005173,Adimrsc-2f,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,"Sars-cov-2 protein subunit vaccine developed by adimmune corporation. adimrsc-2f is a candidate vaccine against covid-19 developed by adimmune corporation (adimmune). using the baculovirus-insect cells expression system, the recombinant receptor binding domain (rbd) of sars-cov-2 spike (s) protein is amplified and purified. adimrsc-2f is formulated in the different dosages of spike (s) protein without/with aluminum content as adjuvant.",NCT04522089|https://go.drugbank.com/drugs/DB16436|https://www.smartpatients.com/trials/NCT04522089,Philip Huang|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005174,Bactrl-spike,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,Sars-cov-2 oral dna vaccine that delivers plasmids containing synthetic dna encoding spike protein from sars-cov-2.,NCT04334980|https://www.symvivo.com/covid-19,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0004969,Symvivo,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route|oral route,,,
VO:0005175,Chulacov19,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 mrna vaccine manufactured by chulalongkorn university,NCT04566276,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0004970,Chulalongkorn University,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005183,Corvax12,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,Sars-cov-2 dna vaccine developed by providence health & services.,NCT04627675,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intradermal route,,,
VO:0005184,Covid-19 aapc vaccine,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,Sars-cov-2 recombinant vector vaccine employing the lentiviral vector system and developed by shenzhen geno-immune medical institute.,NCT04299724,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,subcutaneous route,,,
VO:0005185,Mrna-1283,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,"Sars-cov-2 refrigerator-stable mrna vaccine by moderna that encodes for the portions of the sars-cov-2 spike protein critical for neutralization, specifically the receptor binding domain (rbd) and n-terminal domain (ntd)",NCT04813796|https://investors.modernatx.com/news-releases/news-release-details/first-participants-dosed-phase-1-study-evaluating-mrna-1283,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005186,Covigenix vax-001,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,Prophylactic plasmid dna vaccine for sars cov-2 by entos pharmaceuticals,NCT04591184,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005187,Covi-vac,vaccine,,VO:0005204,"COVID-19 live, attenuated vaccine",,,,"Sars-cov-2 live, attenuated vaccine manufactured by codagenix, inc.",NCT04619628,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intranasal route,,,
VO:0005188,Turkovac,vaccine,,VO:0005266,authorized inactivated COVID-19 vaccine,,,ERUCOV-VAC,Sars-cov-2 inactivated vaccine developed by health institutes of turkey,NCT04691947,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005189,Had5-covid-19,vaccine,,VO:0005200,COVID-19 recombinant adenoviral vector vaccine,,,,Sars-cov-2 human adenovirus serotype 5 (had5) vector vaccine with e1/e2b/e3 deletions expressing sars-cov-2 viral antigen spike fusion protein and nucleocapsid with an enhanced t-cell stimulation domain.,NCT04591717,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,oral route|subcutaneous route,,,
VO:0005190,Imp covac-1,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine developed by university hospital tuebingen,NCT04546841,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,subcutaneous route,,,
VO:0005191,Mva-sars-2-s,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,Sars-cov-2 recombinant vector vaccine that contains a modified vaccinia virus ankara (mva) vector expressing the sars-cov-2 spike protein (s),NCT04569383,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005192,Mvc-cov1901,vaccine,,VO:0005269,authorized COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine that contains the spike (s) protein with cpg 1018 and aluminum content as adjuvant.,NCT04487210,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0003153|VO:0004978,"Dynavax Technologies Corporation|Medigen, Inc.",,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005193,Covax-19,vaccine,,VO:0005269,authorized COVID-19 subunit vaccine,,,SpikoGen,Sars-cov-2 protein subunit vaccine developed by vaxine pty ltd and cinnagen co. and adjuvanted with advax,NCT04453852,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005194,Covac,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine with the s1 component of the sars-cov-2 spike (s) protein and swe adjuvant.,NCT04702178,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005195,V590,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,"Sars-cov-2 vaccine that uses a recombinant vesicular stomatitis virus (rvsv) platform, and is made by merck. development of the vaccine was discontinued on january 25, 2021.",https://www.merck.com/news/merck-discontinues-development-of-sars-cov-2-covid-19-vaccine-candidates-continues-development-of-two-investigational-therapeutic-candidates/,Philip Huang|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005196,Vxa-cov2-1,vaccine,,VO:0005200,COVID-19 recombinant adenoviral vector vaccine,,,,Sars-cov-2 adenoviral vector-based oral vaccine by vaxart expressing a sars-cov-2 antigen and dsrna adjuvant,NCT04563702,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,oral route,,,
VO:0005197,Skycovione,vaccine,,VO:0005269,authorized COVID-19 subunit vaccine,,,,"Sars-cov-2 protein subunit vaccine manufactured by sk bioscience co., ltd., and equipped with an aluminum hydroxide adjuvant",NCT04750343,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005198,Covid-19 rna vaccine,vaccine,,VO:0004908,COVID-19 vaccine,,,,,,Philip Huang|Rohit Goru|Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNA vaccine role,,,,,,,,,,,,,,,,,,,
VO:0005199,Covid-19 recombinant vector vaccine,vaccine,,VO:0004908,COVID-19 vaccine,('COVID-19 vaccine') and ('has role' some 'recombinant vector vaccine role'),,,,,Philip Huang|Rohit Goru|Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005200,Covid-19 recombinant adenoviral vector vaccine,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,,,Philip Huang|Rohit Goru|Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005201,Covid-19 inactivated vaccine,vaccine,,VO:0004908,COVID-19 vaccine,,,,,,Philip Huang|Rohit Goru|Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005202,Covid-19 subunit vaccine,vaccine,,VO:0004908,COVID-19 vaccine,,,,,,Philip Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,subunit vaccine role,,,,,,,,,,,,,,,,,,,
VO:0005203,Covid-19 dna vaccine,vaccine,,VO:0004908,COVID-19 vaccine,,,,,,Philip Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005204,"Covid-19 live, attenuated vaccine",vaccine,,VO:0004908,COVID-19 vaccine,,,,,,Philip Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005205,Covid-19 virus-like particle vaccine,vaccine,,VO:0004908,COVID-19 vaccine,,,,,,Philip Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005226,Razi cov pars,vaccine,,VO:0005269,authorized COVID-19 subunit vaccine,,,,Sars-cov-2 protein subunit vaccine manufactured by the razi vaccine and serum research institute with a spike protein antigen,,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route|intranasal route,,,
VO:0005227,Bbv154,vaccine,,VO:0005200,COVID-19 recombinant adenoviral vector vaccine,,,,Sars-cov-2 recombinant adenoviral vector vaccine that is manufactured by bharat biotech international ltd. and administered intranasally,NCT04751682,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intranasal route,,,
VO:0005228,Chadv68-s,vaccine,,VO:0005200,COVID-19 recombinant adenoviral vector vaccine,,,,Sars-cov-2 chimpanzee adenovirus serotype 6 vector vaccine manufactured by gritstone oncology and the national institute of allergy and infectious diseases,NCT04776317,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005229,Coviran barakat,vaccine,,VO:0005266,authorized inactivated COVID-19 vaccine,,,,Sars-cov-2 inactivated vaccine by shifa pharmed,https://en.irct.ir/trial/52701,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005230,Covid-evax,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,Sars-cov-2 plasmid dna vaccine manufactured by takis and rottapharm biotech,https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-003734-20/IT,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005231,Covigen,vaccine,,VO:0005203,COVID-19 DNA vaccine,,,,"Sars-cov-2 dna vaccine manufactured by university of sydney, bionet co., and technovalia",NCT04742842,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005232,Eucorvac-19,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,"Sars-cov-2 protein subunit vaccine by eubiologics co., ltd.",NCT04783311,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005233,Mrna-1273.351,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,"Sars-cov-2  lipid nanoparticle (lnp)-encapsulated mrna-based vaccine that encodes for a full-length, prefusion stabilized s protein of the sars-cov-2 b.1.351 variant",NCT04785144,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005234,Nbp2001,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 protein subunit vaccine by sk bioscience,NCT04760743,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005235,Ndv-hxp-s,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,Sars-cov-2 recombinant viral vector vaccine by mahidol university,NCT04764422,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005236,Ptx-covid19-b,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 mrna vaccine by providence therapeutics,NCT04765436,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005237,Spfn,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 protein subunit vaccine manufactured by walter reed army institute of research,NCT04784767,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005238,Vbi-2902a,vaccine,,VO:0005205,COVID-19 virus-like particle vaccine,,,,Sars-cov-2 virus-like particle vaccine that expresses a modified version of the sars-cov-2 spike (s) glycoprotein and is equipped with an aluminum phosphate adjuvant. it is manufactured by vbi vaccines inc. and is delivered intramuscularly.,NCT04773665,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005239,Fakhravac,vaccine,,VO:0005201,COVID-19 inactivated vaccine,,,,Sars-cov-2 inactivated vaccine developed by organization of defensive innovation and research in iran,https://en.irct.ir/trial/54133,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005240,Mv-014-212,vaccine,,VO:0005204,"COVID-19 live, attenuated vaccine",,,,"Sars-cov-2 live, attenuated vaccine manufactured by meissa vaccines, inc. that expresses the spike (s) protein of sars-cov-2.",NCT04798001,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intranasal route,,,
VO:0005241,Mrt5500,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 mrna vaccine that is manufactured by sanofi pasteur,NCT04798027,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005243,Covivac,vaccine,,VO:0005266,authorized inactivated COVID-19 vaccine,,,,Sars-cov-2 inactivated whole virus vaccine developed by the chumakov centre at the russian academy of sciences,http://www.violinet.org/cov19vaxkb/authorizedcov19vax.php,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005244,Soberana plus,vaccine,,VO:0005269,authorized COVID-19 subunit vaccine,,,,Sars-cov-2 protein subunit vaccine manufactured by instituto finlay de vacunas. it is used as a booster dose for the soberana 02 covid-19 vaccine,https://rpcec.sld.cu/trials/RPCEC00000366-En,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005245,Ds-5670a,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,"Sars-cov-2 mrna vaccine manufactured by daiichi sankyo co., ltd.",,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0005565,"Daiichi Sankyo Co., Ltd.",,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005246,Covivac,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,Sars-cov-2 recombinant newcastle disease virus vector vaccine expressing membrane-anchored pre-fusion-stabilized trimeric sars-cov-2 s protein,NCT04830800,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,Newcastle disease virus vaccine vector,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005247,V-01,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine developed by livzon mabpharm inc.,ChiCTR2100045107,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005248,Covid-19 subunit vaccine by national vaccine and serum institute of china,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine developed by the national vaccine and serum institute of china,NCT04869592,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005249,Exg-5003,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 temperature-sensitive self-replicating rna vaccine expressing the receptor binding domain of the sars-cov-2 spike protein.,NCT04863131,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0005566,"Elixirgen Therapeutics, Inc.",,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intradermal route,,,
VO:0005250,Kd-414,vaccine,,VO:0005201,COVID-19 inactivated vaccine,,,,"Sars-cov-2 inactivated vaccine developed by km biologics co., ltd.",jRCT2071200106,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005251,Covid-19 vlp vaccine by the scientific and technological research council of turkey,vaccine,,VO:0005205,COVID-19 virus-like particle vaccine,,,,Covid-19 virus-like particle vaccine developed by the scientific and technological research council of turkey,NCT04818281,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,subcutaneous route,,,
VO:0005252,Recov,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,"Sars-cov-2 subunit vaccine by jiangsu rec-biotechnology co., ltd.",NCT04818801,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005253,Koçak-19 inaktif adjuvanlı covid-19 vaccine,vaccine,,VO:0005201,COVID-19 inactivated vaccine,,,,Sars-cov-2 inactivated virus vaccine by kocak farma,NCT04838080,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,intramuscular route,,,
VO:0005254,Sc-ad6-1,vaccine,,VO:0005200,COVID-19 recombinant adenoviral vector vaccine,,,,Sars-cov-2 recombinant adenoviral vector vaccine by tetherex pharmaceutical corporation,NCT04839042,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005255,Abncov2,vaccine,,VO:0005205,COVID-19 virus-like particle vaccine,,,,Covid-19 virus-like particle vaccine developed by radboud university,NCT04839146,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005256,Hdt-301,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 lipid-inorganic nanoparticle (lion(tm)) formulated replicating mrna vaccine that encodes for a full-length spike (s) protein of the sars-cov-2 virus,NCT04844268,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005257,Covid-19 inactivated vaccine by the scientific and technological research council of turkey,vaccine,,VO:0005201,COVID-19 inactivated vaccine,,,,Sars-cov-2 inactivated virus vaccine by the scientific and technological research council of turkey adjuvanted by aluminum hydroxide and cpg odn,NCT04866069,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,subcutaneous route,,,
VO:0005258,Mf59-adjuvanted sars-cov-2 sclamp vaccine,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Mf59-adjuvanted sars-cov-2 subunit vaccine based on recombinant sars-cov-2 spike glycoprotein stabilised in a pre-fusion conformation by a novel molecular clamp (spike glycoprotein-clamp [sclamp]),PubMed ID: 33887208,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Severe acute respiratory syndrome coronavirus 2,,,,,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,intramuscular route,,,
VO:0005259,Covid-19 rndv vector vaccine by laboratorio avi-mex,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,Recombinant newcastle disease virus vectored vaccine for sars-cov-2 by laboratorio avi-mex,NCT04871737,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route|intranasal route,,,
VO:0005260,Covid-19 mrna vaccine by shanghai east hospital and stemirna therapeutics,vaccine,,VO:0005198,COVID-19 RNA vaccine,,,,Sars-cov-2 mrna vaccine by shanghai east hospital and stemirna therapeutics,ChiCTR2100045984,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,intramuscular route,,,
VO:0005261,Covepit,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine by ose immunotherapeutics,NCT04885361,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,subcutaneous route,,,
VO:0005262,Mva-sars-2-st,vaccine,,VO:0005199,COVID-19 recombinant vector vaccine,,,,Sars-cov-2 recombinant viral vector vaccine by the german center for infection research,NCT04895449,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,Modified Vaccinia Ankara (MVA) virus vaccine vector,,,,,,,,,,,intramuscular route,,,
VO:0005263,Cov2-ogen1,vaccine,,VO:0005202,COVID-19 subunit vaccine,,,,Sars-cov-2 subunit vaccine that is orally administered and manufactured by syneos health,NCT04893512,Philip Huang,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0005572,Syneos Health,,,,,,,,spike glycoprotein (SARS-CoV-2),,,,,,,,,,oral route,,,
VO:0005264,Authorized covid-19 vaccine,vaccine,,VO:0004908,COVID-19 vaccine,,,,"Covid-19 vaccine that is authorized for emergent use, which is typically authorized based on an emergency use authorization (eua).",http://www.violinet.org/cov19vaxkb/authorizedcov19vax.php|https://www.fda.gov/emergency-preparedness-and-response/coronavirus-disease-2019-covid-19/covid-19-vaccines,Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005265,Authorized covid-19 rna vaccine,vaccine,,VO:0005198|VO:0005264,COVID-19 RNA vaccine|authorized COVID-19 vaccine,,,,,http://www.violinet.org/cov19vaxkb/authorizedcov19vax.php,Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005266,Authorized inactivated covid-19 vaccine,vaccine,,VO:0005201|VO:0005264,COVID-19 inactivated vaccine|authorized COVID-19 vaccine,,,,,http://www.violinet.org/cov19vaxkb/authorizedcov19vax.php,Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005267,Authorized covid-19 recombinant vector vaccine,vaccine,,VO:0005199|VO:0005264,COVID-19 recombinant vector vaccine|authorized COVID-19 vaccine,,,,,http://www.violinet.org/cov19vaxkb/authorizedcov19vax.php,Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0005268,Authorized covid-19 recombinant adenoviral vector vaccine,vaccine,,VO:0005267|VO:0005200,COVID-19 recombinant adenoviral vector vaccine|authorized COVID-19 recombinant vector vaccine,,,,,,Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
