ID,LABEL in VO,RxNorm OMOP extension ID,RxNorm Preferred Name
VO:0017751,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension Box of 10",OMOP706725,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension Box of 10"
VO:0017752,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension Box of 20",OMOP706726,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension Box of 20"
VO:0017744,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Pediacel]",OMOP706727,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Pediacel]"
VO:0017745,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Pediacel] Box of 10",OMOP706728,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Pediacel] Box of 10"
VO:0017746,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Pediacel] Box of 20",OMOP706730,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Pediacel] Box of 20"
VO:0017742,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Covaxis]",OMOP706731,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Covaxis]"
VO:0017743,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Covaxis] Box of 10",OMOP706732,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Covaxis] Box of 10"
VO:0017747,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax]",OMOP706733,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax]"
VO:0017750,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax] Box of 5",OMOP706734,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax] Box of 5"
VO:0017748,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax] Box of 10",OMOP706735,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax] Box of 10"
VO:0017749,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax] Box of 20",OMOP706736,"acellular pertussis vaccine, inactivated 0.006 MG/ML Injectable Suspension [Repevax] Box of 20"
VO:0017755,"acellular pertussis vaccine, inactivated 0.016 MG/ML [Infanrix]",OMOP706737,"acellular pertussis vaccine, inactivated 0.016 MG/ML [Infanrix]"
VO:0017756,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension",OMOP706738,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension"
VO:0017759,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension Box of 25",OMOP706740,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension Box of 25"
VO:0017757,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension [Infanrix]",OMOP706741,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension [Infanrix]"
VO:0017758,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension [Infanrix] Box of 25",OMOP706742,"acellular pertussis vaccine, inactivated 0.016 MG/ML Injectable Suspension [Infanrix] Box of 25"
VO:0018012,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution",OMOP707046,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution"
VO:0018013,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution [Poliovaccine Ssi]",OMOP707047,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution [Poliovaccine Ssi]"
VO:0018015,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Poliovaccine Ssi]",OMOP707048,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Poliovaccine Ssi]"
VO:0018016,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution",OMOP707049,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution"
VO:0018017,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution [Poliovaccine Ssi]",OMOP707050,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution [Poliovaccine Ssi]"
VO:0020836,Haemophilus influenzae type b Injectable Solution,OMOP707620,Haemophilus influenzae type b Injectable Solution
VO:0020835,Haemophilus influenzae type b 0.05 MG Injectable Solution,OMOP707627,Haemophilus influenzae type b 0.05 MG Injectable Solution
VO:0020834,Haemophilus influenzae type b 0.04 MG Injectable Solution,OMOP707641,Haemophilus influenzae type b 0.04 MG Injectable Solution
VO:0020367,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension [Hepatyrix]",OMOP707722,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension [Hepatyrix]"
VO:0020380,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Solution [Typherix]",OMOP707725,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Solution [Typherix]"
VO:0020359,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML [Hepatyrix]",OMOP707726,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML [Hepatyrix]"
VO:0020383,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension",OMOP707727,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension"
VO:0020398,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension Box of 10",OMOP707728,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension Box of 10"
VO:0020399,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension Box of 20",OMOP707729,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension Box of 20"
VO:0020400,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension Box of 50",OMOP707730,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension Box of 50"
VO:0020377,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix]",OMOP707731,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix]"
VO:0020394,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] Box of 10",OMOP707732,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] Box of 10"
VO:0020395,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] Box of 20",OMOP707733,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] Box of 20"
VO:0020396,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] Box of 50",OMOP707734,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] Box of 50"
VO:0020427,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution Box of 10",OMOP707738,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution Box of 10"
VO:0020429,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution Box of 50",OMOP707739,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution Box of 50"
VO:0020428,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution Box of 100",OMOP707740,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution Box of 100"
VO:0020391,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix]",OMOP707741,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix]"
VO:0020417,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix] Box of 10",OMOP707742,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix] Box of 10"
VO:0020419,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix] Box of 50",OMOP707743,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix] Box of 50"
VO:0020418,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix] Box of 100",OMOP707744,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typherix] Box of 100"
VO:0015232,"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension",OMOP707745,"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension"
VO:0015233,"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension [Hepatyrix]",OMOP707746,"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension [Hepatyrix]"
VO:0015264,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML [Hepatyrix]",OMOP707747,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML [Hepatyrix]"
VO:0015265,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension",OMOP707748,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension"
VO:0015266,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix]",OMOP707749,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix]"
VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,OMOP707792,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension
VO:0020886,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 50,OMOP707794,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 50
VO:0015526,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN Injectable Suspension,OMOP707795,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN Injectable Suspension
VO:0015522,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN Injectable Suspension [Engerix B],OMOP707797,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN Injectable Suspension [Engerix B]
VO:0015524,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML,OMOP707798,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML
VO:0015520,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML [Engerix B],OMOP707800,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML [Engerix B]
VO:0015555,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension,OMOP707802,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension
VO:0015601,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 3,OMOP707803,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 3
VO:0015599,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 10,OMOP707804,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 10
VO:0015600,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 25,OMOP707805,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 25
VO:0015602,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 50,OMOP707806,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 50
VO:0015528,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B],OMOP707810,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B]
VO:0015591,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,OMOP707811,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3
VO:0015589,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10,OMOP707813,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10
VO:0015590,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25,OMOP707814,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25
VO:0015592,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 50,OMOP707815,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 50
VO:0015318,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Suspension [Hepatyrix],OMOP707841,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Suspension [Hepatyrix]
VO:0015261,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML,OMOP707842,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML
VO:0015262,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML [Hepatyrix],OMOP707843,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML [Hepatyrix]
VO:0015267,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension,OMOP707844,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension
VO:0015272,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 10,OMOP707845,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 10
VO:0015273,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 20,OMOP707846,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 20
VO:0015274,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 50,OMOP707847,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 50
VO:0015268,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix],OMOP707848,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix]
VO:0015269,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 10,OMOP707849,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 10
VO:0015270,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 20,OMOP707850,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 20
VO:0015271,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 50,OMOP707852,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 50
VO:0018266,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated Injectable Suspension [Tollwut-Impfstoff]",OMOP707864,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated Injectable Suspension [Tollwut-Impfstoff]"
VO:0018259,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML [Tollwut-Impfstoff]",OMOP707866,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML [Tollwut-Impfstoff]"
VO:0018288,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML Injectable Suspension",OMOP707867,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML Injectable Suspension"
VO:0018279,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML Injectable Suspension [Tollwut-Impfstoff]",OMOP707868,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML Injectable Suspension [Tollwut-Impfstoff]"
VO:0018261,rabies virus vaccine flury-lep strain Injectable Solution [Rabipur],OMOP707870,rabies virus vaccine flury-lep strain Injectable Solution [Rabipur]
VO:0018285,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe,OMOP707872,rabies virus vaccine flury-lep strain 2.5 UNT/ML Prefilled Syringe
VO:0018284,rabies virus vaccine flury-lep strain 2.5 UNT/ML Injectable Solution,OMOP707873,rabies virus vaccine flury-lep strain 2.5 UNT/ML Injectable Solution
VO:0018276,rabies virus vaccine flury-lep strain 2.5 UNT/ML Injectable Solution [Rabipur],OMOP707874,rabies virus vaccine flury-lep strain 2.5 UNT/ML Injectable Solution [Rabipur]
VO:0021023,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injectable Solution,OMOP707879,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injectable Solution
VO:0021039,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution Box of 10,OMOP707886,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution Box of 10
VO:0021037,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution [Varilrix] Box of 10,OMOP707891,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution [Varilrix] Box of 10
VO:0018182,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain Injectable Solution [Priorix]",OMOP707898,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain Injectable Solution [Priorix]"
VO:0018181,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain Injectable Solution [Mmr Priorix]",OMOP707899,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain Injectable Solution [Mmr Priorix]"
VO:0018183,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain Injectable Solution [Priorix-Tetra]",OMOP707900,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain Injectable Solution [Priorix-Tetra]"
VO:0018141,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML [Mmr Priorix]",OMOP707901,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML [Mmr Priorix]"
VO:0018142,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML [Priorix-Tetra]",OMOP707902,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML [Priorix-Tetra]"
VO:0018155,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 10",OMOP707904,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 10"
VO:0018157,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 20",OMOP707905,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 20"
VO:0018158,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 25",OMOP707906,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 25"
VO:0018159,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 40",OMOP707907,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 40"
VO:0018160,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 50",OMOP707908,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 50"
VO:0018156,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 100",OMOP707909,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution Box of 100"
VO:0018144,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix]",OMOP707910,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix]"
VO:0018145,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 10",OMOP707911,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 10"
VO:0018147,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 20",OMOP707912,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 20"
VO:0018148,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 25",OMOP707913,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 25"
VO:0018149,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 40",OMOP707915,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 40"
VO:0018146,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 100",OMOP707916,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Mmr Priorix] Box of 100"
VO:0018150,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra]",OMOP707917,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra]"
VO:0018151,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 10",OMOP707918,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 10"
VO:0018153,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 20",OMOP707919,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 20"
VO:0018154,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 50",OMOP707920,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 50"
VO:0018152,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 100",OMOP707921,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 1400 PFU/ML Injectable Solution [Priorix-Tetra] Box of 100"
VO:0018173,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML",OMOP707922,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 700 PFU/ML"
