ID,LABEL in VO,OMOP concept ID
VO:0020718,"BCG, Live, Connaught Strain 660000000 CFU [ImmuCyst]",43258000
VO:0020719,"BCG, Live, Connaught Strain 660000000 CFU Injection",43290604
VO:0020720,"BCG, Live, Connaught Strain 660000000 CFU Injection [ImmuCyst]",43290605
VO:0020721,"BCG, Live, Connaught Strain 81 MG",21047191
VO:0020722,"BCG, Live, Connaught Strain 81 MG [ImmuCyst]",21056922
VO:0020723,"BCG, Live, Connaught Strain 81 MG Injectable Solution",21027513
VO:0020724,"BCG, Live, Connaught Strain 81 MG Injectable Solution [ImmuCyst]",21056923
VO:0020725,"BCG, Live, Connaught Strain 81 MG Injectable Solution [ImmuCyst] Box of 1",21155208
VO:0020726,"BCG, Live, Connaught Strain 81 MG Injectable Solution [ImmuCyst] Box of 1 by Alliance",21115828
VO:0020727,"BCG, Live, Connaught Strain 81 MG Injectable Solution [ImmuCyst] by Alliance",21086417
VO:0020728,"BCG, Live, Connaught Strain 81 MG Injectable Solution Box of 1",21106049
VO:0020729,"BCG, Live, Connaught Strain 81 MG Injectable Suspension",36889667
VO:0020730,"BCG, Live, Connaught Strain 81 MG Injectable Suspension [ImmuCyst]",36887961
VO:0020731,"BCG, Live, Connaught Strain 81 MG Injectable Suspension [ImmuCyst] Box of 1",36887960
VO:0020732,"BCG, Live, Connaught Strain 81 MG Injectable Suspension [ImmuCyst] Box of 1 by Sanofi",43201177
VO:0020733,"BCG, Live, Connaught Strain 81 MG Injectable Suspension [ImmuCyst] by Sanofi",44129412
VO:0020734,"BCG, Live, Connaught Strain 81 MG Injectable Suspension Box of 1",36894551
VO:0020735,"BCG, Live, Connaught Strain Injectable Solution",21165020
VO:0020736,"BCG, Live, Connaught Strain Injectable Solution [ImmuCyst]",21076673
VO:0020737,"BCG, Live, Connaught Strain Injectable Suspension",36888502
VO:0020738,"BCG, Live, Connaught Strain Injectable Suspension [ImmuCyst]",36882769
VO:0020739,"BCG, live, Connaught strain Injectable Suspension [InterVax]",36074335
VO:0020740,"BCG, Live, Connaught Strain Injection",36881781
VO:0020741,"BCG, Live, Connaught Strain Injection [ImmuCyst]",36890586
VO:0020742,"BCG, Live, Montreal Strain 120 MG",44079224
VO:0020743,"BCG, Live, Montreal Strain 120 MG [Pacis]",44119958
VO:0020744,"BCG, Live, Montreal Strain 120 MG Injectable Solution",44110806
VO:0020745,"BCG, Live, Montreal Strain 120 MG Injectable Solution [Pacis]",44061481
VO:0020746,"BCG, Live, Montreal Strain 120 MG Injectable Solution [Pacis] by ID bio",44103451
VO:0020747,"BCG, Live, Montreal Strain 4000000 ORGANISMS/ML",783985
VO:0020748,"BCG, Live, Montreal Strain 4000000 ORGANISMS/ML [Bcg Medac]",783986
VO:0020749,"BCG, Live, Montreal Strain 4000000 ORGANISMS/ML Injectable Suspension",783987
VO:0020750,"BCG, Live, Montreal Strain 4000000 ORGANISMS/ML Injectable Suspension [Bcg Medac]",783989
VO:0020751,"BCG, Live, Montreal Strain 4000000 ORGANISMS/ML Injectable Suspension [Bcg Medac] Box of 1",783991
VO:0020752,"BCG, Live, Montreal Strain 4000000 ORGANISMS/ML Injectable Suspension Box of 1",783988
VO:0020753,"BCG, Live, Montreal Strain Injectable Solution",44107859
VO:0020754,"BCG, Live, Montreal Strain Injectable Solution [Pacis]",44031776
VO:0020755,"BCG, Live, Montreal Strain Injectable Suspension",783983
VO:0020756,"BCG, Live, Montreal Strain Injectable Suspension [Bcg Medac]",783984
VO:0020757,"BCG, Live, Montreal Strain Injection",35766103
VO:0020758,"BCG, Live, Tice Strain 12.5 MG",21135385
VO:0020759,"BCG, Live, Tice Strain 12.5 MG [OncoTICE]",21115829
VO:0020760,"BCG, Live, Tice Strain 12.5 MG Injectable Solution",21165021
VO:0020761,"BCG, Live, Tice Strain 12.5 MG Injectable Solution [OncoTICE]",21076675
VO:0020762,"BCG, Live, Tice Strain 12.5 MG Injectable Solution [OncoTICE] Box of 1",21155209
VO:0020763,"BCG, Live, Tice Strain 12.5 MG Injectable Solution [OncoTICE] Box of 1 by Merck",21145269
VO:0020764,"BCG, Live, Tice Strain 12.5 MG Injectable Solution [OncoTICE] by Merck",21096181
VO:0020765,"BCG, Live, Tice Strain 12.5 MG Injectable Solution Box of 1",21047192
VO:0020766,"BCG, Live, Tice Strain 12.5 MG Injectable Suspension",42948920
VO:0020767,"BCG, Live, Tice Strain 12.5 MG Injectable Suspension [OncoTICE]",42948919
VO:0020768,"BCG, live, Tice strain 12.5 MG Injection",2042152
VO:0020769,"BCG, live, Tice strain 12.5 MG Injection [OncoTICE]",2042151
VO:0020770,"BCG, live, Tice strain 12.5 MG Injection [OncoTICE] by MSD",2042149
VO:0020771,"BCG, live, Tice strain 12.5 MG Injection [OncoTICE] by Organon",2042150
VO:0020772,"BCG, live, Tice strain 12.5 MG Injection [OncoTICE] by Schering-Plough",2010866
VO:0020773,"BCG, Live, Tice Strain 200000000 CELLS",36786282
VO:0020774,"BCG, Live, Tice Strain 200000000 CELLS [OncoTICE]",36786281
VO:0020775,"BCG, Live, Tice Strain 200000000 CELLS Injectable Suspension",36786280
VO:0020776,"BCG, Live, Tice Strain 200000000 CELLS Injectable Suspension [OncoTICE]",36786278
VO:0020777,"BCG, Live, Tice Strain 200000000 CELLS Injectable Suspension [OncoTICE] Box of 1",36786277
VO:0020778,"BCG, Live, Tice Strain 200000000 CELLS Injectable Suspension [OncoTICE] Box of 1 by MSD",36786276
VO:0020779,"BCG, Live, Tice Strain 200000000 CELLS Injectable Suspension Box of 1",36786279
VO:0020780,"BCG, Live, Tice Strain 200000000 ORGANISMS",36271728
VO:0020781,"BCG, Live, Tice Strain 200000000 ORGANISMS [OncoTICE]",36271974
VO:0020782,"BCG, Live, Tice Strain 200000000 ORGANISMS Injectable Suspension",36275136
VO:0020783,"BCG, Live, Tice Strain 200000000 ORGANISMS Injectable Suspension [OncoTICE]",36260714
VO:0020784,"BCG, Live, Tice Strain 200000000 ORGANISMS Injectable Suspension [OncoTICE] Box of 1",783289
VO:0020785,"BCG, Live, Tice Strain 200000000 ORGANISMS Injectable Suspension [OncoTICE] Box of 1 by MSD",783290
VO:0020786,"BCG, Live, Tice Strain 200000000 ORGANISMS Injectable Suspension [OncoTICE] by MSD",36273968
VO:0020787,"BCG, Live, Tice Strain 200000000 ORGANISMS Injectable Suspension Box of 1",783288
VO:0020788,"BCG, Live, Tice Strain 500000000 CFU",43279771
VO:0020789,"BCG, Live, Tice Strain 500000000 CFU [Oncotice Bcg]",43285188
VO:0020790,"BCG, Live, Tice Strain 500000000 CFU Injection",43279772
VO:0020791,"BCG, Live, Tice Strain 500000000 CFU Injection [Oncotice Bcg]",43285189
VO:0020792,"BCG, Live, Tice Strain 500000000 CFU Injection [Oncotice Bcg] Box of 3",43515219
VO:0020793,"BCG, Live, Tice Strain 500000000 CFU Injection Box of 3",43515949
VO:0020794,"BCG, Live, Tice Strain 800000000 CELLS",43607019
VO:0020795,"BCG, Live, Tice Strain 800000000 CELLS [OncoTICE]",43697092
VO:0020796,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension",43768952
VO:0020797,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension [OncoTICE]",43750986
VO:0020798,"BCG, Live, Tice Strain 800000000 CELLS Injectable Suspension [OncoTICE] by Organon",43823019
VO:0020799,"BCG, Live, Tice Strain 800000000 UNT",44053534
VO:0020800,"BCG, Live, Tice Strain 800000000 UNT [OncoTICE]",44042314
VO:0020801,"BCG, Live, Tice Strain 800000000 UNT Injectable Solution",44097982
VO:0020802,"BCG, Live, Tice Strain 800000000 UNT Injectable Solution [OncoTICE]",44061480
VO:0020803,"BCG, Live, Tice Strain 800000000 UNT Injectable Solution [OncoTICE] by Merck",44038684
VO:0020804,"BCG, Live, Tice Strain Injectable Solution",42479084
VO:0020805,"BCG, Live, Tice Strain Injectable Solution [OncoTICE]",44109323
VO:0020806,"BCG, Live, Tice Strain Injectable Suspension",36886597
VO:0020807,"BCG, Live, Tice Strain Injectable Suspension [OncoTICE]",43661297
VO:0020808,"BCG, Live, Tice Strain Injection [Oncotice Bcg]",43274426
VO:0020809,"BCG, live, Tice strain Injection [OncoTICE]",2042153
VO:0020810,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [PEDIARIX]",42902525
VO:0020811,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",42903199
VO:0020812,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Kinrix]",42902398
VO:0020813,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",42903058
VO:0020814,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",702274
VO:0020815,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",46276419
VO:0020816,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",702272
VO:0020817,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",46276418
VO:0020818,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen Injectable Solution",44107572
VO:0020819,"diphtheria toxoid vaccine, inactivated / influenza B virus antigen Injectable Solution [HibTITER]",44044438
VO:0020820,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Daptacel]",46275086
VO:0020821,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Adacel]",42903243
VO:0020822,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Adacel]",46276423
VO:0020823,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",46276422
VO:0020824,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",46275085
VO:0020825,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",42902481
VO:0020826,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML [HibTITER]",44041847
VO:0020827,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution",44058882
VO:0020828,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER]",44047990
VO:0020829,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5",44060988
VO:0020830,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution Box of 5",44071698
VO:0020831,Haemophilus influenzae 0.01 MG Injection,43269495
VO:0020832,Haemophilus influenzae Injection,43269500
VO:0020833,Haemophilus influenzae type b 0.035 MG Injectable Solution,36269905
VO:0020834,Haemophilus influenzae type b 0.04 MG Injectable Solution,43643086
VO:0020835,Haemophilus influenzae type b 0.05 MG Injectable Solution,43750879
VO:0020836,Haemophilus influenzae type b Injectable Solution,43859153
VO:0020837,influenza A virus (H1N1) antigen 0.03 MG/ML [Afluria],43733277
VO:0020838,influenza A virus (H1N1) antigen 0.03 MG/ML [Begripal],43643462
VO:0020839,influenza A virus (H1N1) antigen 0.03 MG/ML [Fluad],43589233
VO:0020840,influenza A virus (H1N1) antigen 0.03 MG/ML [Fluarix],43769218
VO:0020841,influenza A virus (H1N1) antigen 0.03 MG/ML [Grippe-Impfstoff Csl],43661571
VO:0020842,influenza A virus (H1N1) antigen 0.03 MG/ML [Grippe-Impfstoff Stada],43751224
VO:0020843,influenza A virus (H1N1) antigen 0.03 MG/ML [Grippeimpfstoff Ratiopharm],43661572
VO:0020844,influenza A virus (H1N1) antigen 0.03 MG/ML [Inflexal],43733275
VO:0020845,influenza A virus (H1N1) antigen 0.03 MG/ML [Influsplit],43859534
VO:0020846,influenza A virus (H1N1) antigen 0.03 MG/ML [INFLUVAC],43643461
VO:0020847,influenza A virus (H1N1) antigen 0.03 MG/ML [Preflucel],43715227
VO:0020848,influenza A virus (H1N1) antigen 0.03 MG/ML [VAXIGRIP],43751223
VO:0020849,influenza A virus (H1N1) antigen 0.03 MG/ML [Viroflu],43859528
VO:0020850,influenza A virus (H1N1) antigen 0.03 MG/ML [Xanaflu],43697369
VO:0020851,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension,43732937
VO:0020852,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Afluria],43643464
VO:0020853,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Afluria] Box of 10,43607294
VO:0020854,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Begripal],43643465
VO:0020855,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Begripal] Box of 10,43841387
VO:0020856,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluad],43769219
VO:0020857,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluad] Box of 10,43841386
VO:0020858,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluarix],43841389
VO:0020859,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluarix] Box of 10,43643466
VO:0020860,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Fluarix] Box of 20,43643467
VO:0020861,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Csl],43733281
VO:0020862,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Csl] Box of 10,43751225
VO:0020863,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Stada],43679500
VO:0020864,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippe-Impfstoff Stada] Box of 10,43643463
VO:0020865,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippeimpfstoff Ratiopharm],43805152
VO:0020866,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Grippeimpfstoff Ratiopharm] Box of 10,43607295
VO:0020867,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Inflexal],43661565
VO:0020868,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Inflexal] Box of 10,43589230
VO:0020869,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit],43679501
VO:0020870,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit] Box of 10,43607296
VO:0020871,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Influsplit] Box of 20,43751226
VO:0020872,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [INFLUVAC],43589235
VO:0020873,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [INFLUVAC] Box of 10,43805151
VO:0020874,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Preflucel],43805145
VO:0020875,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Preflucel] Box of 10,43607284
VO:0020876,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],43733279
VO:0020877,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP] Box of 10,43625199
VO:0020878,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP] Box of 20,43679499
VO:0020879,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP] Box of 50,43733280
VO:0020880,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Viroflu],43841379
VO:0020881,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Viroflu] Box of 10,43769213
VO:0020882,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Xanaflu],43733278
VO:0020883,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Xanaflu] Box of 10,43805150
VO:0020884,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 10,43823257
VO:0020885,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 20,43589234
VO:0020886,influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension Box of 50,43661223
VO:0020887,influenza A virus (H1N1) antigen Injectable Suspension,43607290
VO:0020888,influenza A virus (H1N1) antigen Injectable Suspension [Afluria],43823263
VO:0020889,influenza A virus (H1N1) antigen Injectable Suspension [Begripal],43841384
VO:0020890,influenza A virus (H1N1) antigen Injectable Suspension [Fluad],43787158
VO:0020891,influenza A virus (H1N1) antigen Injectable Suspension [Fluarix],43805149
VO:0020892,influenza A virus (H1N1) antigen Injectable Suspension [Grippe-Impfstoff Csl],43751222
VO:0020893,influenza A virus (H1N1) antigen Injectable Suspension [Grippe-Impfstoff Stada],43607292
VO:0020894,influenza A virus (H1N1) antigen Injectable Suspension [Grippeimpfstoff Ratiopharm],43661570
VO:0020895,influenza A virus (H1N1) antigen Injectable Suspension [Inflexal],43607285
VO:0020896,influenza A virus (H1N1) antigen Injectable Suspension [Influsplit],43607293
VO:0020897,influenza A virus (H1N1) antigen Injectable Suspension [INFLUVAC],43661569
VO:0020898,influenza A virus (H1N1) antigen Injectable Suspension [Pandemrix],40745078
VO:0020899,influenza A virus (H1N1) antigen Injectable Suspension [Preflucel],43823256
VO:0020900,influenza A virus (H1N1) antigen Injectable Suspension [VAXIGRIP],43751221
VO:0020901,influenza A virus (H1N1) antigen Injectable Suspension [Viroflu],43661564
VO:0020902,influenza A virus (H1N1) antigen Injectable Suspension [Xanaflu],43697368
VO:0020903,Influenza A virus / Influenza B virus Injectable Suspension,36782737
VO:0020904,Influenza A virus / Influenza B virus Injectable Suspension [Alpha RIX Tetra],36782736
VO:0020905,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],36782734
VO:0020906,Influenza A virus / Influenza B virus Injectable Suspension [VAXIGRIP],36782735
VO:0020907,Influenza A virus Injectable Suspension,36272024
VO:0020908,Influenza A virus Injectable Suspension [Alpha RIX Tetra],36259274
VO:0020909,Influenza A virus Injectable Suspension [INFLUVAC],36272156
VO:0020910,Influenza A virus Injectable Suspension [VAXIGRIP],36264405
VO:0020911,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain Injectable Suspension",43172138
VO:0020912,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain Injectable Suspension [Intanza]",43150002
VO:0020913,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",43254642
VO:0020914,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Agrippal]",43276374
VO:0020915,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Fluarix]",43259942
VO:0020916,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Fluvax]",43281747
VO:0020917,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [INFLUVAC]",43276373
VO:0020918,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Intanza]",43292575
VO:0020919,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Vaxigrip Junior]",43270868
VO:0020920,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [VAXIGRIP]",43265388
VO:0020921,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain Nasal Spray",43214537
VO:0020922,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus / Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain Nasal Spray [Fluenz]",43148570
VO:0020923,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.0075 MG/ML",43265392
VO:0020924,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.00752 MG/ML",42712031
VO:0020925,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.009 MG/ML",43292582
VO:0020926,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.015 MG/ML",43259949
VO:0020927,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.09 MG/ML",44066068
VO:0020928,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 50000000 UNT/ML",43184688
VO:0020929,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection",43516683
VO:0020930,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Agrippal]",43515468
VO:0020931,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus / Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain Injection [Fluarix]",43514647
