ID,LABEL in VO,RxNorm ID,RxNorm Preferred Name
VO:0020251,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Prefilled Syringe [Prevnar],1359785,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Prefilled Syringe [Prevnar]
VO:0020252,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML,798223,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML
VO:0020253,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML,798225,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML
VO:0020254,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML,798227,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML
VO:0020255,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML,798229,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML
VO:0020256,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML,798231,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML
VO:0020257,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML,798233,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML
VO:0020258,"tetanus toxoid vaccine, inactivated 0.048 MG/ML",343382,"tetanus toxoid vaccine, inactivated 0.048 MG/ML"
VO:0020259,"tetanus toxoid vaccine, inactivated 0.5 ML",359119,"tetanus toxoid vaccine, inactivated 0.5 ML"
VO:0020260,"tetanus toxoid vaccine, inactivated 0.5 ML Injectable Solution",318243,"tetanus toxoid vaccine, inactivated 0.5 ML Injectable Solution"
VO:0020261,"tetanus toxoid vaccine, inactivated 10 LFU/ML",402456,"tetanus toxoid vaccine, inactivated 10 LFU/ML"
VO:0020262,"tetanus toxoid vaccine, inactivated 10 MG/ML",583409,"tetanus toxoid vaccine, inactivated 10 MG/ML"
VO:0020263,"tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",1359520,"tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe"
VO:0020264,"tetanus toxoid vaccine, inactivated 1000 UNT",350758,"tetanus toxoid vaccine, inactivated 1000 UNT"
VO:0020265,"tetanus toxoid vaccine, inactivated 1000 UNT Injectable Suspension",347145,"tetanus toxoid vaccine, inactivated 1000 UNT Injectable Suspension"
VO:0020266,"tetanus toxoid vaccine, inactivated 2 UNT/ML",316781,"tetanus toxoid vaccine, inactivated 2 UNT/ML"
VO:0020267,"tetanus toxoid vaccine, inactivated 2 UNT/ML Injectable Solution",318241,"tetanus toxoid vaccine, inactivated 2 UNT/ML Injectable Solution"
VO:0020268,"tetanus toxoid vaccine, inactivated 20 UNT/ML [TE Anatoxal Berna]",967042,"tetanus toxoid vaccine, inactivated 20 UNT/ML [TE Anatoxal Berna]"
VO:0020269,"tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Solution",967039,"tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Solution"
VO:0020270,"tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Solution [TE Anatoxal Berna]",967043,"tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Solution [TE Anatoxal Berna]"
VO:0020271,"tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",1360308,"tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe"
VO:0020272,"tetanus toxoid vaccine, inactivated 5 LFU",335677,"tetanus toxoid vaccine, inactivated 5 LFU"
VO:0020273,"tetanus toxoid vaccine, inactivated 5 LFU Injectable Solution",242857,"tetanus toxoid vaccine, inactivated 5 LFU Injectable Solution"
VO:0020274,"tetanus toxoid vaccine, inactivated Injectable Solution [TE Anatoxal Berna]",632467,"tetanus toxoid vaccine, inactivated Injectable Solution [TE Anatoxal Berna]"
VO:0020278,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Solution",807221,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Solution"
VO:0020279,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Solution [Typhim VI]",807224,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Solution [Typhim VI]"
VO:0020280,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Prefilled Syringe",807238,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Prefilled Syringe"
VO:0020281,varicella zoster virus glycoprotein E Injection,1986824,varicella zoster virus glycoprotein E Injection
VO:0020282,varicella zoster virus glycoprotein E Injection [Shingrix],1986828,varicella zoster virus glycoprotein E Injection [Shingrix]
VO:0020283,"varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection",1986831,"varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection"
VO:0020284,"varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection [Shingrix]",1986832,"varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection [Shingrix]"
VO:0020285,varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML Injection,1658010,varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML Injection
VO:0020286,varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax],1658011,varicella-zoster virus vaccine live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax]
VO:0020287,varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection,1658015,varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection
VO:0020288,varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax],1658016,varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax]
VO:0020289,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML,2270604,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML
VO:0020290,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML [Vaxchora],2272202,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML [Vaxchora]
VO:0020291,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML Oral Suspension,1812945,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML Oral Suspension
VO:0020292,Vibrio cholerae CVD 103-HGR strain live antigen Oral Suspension,2270607,Vibrio cholerae CVD 103-HGR strain live antigen Oral Suspension
VO:0020293,Vibrio cholerae CVD 103-HGR strain live antigen Oral Suspension [Vaxchora],2272203,Vibrio cholerae CVD 103-HGR strain live antigen Oral Suspension [Vaxchora]
VO:0020294,yellow fever virus strain 17D-204 live antigen 2000 UNT/ML Injection,1876711,yellow fever virus strain 17D-204 live antigen 2000 UNT/ML Injection
VO:0020295,yellow fever virus strain 17D-204 live antigen 2000 UNT/ML Injection [Stamaril],1876712,yellow fever virus strain 17D-204 live antigen 2000 UNT/ML Injection [Stamaril]
VO:0020296,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML Injection,1658242,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML Injection
VO:0020297,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML Injection [YF-Vax],1658243,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML Injection [YF-Vax]
VO:0020469,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution",807222,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution"
VO:0020470,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Prefilled Syringe [Typhim VI]",1486497,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Prefilled Syringe [Typhim VI]"
VO:0020472,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Prefilled Syringe",1359739,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Prefilled Syringe"
VO:0020499,Haemophilus influenzae as vaccine component,1364467,Haemophilus influenzae
VO:0020500,hepatitis C virus as vaccine component,1491863,hepatitis C virus
VO:0020501,influenza A virus as vaccine component,1312375,influenza A virus
VO:0020502,influenza B virus as vaccine component,1312376,influenza B virus
VO:0020503,Japanese encephalitis virus as vaccine component,1439114,Japanese encephalitis virus
VO:0020504,Neisseria meningitidis as vaccine component,7288,Neisseria meningitidis
VO:0020505,rabies virus as vaccine component,1648419,rabies virus
VO:0020506,Rickettsia prowazekii as vaccine component,1744460,Rickettsia prowazekii
VO:0020507,rubella virus as vaccine component,1365969,rubella virus
VO:0020508,Yersinia pestis as vaccine component,1432993,Yersinia pestis
VO:0020509,Haemophilus influenzae type b as vaccine component,50937,Haemophilus influenzae type b
VO:0020510,hepatitis A virus as vaccine component,1491862,hepatitis A virus
VO:0020511,hepatitis B virus as vaccine component,1427211,hepatitis B virus
VO:0020512,poliovirus as vaccine component,1427212,poliovirus
VO:0020513,Vibrio cholerae as vaccine component,1432992,Vibrio cholerae
VO:0020810,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [PEDIARIX]",1359638,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [PEDIARIX]"
VO:0020811,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",1360312,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe"
VO:0020812,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Kinrix]",1359511,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Kinrix]"
VO:0020813,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",1360171,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe"
VO:0020814,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",2585718,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]"
VO:0020815,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",1657758,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]"
VO:0020816,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",2585715,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection"
VO:0020817,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",1657757,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection"
VO:0020820,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Daptacel]",1657874,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Daptacel]"
VO:0020821,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Adacel]",1360356,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Adacel]"
VO:0020822,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Adacel]",1657771,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Adacel]"
VO:0020823,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",1657769,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection"
VO:0020824,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",1657873,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection"
VO:0020825,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",1359594,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe"
VO:0020956,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Boostrix]",1359491,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Boostrix]"
VO:0020957,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",1359625,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe"
VO:0020958,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Boostrix]",1657469,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Boostrix]"
VO:0020959,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",1657468,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection"
